symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
LINKUSDT,std,MSS,-239.28236991860803,10,20.0,0.3369500658636386
LINKUSDT,std,FVG,-3585.2711737310856,791,29.46,0.7848480812530962
LINKUSDT,std,SFP,-959.8936072542829,225,27.56,0.7998144604325913
LINKUSDT,std,MicroBurst,-3302.1014910839813,581,27.37,0.7366133758612694
LINKUSDT,std,RSI,-1040.2468111480264,282,27.3,0.8597688972796168
LINKUSDT,std,MACD,-2640.6903261753077,515,27.57,0.7686248763296983
LINKUSDT,std,Bollinger,-2834.1713400166777,945,28.04,0.846708570992881
LINKUSDT,std,EMA,-327.60327876576406,216,33.8,0.9229391135607979
LINKUSDT,std,ADX,-1171.3204989378073,269,29.37,0.7912626210540437
LINKUSDT,std,Stochastic,-1964.0354701334581,474,26.58,0.8202379493117227
LINKUSDT,std,OBV,-3961.9610738564133,730,28.22,0.748384745338999
LINKUSDT,std,SuperTrend,0.0,0,0.0,0.0
LINKUSDT,std,RSI7,8.316929241707577,280,30.0,1.0012649194756265
LINKUSDT,std,KAMA,-497.7430340860029,284,32.75,0.9097452392438209
LINKUSDT,std,ELITE8,-8499.883745988214,1823,28.36,0.7833327809435597
LINKUSDT,std,ALL14,-13177.058112075469,2934,28.25,0.7859002194103797
LINKUSDT,dual,MSS,-22.019156506066118,10,70.0,0.8258529511732174
LINKUSDT,dual,FVG,3555.5304072017093,1195,86.03,1.8744055320871946
LINKUSDT,dual,SFP,510.057761122918,266,83.46,1.5025239036009534
LINKUSDT,dual,MicroBurst,2902.6272273252107,804,84.7,1.9916231452124276
LINKUSDT,dual,RSI,1268.4938042442502,362,87.85,2.0395768500804428
LINKUSDT,dual,MACD,1726.6430736918503,635,86.3,1.7473164572174649
LINKUSDT,dual,Bollinger,1785.3711951696519,1253,81.88,1.353313875292187
LINKUSDT,dual,EMA,1013.6424360710844,280,89.64,2.253338022346595
LINKUSDT,dual,ADX,349.2140579498777,304,81.25,1.252535094616052
LINKUSDT,dual,Stochastic,851.8880750768676,586,82.42,1.327637698035281
LINKUSDT,dual,OBV,2984.5030663508574,980,84.69,1.796547341445238
LINKUSDT,dual,SuperTrend,0.0,0,0.0,0.0
LINKUSDT,dual,RSI7,1243.7690982207075,340,89.41,2.265238190823112
LINKUSDT,dual,KAMA,1240.8228445835005,359,85.52,2.013149777570517
LINKUSDT,dual,ELITE8,5912.783370958119,2382,84.47,1.6363540518190578
LINKUSDT,dual,ALL14,9022.851660356457,3507,84.2,1.6817220880239712
