symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
TONUSDT,MSS,3697.799880954316,668,89.52,2.229123695509944,6.058861392573817
TONUSDT,FVG,3424.8851840803895,596,89.43,2.212669593925282,-266.85583548135264
TONUSDT,SFP,3691.741019561742,668,89.52,2.2271097709209524,0.0
TONUSDT,MicroBurst,3298.980254986727,639,89.51,2.0910873051961185,-392.7607645750154
TONUSDT,RSI,3523.8284356480135,662,89.43,2.1712967625627493,-167.91258391372867
TONUSDT,MACD,3598.624862837158,640,89.69,2.2555554686586654,-93.11615672458402
TONUSDT,Bollinger,3381.5423077639,612,89.38,2.2092885488569562,-310.19871179784195
TONUSDT,EMA,3384.2215247126296,655,89.16,2.1031981548912153,-307.51949484911256
TONUSDT,ADX,3739.8293324975957,652,89.72,2.3172301942242512,48.08831293585354
TONUSDT,Stochastic,3320.1186608679614,634,89.12,2.111762893603134,-371.6223586937808
TONUSDT,OBV,3206.102230887328,623,89.09,2.091054083300888,-485.6387886744142
TONUSDT,SuperTrend,3691.741019561742,668,89.52,2.2271097709209524,0.0
TONUSDT,RSI7,3691.741019561742,668,89.52,2.2271097709209524,0.0
TONUSDT,KAMA,3639.5808831002596,649,89.37,2.2238287808004684,-52.16013646148258
