symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
TONUSDT,dual,ALL14,0.0003,0.0013,3691.741019561742,668,89.52,2.2271097709209524,0.0
TONUSDT,dual,ALL14,0.001,0.002,2740.951594101314,661,88.5,1.831287186812094,-950.789425460428
TONUSDT,dual,ALL14,0.003,0.004,-724.1487328322594,639,82.63,0.8534644286106187,-4415.889752394001
