symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
VETUSDT,std,MSS,50.73511673049073,2,50.0,1.6261920627802973
VETUSDT,std,FVG,-1774.2474501451843,181,29.28,0.7624064433797417
VETUSDT,std,SFP,-1254.747819200889,59,25.42,0.5749589539413019
VETUSDT,std,MicroBurst,18.058596986555948,132,31.82,1.0038373147570794
VETUSDT,std,RSI,-1357.0829947209713,73,30.14,0.6506208543677613
VETUSDT,std,MACD,-953.752824255262,131,31.3,0.8221899394945936
VETUSDT,std,Bollinger,-2115.8580149913105,183,31.15,0.7321287146357145
VETUSDT,std,EMA,813.7816572073893,35,48.57,1.9091898063943782
VETUSDT,std,ADX,-711.7150329525058,59,28.81,0.6896796384308544
VETUSDT,std,Stochastic,-2411.8422443108707,121,24.79,0.5974579383045344
VETUSDT,std,OBV,-1089.8880038276561,181,30.39,0.8404291187719801
VETUSDT,std,SuperTrend,0.0,0,0.0,0.0
VETUSDT,std,RSI7,-1739.46928891946,79,27.85,0.5838626524139512
VETUSDT,std,KAMA,-264.8503425890465,62,29.03,0.8704652828618592
VETUSDT,std,ELITE8,-4704.775886864708,446,29.6,0.7412964910881307
VETUSDT,std,ALL14,-7023.208626342619,676,29.29,0.745558136402708
VETUSDT,dual,MSS,33.451159339676174,2,100.0,inf
VETUSDT,dual,FVG,1939.5060155955339,282,91.49,2.9653730775387896
VETUSDT,dual,SFP,605.8417345312118,81,90.12,2.4540751782728196
VETUSDT,dual,MicroBurst,2345.563755932971,185,92.97,5.111644113379738
VETUSDT,dual,RSI,1313.157395616453,104,91.35,3.687493381115633
VETUSDT,dual,MACD,1673.9546628514972,162,95.68,5.083131343964133
VETUSDT,dual,Bollinger,2372.090900750229,266,89.85,3.1340447573934007
VETUSDT,dual,EMA,516.4719957008117,49,93.88,4.773384220106687
VETUSDT,dual,ADX,441.53608916772464,64,89.06,2.28509502283925
VETUSDT,dual,Stochastic,1675.1650405020075,167,92.22,3.5749490020241463
VETUSDT,dual,OBV,2343.6062347233033,259,91.89,3.5996678399140447
VETUSDT,dual,SuperTrend,0.0,0,0.0,0.0
VETUSDT,dual,RSI7,1200.6637489639968,104,91.35,4.040364905228111
VETUSDT,dual,KAMA,785.9241441654652,85,95.29,5.868446482838772
VETUSDT,dual,ELITE8,5794.529536112942,631,91.92,3.4313065171101833
VETUSDT,dual,ALL14,6867.193074514775,877,90.19,2.767870941438941
