symbol,trigger,trig,lock,net,trades,pf,ratio_vs_base,is_base
VETUSDT,ALL14,0.002,0.0036,5595.69314700262,777,2.6765077964894832,1.0154690584468826,False
VETUSDT,ALL14,0.002,0.0045,5780.02409589241,777,2.7317346048275315,1.0489202092148622,False
VETUSDT,ALL14,0.002,0.005399999999999999,5997.3381301699355,777,2.7968433702979887,1.0883569102593609,False
VETUSDT,ALL14,0.0025,0.0036,5340.102668836139,772,2.473280883271462,0.9690862037417899,False
VETUSDT,ALL14,0.0025,0.0045,5510.451648385032,772,2.5202784618983354,1.0,True
VETUSDT,ALL14,0.0025,0.005399999999999999,5715.528731851105,772,2.5768571768415565,1.037216020854874,False
VETUSDT,ALL14,0.003,0.0036,5178.850882082937,757,2.353472749427868,0.9398233053366363,False
VETUSDT,ALL14,0.003,0.0045,5320.617934028409,757,2.390523022923628,0.965550244068967,False
VETUSDT,ALL14,0.003,0.005399999999999999,5497.923500683165,757,2.436861150483799,0.9977264753415378,False
