symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
VETUSDT,dual,ALL14,0.0003,0.0013,5510.451648385032,772,90.28,2.5202784618983354,0.0
VETUSDT,dual,ALL14,0.001,0.002,4287.43586426922,758,89.05,2.0628055126818596,-1223.0157841158125
VETUSDT,dual,ALL14,0.003,0.004,627.8833088016014,735,84.9,1.111336791193674,-4882.56833958343
