symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
SOLUSDT,20,5,2,121.31944758299667,521,93.28,4.295051743527658
SOLUSDT,20,5,7,153.58736726986365,664,94.28,4.821471454357691
SOLUSDT,20,5,14,151.13914324141882,669,94.02,4.50420412276831
SOLUSDT,20,7,2,122.15004348901246,530,93.02,4.319721602827523
SOLUSDT,20,7,7,164.53983799660853,692,94.22,5.299380973005928
SOLUSDT,20,7,14,164.24000840704875,698,94.13,5.178284147610792
SOLUSDT,20,9,2,122.23459041702237,534,93.07,4.308824385866491
SOLUSDT,20,9,7,162.64003502602597,716,93.44,4.620277836610263
SOLUSDT,20,9,14,160.83646810144646,725,93.24,4.396932727688089
SOLUSDT,50,5,2,105.66663026695711,460,93.26,4.101216307305198
SOLUSDT,50,5,7,142.7003577811966,598,94.31,4.924731708097849
SOLUSDT,50,5,14,141.04536218951435,606,94.06,4.588992275082645
SOLUSDT,50,7,2,105.60704954679919,464,93.1,4.176146134475881
SOLUSDT,50,7,7,147.59779647559063,617,94.81,5.675710032143389
SOLUSDT,50,7,14,146.17230921679646,624,94.55,5.233230444592282
SOLUSDT,50,9,2,106.52466901770019,463,93.52,4.3106605034659475
SOLUSDT,50,9,7,142.7449616558951,633,93.36,4.49848931471589
SOLUSDT,50,9,14,139.81573706208124,643,93.0,4.096687636052278
SOLUSDT,100,5,2,110.33019817992897,441,94.33,4.94558743683668
SOLUSDT,100,5,7,144.99405378483556,566,95.58,6.221875670463422
SOLUSDT,100,5,14,142.9820016503483,579,95.16,5.537344614319223
SOLUSDT,100,7,2,111.9705189416307,438,94.29,5.249127878582072
SOLUSDT,100,7,7,145.1586918400297,579,95.34,6.418007573094625
SOLUSDT,100,7,14,143.97652598950893,588,95.07,5.838782699118841
SOLUSDT,100,9,2,111.5258319174876,432,94.68,5.432673633939229
SOLUSDT,100,9,7,143.33615038510618,585,94.36,5.461698469792938
SOLUSDT,100,9,14,140.86596116587555,597,93.97,4.864477618607885
