symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
LINKUSDT,8,20,1.0,7.653561637233092,79,92.41,3.560508119672937
LINKUSDT,8,20,1.2,5.943694084931999,55,94.55,4.859996839535958
LINKUSDT,8,20,1.5,4.026423194989431,31,96.77,8.910347619002033
LINKUSDT,8,21,1.0,6.289250620689958,65,92.31,3.5836136517271173
LINKUSDT,8,21,1.2,5.6779384133948785,48,95.83,6.997418109843607
LINKUSDT,8,21,1.5,3.193148925155444,27,96.3,7.273289411966188
LINKUSDT,9,20,1.0,8.3809171528445,72,94.44,5.441434731360327
LINKUSDT,9,20,1.2,6.981906116713822,52,98.08,16.95049961539937
LINKUSDT,9,20,1.5,4.353263302920958,28,100.0,inf
LINKUSDT,9,21,1.0,5.549516889003578,61,91.8,3.371714005209285
LINKUSDT,9,21,1.2,5.379329509977962,44,97.73,13.289336442752813
LINKUSDT,9,21,1.5,2.840139017856499,23,100.0,inf
