symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
ETHUSDT,8,20,1.0,1.2522969338376362,11,90.91,3.084624818809763
ETHUSDT,8,20,1.2,1.0218074772506291,9,88.89,2.700942619570627
ETHUSDT,8,20,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,8,21,1.0,1.563031115856083,12,91.67,3.6018856779441424
ETHUSDT,8,21,1.2,1.332541659269076,10,90.0,3.2182034787050062
ETHUSDT,8,21,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,9,20,1.0,1.563031115856083,12,91.67,3.6018856779441424
ETHUSDT,9,20,1.2,1.332541659269076,10,90.0,3.2182034787050062
ETHUSDT,9,20,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,9,21,1.0,1.6001580582887094,12,91.67,3.663688708479717
ETHUSDT,9,21,1.2,1.3696686017017023,10,90.0,3.280006509240581
ETHUSDT,9,21,1.5,0.175817341274551,6,83.33,1.2926727545957517
