symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
SHIBUSDT,std,MSS,-90.34845097329115,1,0.0,0.0
SHIBUSDT,std,FVG,798.0924304029842,127,35.43,1.1583570897070807
SHIBUSDT,std,SFP,218.46631441670405,31,35.48,1.1757386055226293
SHIBUSDT,std,MicroBurst,40.80786751202865,104,36.54,1.009771125323274
SHIBUSDT,std,RSI,-254.66143877999787,36,30.56,0.8368120725872277
SHIBUSDT,std,MACD,46.52135819492074,80,37.5,1.0156933393001548
SHIBUSDT,std,Bollinger,-701.1541502005368,123,30.08,0.8507637008309519
SHIBUSDT,std,EMA,1002.5059837578704,44,45.45,1.6691057690220428
SHIBUSDT,std,ADX,-688.8120148224943,43,30.23,0.6215662873324073
SHIBUSDT,std,Stochastic,-1115.7742483268714,63,22.22,0.6124265664277453
SHIBUSDT,std,OBV,-603.0131485575519,117,37.61,0.8713426974773687
SHIBUSDT,std,SuperTrend,0.0,0,0.0,0.0
SHIBUSDT,std,RSI7,-549.1940142191918,39,25.64,0.7043550463460647
SHIBUSDT,std,KAMA,339.0823906263105,54,38.89,1.1969605847456721
SHIBUSDT,std,ELITE8,-390.9514819927113,297,34.68,0.9656836848995114
SHIBUSDT,std,ALL14,477.0232253983398,465,34.41,1.02691912042604
SHIBUSDT,dual,MSS,-90.34845097329115,1,0.0,0.0
SHIBUSDT,dual,FVG,1743.1891528722504,194,89.69,3.121737902498857
SHIBUSDT,dual,SFP,359.1340126963813,35,94.29,4.56666478153959
SHIBUSDT,dual,MicroBurst,2184.0433866043704,150,94.67,5.361191064491294
SHIBUSDT,dual,RSI,496.3907196895539,46,93.48,4.555031774293272
SHIBUSDT,dual,MACD,1031.5955450097895,106,93.4,3.859424518594804
SHIBUSDT,dual,Bollinger,947.7711106016627,177,87.01,1.908782740555247
SHIBUSDT,dual,EMA,514.99152358002,65,92.31,2.739004744133473
SHIBUSDT,dual,ADX,43.47875178288768,51,86.27,1.1001558026686027
SHIBUSDT,dual,Stochastic,583.0139380039183,86,89.53,2.3136434343959467
SHIBUSDT,dual,OBV,1330.8234086310758,173,91.33,2.9589063584844375
SHIBUSDT,dual,SuperTrend,0.0,0,0.0,0.0
SHIBUSDT,dual,RSI7,548.3265494441039,50,92.0,4.086244953581615
SHIBUSDT,dual,KAMA,714.5627158910975,69,92.75,3.7554687891149383
SHIBUSDT,dual,ELITE8,3256.018563264038,410,90.98,2.773323210641514
SHIBUSDT,dual,ALL14,4648.750586582552,592,90.71,2.7393173058249007
