symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
BTCUSDT,70,2.5,2.0,-91.3878570324794,2471,30.64,0.3760890640279016
BTCUSDT,70,2.5,2.5,-84.64135433409395,2276,30.27,0.37246707949854146
BTCUSDT,70,2.5,3.0,-78.7305743644666,2082,29.73,0.36561925008549667
BTCUSDT,70,3.0,2.0,-89.32271264266728,2401,30.45,0.37447856887316483
BTCUSDT,70,3.0,2.5,-83.41856949073265,2220,30.05,0.3692421291573728
BTCUSDT,70,3.0,3.0,-77.17370619639648,2037,29.65,0.36530120691669926
BTCUSDT,70,4.0,2.0,-79.38745215477984,2083,29.57,0.36085858237213814
BTCUSDT,70,4.0,2.5,-73.04435680166901,1951,29.78,0.36762713130175795
BTCUSDT,70,4.0,3.0,-67.8221945514544,1815,29.75,0.36956705552714775
BTCUSDT,72,2.5,2.0,-91.3878570324794,2471,30.64,0.3760890640279016
BTCUSDT,72,2.5,2.5,-84.64135433409395,2276,30.27,0.37246707949854146
BTCUSDT,72,2.5,3.0,-78.7305743644666,2082,29.73,0.36561925008549667
BTCUSDT,72,3.0,2.0,-89.32271264266728,2401,30.45,0.37447856887316483
BTCUSDT,72,3.0,2.5,-83.41856949073265,2220,30.05,0.3692421291573728
BTCUSDT,72,3.0,3.0,-77.17370619639648,2037,29.65,0.36530120691669926
BTCUSDT,72,4.0,2.0,-79.38745215477984,2083,29.57,0.36085858237213814
BTCUSDT,72,4.0,2.5,-73.04435680166901,1951,29.78,0.36762713130175795
BTCUSDT,72,4.0,3.0,-67.8221945514544,1815,29.75,0.36956705552714775
BTCUSDT,75,2.5,2.0,-91.3878570324794,2471,30.64,0.3760890640279016
BTCUSDT,75,2.5,2.5,-84.64135433409395,2276,30.27,0.37246707949854146
BTCUSDT,75,2.5,3.0,-78.7305743644666,2082,29.73,0.36561925008549667
BTCUSDT,75,3.0,2.0,-89.32271264266728,2401,30.45,0.37447856887316483
BTCUSDT,75,3.0,2.5,-83.41856949073265,2220,30.05,0.3692421291573728
BTCUSDT,75,3.0,3.0,-77.17370619639648,2037,29.65,0.36530120691669926
BTCUSDT,75,4.0,2.0,-79.38745215477984,2083,29.57,0.36085858237213814
BTCUSDT,75,4.0,2.5,-73.04435680166901,1951,29.78,0.36762713130175795
BTCUSDT,75,4.0,3.0,-67.8221945514544,1815,29.75,0.36956705552714775
