symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
BTCUSDT,std,MSS,82.901759057709,8,37.5,2.4836687659420726
BTCUSDT,std,FVG,393.60510155800057,598,35.95,1.0659954441083321
BTCUSDT,std,SFP,-334.570443555083,156,31.41,0.8126202058899048
BTCUSDT,std,MicroBurst,-100.75770337993379,437,34.55,0.9767892868799206
BTCUSDT,std,RSI,-176.8361406950463,140,28.57,0.9042386493341995
BTCUSDT,std,MACD,505.33267396271344,348,37.07,1.1481526701697407
BTCUSDT,std,Bollinger,-1423.3589451707173,850,31.29,0.8214008874051345
BTCUSDT,std,EMA,18.585077253525853,221,36.65,1.0094883377606003
BTCUSDT,std,ADX,-147.2981469875942,169,33.14,0.9123133230303248
BTCUSDT,std,Stochastic,-144.2117971499413,260,34.62,0.9500706342787445
BTCUSDT,std,OBV,185.23831553840932,526,35.55,1.0385834416855977
BTCUSDT,std,SuperTrend,0.0,0,0.0,0.0
BTCUSDT,std,RSI7,-535.440473662009,126,26.19,0.6918811426963968
BTCUSDT,std,KAMA,284.59865206293296,200,37.5,1.165049710316292
BTCUSDT,std,ELITE8,-501.9137129011844,1225,34.04,0.9583999529600798
BTCUSDT,std,ALL14,-1281.8045850464491,2122,33.36,0.9381650533210822
BTCUSDT,dual,MSS,16.425672484897873,8,62.5,1.4878650485191323
BTCUSDT,dual,FVG,711.1627756374824,829,76.96,1.286385152953895
BTCUSDT,dual,SFP,-235.66937312415112,180,71.11,0.7001884759247583
BTCUSDT,dual,MicroBurst,445.3128730661164,551,73.14,1.2308809358917399
BTCUSDT,dual,RSI,113.27649513066541,157,78.98,1.2275444753451223
BTCUSDT,dual,MACD,98.09155776477371,416,74.76,1.0692642127324956
BTCUSDT,dual,Bollinger,-609.5053562428149,1025,69.85,0.8325950165832638
BTCUSDT,dual,EMA,17.961014412195972,252,71.83,1.0200678277186268
BTCUSDT,dual,ADX,177.65774769464167,191,76.96,1.3000628662999558
BTCUSDT,dual,Stochastic,56.93660181253624,300,77.67,1.0602341499384345
BTCUSDT,dual,OBV,243.6222924296262,618,73.62,1.1178911786679924
BTCUSDT,dual,SuperTrend,0.0,0,0.0,0.0
BTCUSDT,dual,RSI7,-75.29950043892308,143,75.52,0.8635271137884277
BTCUSDT,dual,KAMA,121.70425303061519,231,73.16,1.160812094872451
BTCUSDT,dual,ELITE8,261.5262990514873,1449,74.05,1.0520463054260165
BTCUSDT,dual,ALL14,793.6654526027359,2337,74.45,1.1047697071468123
