NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T01:26:00+00:00,2026-06-07T02:20:00+00:00,7.58685,7.512072,1000.0,-9.8563,,stop,54
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T03:21:00+00:00,2026-06-07T03:40:00+00:00,7.60187,7.539199,1000.0,-8.2441,,stop,19
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T06:21:00+00:00,2026-06-07T08:44:00+00:00,7.653937,7.746996,1000.0,12.1583,,tp,143
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T06:31:00+00:00,2026-06-07T08:57:00+00:00,7.706005,7.795857,1000.0,11.66,,tp,146
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T08:41:00+00:00,2026-06-07T09:06:00+00:00,7.734041,7.816153,1000.0,10.6169,,tp,25
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T09:01:00+00:00,2026-06-07T09:47:00+00:00,7.81014,7.744773,1000.0,-8.3695,,stop,46
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T11:51:00+00:00,2026-06-07T12:09:00+00:00,7.773092,7.720471,1000.0,-6.7696,,stop,18
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T14:06:00+00:00,2026-06-07T15:17:00+00:00,7.732039,7.681468,1000.0,-6.5404,,stop,71
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T17:06:00+00:00,2026-06-07T18:49:00+00:00,7.769087,7.706198,1000.0,-8.0947,,stop,103
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-07T22:16:00+00:00,2026-06-07T22:26:00+00:00,7.949321,7.84782,1000.0,-12.7685,,stop,10
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T00:31:00+00:00,2026-06-08T01:10:00+00:00,7.988371,7.918921,1000.0,-8.694,,stop,39
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T06:21:00+00:00,2026-06-08T11:15:00+00:00,7.835173,7.925998,1000.0,11.592,,tp,294
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T07:26:00+00:00,2026-06-08T08:47:00+00:00,7.91027,7.854474,1000.0,-7.0536,,stop,81
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T07:51:00+00:00,2026-06-08T08:02:00+00:00,7.942312,7.881338,1000.0,-7.677,,stop,11
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T11:21:00+00:00,2026-06-08T12:03:00+00:00,7.974353,7.908773,1000.0,-8.2239,,stop,42
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T12:46:00+00:00,2026-06-09T00:23:00+00:00,8.003391,7.921365,1000.0,-10.2488,,stop,697
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T15:01:00+00:00,2026-06-08T15:30:00+00:00,8.078488,8.010062,1000.0,-8.4702,,stop,29
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-08T21:11:00+00:00,2026-06-08T21:56:00+00:00,8.117539,8.065754,1000.0,-6.3794,,stop,45
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-09T04:11:00+00:00,2026-06-09T04:28:00+00:00,7.909269,7.859467,1000.0,-6.2967,,stop,17
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-09T04:36:00+00:00,2026-06-09T07:29:00+00:00,7.963339,7.900055,1000.0,-7.9468,,stop,173
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-09T12:06:00+00:00,2026-06-09T13:23:00+00:00,7.929295,7.877327,1000.0,-6.5539,,stop,77
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-09T17:21:00+00:00,2026-06-10T02:26:00+00:00,7.842182,7.738822,1000.0,-13.1799,,stop,545
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-09T19:06:00+00:00,2026-06-09T22:51:00+00:00,7.884236,7.821341,1000.0,-7.9773,,stop,225
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-10T07:06:00+00:00,2026-06-10T08:34:00+00:00,7.752065,7.702039,1000.0,-6.4532,,stop,88
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-10T07:26:00+00:00,2026-06-10T08:06:00+00:00,7.789113,7.736613,1000.0,-6.7401,,stop,40
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-10T12:36:00+00:00,2026-06-10T13:44:00+00:00,7.773092,7.885684,1000.0,14.4849,,tp,68
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-10T13:46:00+00:00,2026-06-10T13:58:00+00:00,7.889243,7.818351,1000.0,-8.9858,,stop,12
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T00:16:00+00:00,2026-06-11T01:41:00+00:00,7.614887,7.69858,1000.0,10.9907,,tp,85
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T01:06:00+00:00,2026-06-11T03:55:00+00:00,7.661948,7.739587,1000.0,10.1332,,tp,169
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T01:21:00+00:00,2026-06-11T03:55:00+00:00,7.675966,7.757011,1000.0,10.5584,,tp,154
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T03:36:00+00:00,2026-06-11T03:55:00+00:00,7.734041,7.802456,1000.0,8.846,,tp,19
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T04:01:00+00:00,2026-06-11T06:01:00+00:00,7.809139,7.750764,1000.0,-7.4752,,stop,120
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T08:26:00+00:00,2026-06-11T09:13:00+00:00,7.828163,7.789024,1000.0,-4.9998,,stop,47
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T10:56:00+00:00,2026-06-11T11:08:00+00:00,7.842182,7.805593,1000.0,-4.6657,,stop,12
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T11:16:00+00:00,2026-06-11T12:22:00+00:00,7.84118,7.80231,1000.0,-4.9572,,stop,66
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T17:31:00+00:00,2026-06-11T18:16:00+00:00,7.822156,7.938108,1000.0,14.8236,,tp,45
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-11T17:51:00+00:00,2026-06-12T01:27:00+00:00,7.927292,7.841085,1000.0,-10.8747,,stop,456
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-12T08:11:00+00:00,2026-06-12T09:21:00+00:00,7.853196,7.905477,1000.0,6.6573,,tp,70
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-12T09:21:00+00:00,2026-06-12T10:25:00+00:00,7.912273,7.865891,1000.0,-5.862,,stop,64
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-12T14:56:00+00:00,2026-06-12T15:38:00+00:00,7.965342,7.884079,1000.0,-10.202,,stop,42
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T00:16:00+00:00,2026-06-13T01:42:00+00:00,7.89525,7.928929,1000.0,4.2657,,tp,86
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T01:11:00+00:00,2026-06-13T03:20:00+00:00,7.914275,7.880161,1000.0,-4.3105,,stop,129
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T06:51:00+00:00,2026-06-13T07:06:00+00:00,7.929295,7.892735,1000.0,-4.6107,,stop,15
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T07:31:00+00:00,2026-06-13T15:38:00+00:00,7.969347,8.020621,1000.0,6.4339,,tp,487
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T11:16:00+00:00,2026-06-13T11:52:00+00:00,7.995381,7.965298,1000.0,-3.7625,,stop,36
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T12:21:00+00:00,2026-06-13T13:31:00+00:00,8.004392,7.976581,1000.0,-3.4745,,stop,70
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T12:56:00+00:00,2026-06-13T13:02:00+00:00,8.021414,7.990014,1000.0,-3.9146,,stop,6
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T15:41:00+00:00,2026-06-13T15:43:00+00:00,8.048449,8.011735,1000.0,-4.5617,,stop,2
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-13T21:46:00+00:00,2026-06-13T22:01:00+00:00,8.040439,8.004876,1000.0,-4.423,,stop,15
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T09:46:00+00:00,2026-06-14T10:50:00+00:00,7.950322,7.913878,1000.0,-4.584,,stop,64
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T16:16:00+00:00,2026-06-14T16:47:00+00:00,7.869217,7.840154,1000.0,-3.6932,,stop,31
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T20:41:00+00:00,2026-06-14T21:02:00+00:00,7.873222,7.842585,1000.0,-3.8913,,stop,21
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T21:21:00+00:00,2026-06-14T21:40:00+00:00,7.992377,8.067875,1000.0,9.4463,,tp,19
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T21:46:00+00:00,2026-06-14T22:07:00+00:00,8.100517,8.03306,1000.0,-8.3274,,stop,21
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-14T23:31:00+00:00,2026-06-15T01:04:00+00:00,8.168605,8.102915,1000.0,-8.0418,,stop,93
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T00:16:00+00:00,2026-06-15T00:38:00+00:00,8.208657,8.147766,1000.0,-7.418,,stop,22
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T02:21:00+00:00,2026-06-15T02:34:00+00:00,8.199646,8.145757,1000.0,-6.5721,,stop,13
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T03:46:00+00:00,2026-06-15T04:04:00+00:00,8.215667,8.176024,1000.0,-4.8253,,stop,18
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T06:26:00+00:00,2026-06-15T06:34:00+00:00,8.231687,8.190454,1000.0,-5.009,,stop,8
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T10:36:00+00:00,2026-06-15T10:54:00+00:00,8.243703,8.285204,1000.0,5.0343,,tp,18
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T11:21:00+00:00,2026-06-15T11:36:00+00:00,8.408917,8.334782,1000.0,-8.8162,,stop,15
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T11:31:00+00:00,2026-06-15T11:35:00+00:00,8.451973,8.36965,1000.0,-9.7401,,stop,4
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T13:21:00+00:00,2026-06-15T13:40:00+00:00,8.500036,8.427066,1000.0,-8.5846,,stop,19
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T15:46:00+00:00,2026-06-15T17:10:00+00:00,8.522064,8.455344,1000.0,-7.8292,,stop,84
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-15T15:56:00+00:00,2026-06-15T16:19:00+00:00,8.570127,8.498921,1000.0,-8.3086,,stop,23
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T06:31:00+00:00,2026-06-16T08:10:00+00:00,8.244704,8.285633,1000.0,4.9643,,tp,99
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T07:36:00+00:00,2026-06-16T08:44:00+00:00,8.293768,8.343479,1000.0,5.9938,,tp,68
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T08:46:00+00:00,2026-06-16T10:13:00+00:00,8.365862,8.320887,1000.0,-5.3759,,stop,87
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T12:21:00+00:00,2026-06-16T12:49:00+00:00,8.422936,8.368328,1000.0,-6.4832,,stop,28
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T17:51:00+00:00,2026-06-16T21:09:00+00:00,8.259724,8.33944,1000.0,9.6512,,tp,198
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-16T20:46:00+00:00,2026-06-16T21:35:00+00:00,8.345836,8.290187,1000.0,-6.6678,,stop,49
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T01:06:00+00:00,2026-06-17T01:17:00+00:00,8.326811,8.277893,1000.0,-5.8748,,stop,11
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T01:51:00+00:00,2026-06-17T07:50:00+00:00,8.349841,8.288623,1000.0,-7.3316,,stop,359
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T04:51:00+00:00,2026-06-17T05:08:00+00:00,8.386889,8.338463,1000.0,-5.774,,stop,17
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T13:16:00+00:00,2026-06-17T14:47:00+00:00,8.184626,8.126619,1000.0,-7.0873,,stop,91
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T13:46:00+00:00,2026-06-17T14:00:00+00:00,8.219672,8.163046,1000.0,-6.8891,,stop,14
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T15:36:00+00:00,2026-06-17T16:28:00+00:00,8.2417,8.354825,1000.0,13.7259,,tp,52
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-17T15:51:00+00:00,2026-06-17T17:08:00+00:00,8.307786,8.233069,1000.0,-8.9936,,stop,77
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T00:06:00+00:00,2026-06-18T00:26:00+00:00,8.12555,8.081316,1000.0,-5.4438,,stop,20
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T07:01:00+00:00,2026-06-18T08:09:00+00:00,7.984366,8.046749,1000.0,7.8131,,tp,68
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T07:26:00+00:00,2026-06-18T10:19:00+00:00,8.028423,7.986456,1000.0,-5.2273,,stop,173
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T07:41:00+00:00,2026-06-18T10:08:00+00:00,8.044444,8.001743,1000.0,-5.3082,,stop,147
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T12:21:00+00:00,2026-06-18T13:38:00+00:00,8.073482,8.018188,1000.0,-6.8489,,stop,77
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T19:36:00+00:00,2026-06-18T20:19:00+00:00,7.897253,7.955469,1000.0,7.3717,,tp,43
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T19:46:00+00:00,2026-06-18T23:53:00+00:00,7.94131,8.00432,1000.0,7.9344,,tp,247
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T20:06:00+00:00,2026-06-19T01:05:00+00:00,7.962338,8.032739,1000.0,8.8417,,tp,299
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T20:36:00+00:00,2026-06-18T21:15:00+00:00,7.996382,7.943898,1000.0,-6.5634,,stop,39
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-18T23:56:00+00:00,2026-06-19T00:01:00+00:00,8.027422,7.990307,1000.0,-4.6236,,stop,5
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T00:36:00+00:00,2026-06-19T01:11:00+00:00,8.036434,7.9936,1000.0,-5.3299,,stop,35
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T01:06:00+00:00,2026-06-19T01:09:00+00:00,8.051453,8.004891,1000.0,-5.7831,,stop,3
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T06:06:00+00:00,2026-06-19T06:36:00+00:00,7.92529,7.87832,1000.0,-5.9265,,stop,30
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T12:56:00+00:00,2026-06-19T23:56:00+00:00,7.859204,7.944291,1000.0,10.8265,,tp,660
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T13:46:00+00:00,2026-06-19T15:03:00+00:00,7.949321,7.883345,1000.0,-8.2996,,stop,77
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T20:51:00+00:00,2026-06-19T21:54:00+00:00,7.917279,7.875742,1000.0,-5.2464,,stop,63
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-19T21:16:00+00:00,2026-06-19T21:25:00+00:00,7.939308,7.898883,1000.0,-5.0917,,stop,9
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T00:01:00+00:00,2026-06-20T00:02:00+00:00,7.971349,7.929313,1000.0,-5.2734,,stop,1
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T04:31:00+00:00,2026-06-20T05:10:00+00:00,7.923287,7.956929,1000.0,4.246,,tp,39
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T05:11:00+00:00,2026-06-20T05:28:00+00:00,8.00239,7.95532,1000.0,-5.882,,stop,17
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T09:56:00+00:00,2026-06-20T10:00:00+00:00,7.98737,7.956299,1000.0,-3.89,,stop,4
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T14:51:00+00:00,2026-06-20T17:35:00+00:00,7.953326,7.892053,1000.0,-7.7041,,stop,164
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T21:16:00+00:00,2026-06-20T21:22:00+00:00,7.938306,7.911865,1000.0,-3.3309,,stop,6
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-20T22:16:00+00:00,2026-06-21T03:04:00+00:00,7.969347,7.929168,1000.0,-5.0416,,stop,288
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-21T06:41:00+00:00,2026-06-21T06:46:00+00:00,7.963339,7.93715,1000.0,-3.2887,,stop,5
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-21T07:36:00+00:00,2026-06-21T07:52:00+00:00,7.971349,7.943438,1000.0,-3.5015,,stop,16
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-21T09:36:00+00:00,2026-06-21T11:17:00+00:00,7.984366,7.945452,1000.0,-4.8738,,stop,101
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-21T10:26:00+00:00,2026-06-21T10:53:00+00:00,8.009399,7.971736,1000.0,-4.7023,,stop,27
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-21T15:01:00+00:00,2026-06-21T16:29:00+00:00,7.972351,7.934594,1000.0,-4.736,,stop,88
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T00:41:00+00:00,2026-06-22T01:26:00+00:00,7.906265,7.985014,1000.0,9.9603,,tp,45
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T01:31:00+00:00,2026-06-22T01:36:00+00:00,8.0104,7.929935,1000.0,-10.0451,,stop,5
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T06:11:00+00:00,2026-06-22T06:22:00+00:00,7.968345,7.929595,1000.0,-4.8631,,stop,11
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T08:46:00+00:00,2026-06-22T08:48:00+00:00,8.022416,7.976033,1000.0,-5.7816,,stop,2
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T11:11:00+00:00,2026-06-22T12:58:00+00:00,8.051453,8.117173,1000.0,8.1625,,tp,107
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-22T13:41:00+00:00,2026-06-22T14:13:00+00:00,8.140569,8.082905,1000.0,-7.0836,,stop,32
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-23T01:11:00+00:00,2026-06-23T01:45:00+00:00,7.908267,7.861748,1000.0,-5.8824,,stop,34
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-23T11:26:00+00:00,2026-06-23T12:50:00+00:00,7.603872,7.564169,1000.0,-5.2215,,stop,84
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-23T14:16:00+00:00,2026-06-23T15:06:00+00:00,7.650933,7.579496,1000.0,-9.3371,,stop,50
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-23T22:06:00+00:00,2026-06-23T22:23:00+00:00,7.628905,7.59673,1000.0,-4.2174,,stop,17
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-23T22:16:00+00:00,2026-06-23T22:22:00+00:00,7.651935,7.619445,1000.0,-4.2459,,stop,6
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T00:11:00+00:00,2026-06-24T00:45:00+00:00,7.664952,7.624027,1000.0,-5.3391,,stop,34
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T05:11:00+00:00,2026-06-24T10:19:00+00:00,7.625901,7.581889,1000.0,-5.7714,,stop,308
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T11:51:00+00:00,2026-06-24T11:57:00+00:00,7.680972,7.62362,1000.0,-7.4668,,stop,6
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T20:06:00+00:00,2026-06-24T22:00:00+00:00,7.333521,7.452392,1000.0,16.2092,,tp,114
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T20:51:00+00:00,2026-06-24T21:11:00+00:00,7.434652,7.363924,1000.0,-9.5133,,stop,20
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-24T21:41:00+00:00,2026-06-24T22:47:00+00:00,7.447669,7.399181,1000.0,-6.5106,,stop,66
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-25T02:31:00+00:00,2026-06-25T02:40:00+00:00,7.433651,7.402872,1000.0,-4.1405,,stop,9
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-25T04:51:00+00:00,2026-06-25T05:02:00+00:00,7.451675,7.488213,1000.0,4.9034,,tp,11
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-25T05:01:00+00:00,2026-06-25T05:24:00+00:00,7.468697,7.524331,1000.0,7.449,,tp,23
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-25T05:11:00+00:00,2026-06-25T09:22:00+00:00,7.522767,7.475893,1000.0,-6.231,,stop,251
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-25T21:31:00+00:00,2026-06-26T01:05:00+00:00,7.244406,7.205597,1000.0,-5.357,,stop,214
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T03:51:00+00:00,2026-06-26T07:39:00+00:00,7.203352,7.324675,1000.0,16.8425,,tp,228
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T06:46:00+00:00,2026-06-26T09:48:00+00:00,7.276447,7.221476,1000.0,-7.5547,,stop,182
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T07:16:00+00:00,2026-06-26T08:18:00+00:00,7.326512,7.269906,1000.0,-7.7262,,stop,62
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T12:31:00+00:00,2026-06-26T12:39:00+00:00,7.198346,7.151751,1000.0,-6.473,,stop,8
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T14:01:00+00:00,2026-06-27T15:10:00+00:00,7.280452,7.438484,1000.0,21.7063,,tp,1509
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-26T15:41:00+00:00,2026-06-27T22:15:00+00:00,7.352546,7.273507,1000.0,-10.7499,,stop,1834
std,0.0025,0.0015,LINKUSDT,F_197,2026-06-27T02:11:00+00:00,2026-06-27T02:54:00+00:00,7.377578,7.406794,1000.0,3.9601,,tp,43
