symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
SOLUSDT,2.0,0.1,8,-61.79995815072746,30,56.67,0.4696551247193947
SOLUSDT,2.0,0.1,12,-137.24311999238537,86,60.47,0.5702142722147888
SOLUSDT,2.0,0.1,20,-340.0479938768401,190,55.26,0.515597918614658
SOLUSDT,2.0,0.2,8,-64.99410815072739,29,55.17,0.4422440853907611
SOLUSDT,2.0,0.2,12,-124.28048787738851,81,60.49,0.5812427529088053
SOLUSDT,2.0,0.2,20,-321.4901649549929,181,55.25,0.5183427945965022
SOLUSDT,2.0,0.3,8,-60.22540613202163,28,57.14,0.46111439661225373
SOLUSDT,2.0,0.3,12,-130.66878787738852,79,59.49,0.5597176771122576
SOLUSDT,2.0,0.3,20,-327.43399118068487,179,54.75,0.5096218025544935
SOLUSDT,2.8,0.1,8,-28.411529124599745,27,62.96,0.6582665322975599
SOLUSDT,2.8,0.1,12,-57.63286065372474,78,66.67,0.7595815017313902
SOLUSDT,2.8,0.1,20,-209.24041816783816,154,58.44,0.5996010589911706
SOLUSDT,2.8,0.2,8,-31.605679124599657,26,61.54,0.6198473415854129
SOLUSDT,2.8,0.2,12,-53.619440167113574,74,66.22,0.7628749375484166
SOLUSDT,2.8,0.2,20,-205.1264831872612,147,57.82,0.5917841646274
SOLUSDT,2.8,0.3,8,-31.605679124599657,26,61.54,0.6198473415854129
SOLUSDT,2.8,0.3,12,-60.00774016711361,72,65.28,0.7346235042671614
SOLUSDT,2.8,0.3,20,-210.81978014053513,145,57.24,0.5804541114051482
SOLUSDT,3.5,0.1,8,-6.005576308492837,19,68.42,0.8747713485046863
SOLUSDT,3.5,0.1,12,-12.338510224876423,62,69.35,0.9280101187686304
SOLUSDT,3.5,0.1,20,-124.5531183326101,129,61.24,0.6943555618246352
SOLUSDT,3.5,0.2,8,-9.19972630849275,18,66.67,0.8081667336223339
SOLUSDT,3.5,0.2,12,-8.325089738265248,58,68.97,0.9472415784867827
SOLUSDT,3.5,0.2,20,-120.43918335203317,122,60.66,0.6891291659342504
SOLUSDT,3.5,0.3,8,-9.19972630849275,18,66.67,0.8081667336223339
SOLUSDT,3.5,0.3,12,-14.713389738265295,56,67.86,0.9067571351055007
SOLUSDT,3.5,0.3,20,-126.82748335203317,120,60.0,0.6726400459154149
