symbol,NOVA_BB_P,NOVA_BB_STD,NOVA_PCT,NOVA_LOOKBACK,NOVA_DURATION,net,trades,win_pct,pf
XLMUSDT,20,2.0,5,50,3,-0.930599398924769,52,46.15,0.6803481737261754
XLMUSDT,20,2.0,5,50,6,0.23773064478256212,13,61.54,1.4546975375339224
XLMUSDT,20,2.0,5,120,3,-3.2485784289316206,85,37.65,0.3918345193910184
XLMUSDT,20,2.0,5,120,6,-1.5847379404184858,38,36.84,0.3689665976660022
XLMUSDT,20,2.0,12,50,3,-4.954490237441821,200,45.5,0.5792332851120339
XLMUSDT,20,2.0,12,50,6,-2.484822516803206,109,46.79,0.6127527275240611
XLMUSDT,20,2.0,12,120,3,-5.961488958646302,270,46.3,0.6110474075712882
XLMUSDT,20,2.0,12,120,6,-4.7126286655621685,183,44.81,0.5632580927823829
XLMUSDT,20,2.0,15,50,3,-5.9046733649363645,309,49.19,0.6613873459141355
XLMUSDT,20,2.0,15,50,6,-3.61549622256349,201,49.25,0.678131696905272
XLMUSDT,20,2.0,15,120,3,-6.6826613451841945,333,47.45,0.6376832280508411
XLMUSDT,20,2.0,15,120,6,-4.721748158880415,242,48.35,0.6456035742272802
XLMUSDT,20,2.0,20,50,3,-7.83006233391639,387,48.84,0.6478210726372338
XLMUSDT,20,2.0,20,50,6,-5.476474012236601,278,48.92,0.6591081412801231
XLMUSDT,20,2.0,20,120,3,-10.814883947433323,465,47.1,0.5997940050034003
XLMUSDT,20,2.0,20,120,6,-7.9330569129205335,357,47.9,0.6144035188216098
XLMUSDT,20,2.5,5,50,3,0.04483265692436793,21,57.14,1.0491417202325584
XLMUSDT,20,2.5,5,50,6,0.320354328955346,5,80.0,3.5479977107429375
XLMUSDT,20,2.5,5,120,3,-1.313991865267695,38,39.47,0.42171879817956565
XLMUSDT,20,2.5,5,120,6,-0.8793359083768924,15,26.67,0.22516453070337095
XLMUSDT,20,2.5,12,50,3,-1.7737798037034467,86,47.67,0.6311202543223584
XLMUSDT,20,2.5,12,50,6,-0.5730263769055239,47,51.06,0.7727703450364999
XLMUSDT,20,2.5,12,120,3,-2.5258109051489774,119,46.22,0.6331462033691128
XLMUSDT,20,2.5,12,120,6,-1.4620127168005799,82,46.34,0.6912492388093252
XLMUSDT,20,2.5,15,50,3,-2.485365035242565,134,50.75,0.6592882409219931
XLMUSDT,20,2.5,15,50,6,-1.358886184666742,93,51.61,0.7221368756948938
XLMUSDT,20,2.5,15,120,3,-1.968703961402216,147,49.66,0.7470974795328618
