symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
GRAMUSDT,20,5,2,20.815529004899545,144,90.97,2.6680154939355116
GRAMUSDT,20,5,7,21.88553512182119,175,90.29,2.325661054949267
GRAMUSDT,20,5,14,21.6468493395616,174,90.23,2.311203266087795
GRAMUSDT,20,7,2,20.987684553722147,145,91.03,2.7107164987174444
GRAMUSDT,20,7,7,18.996726611092125,182,90.66,2.165565652885555
GRAMUSDT,20,7,14,18.758040828832538,181,90.61,2.150920816681435
GRAMUSDT,20,9,2,19.32767094484933,146,89.73,2.3384874520300754
GRAMUSDT,20,9,7,22.245722497486778,187,90.37,2.2942281516850924
GRAMUSDT,20,9,14,22.08309342017898,188,90.43,2.2809131208973423
GRAMUSDT,50,5,2,17.821077172848632,122,90.98,2.802296720078981
GRAMUSDT,50,5,7,22.17490887428222,146,91.1,3.0806018167107476
GRAMUSDT,50,5,14,22.17490887428222,146,91.1,3.0806018167107476
GRAMUSDT,50,7,2,17.594100414729596,122,90.98,2.8181127157018415
GRAMUSDT,50,7,7,19.1083411315652,152,91.45,2.829061985315868
GRAMUSDT,50,7,14,19.1083411315652,152,91.45,2.829061985315868
GRAMUSDT,50,9,2,16.28749817140426,120,89.17,2.3853003323667674
GRAMUSDT,50,9,7,23.600165044750913,152,91.45,3.2482498336123347
GRAMUSDT,50,9,14,23.676221749702698,154,91.56,3.2444391092637717
GRAMUSDT,100,5,2,16.439245938183333,93,90.32,3.1188258528427917
GRAMUSDT,100,5,7,17.3894612483821,112,90.18,2.818424422972778
GRAMUSDT,100,5,14,17.3894612483821,112,90.18,2.818424422972778
GRAMUSDT,100,7,2,16.912167122204707,92,91.3,3.3789013515059865
GRAMUSDT,100,7,7,14.758816717744752,117,91.45,2.6557817596331663
GRAMUSDT,100,7,14,14.758816717744752,117,91.45,2.6557817596331663
GRAMUSDT,100,9,2,16.454665510551337,90,91.11,3.101060199594901
GRAMUSDT,100,9,7,18.608947866630846,116,92.24,3.2753496905756347
GRAMUSDT,100,9,14,18.621121571582634,117,92.31,3.262533124510782
