NOVA_BODY,NOVA_RNG_ATR,NOVA_LB,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T02:45:00+00:00,2026-06-01T04:10:00+00:00,82.757445,82.157644,1000.0,-7.2477,,stop,17
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T09:00:00+00:00,2026-06-01T11:55:00+00:00,81.095287,80.614637,1000.0,-5.927,,stop,35
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T09:20:00+00:00,2026-06-01T10:00:00+00:00,81.355625,80.894611,1000.0,-5.6667,,stop,8
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T11:20:00+00:00,2026-06-01T11:45:00+00:00,81.30556,80.937347,1000.0,-4.5288,,stop,5
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T15:35:00+00:00,2026-06-01T16:05:00+00:00,80.023896,79.376287,1000.0,-8.0927,,stop,6
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T16:50:00+00:00,2026-06-01T17:30:00+00:00,80.124026,80.844506,1000.0,8.9921,,tp,8
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T17:00:00+00:00,2026-06-01T22:50:00+00:00,80.50452,81.224505,1000.0,8.9434,,tp,70
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T17:30:00+00:00,2026-06-01T21:15:00+00:00,80.935079,80.401849,1000.0,-6.5884,,stop,45
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T19:40:00+00:00,2026-06-01T20:00:00+00:00,81.40569,80.960305,1000.0,-5.4712,,stop,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T22:30:00+00:00,2026-06-01T22:35:00+00:00,81.055235,80.591758,1000.0,-5.718,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T22:50:00+00:00,2026-06-02T00:55:00+00:00,81.345612,80.776181,1000.0,-7.0001,,stop,25
0.4,0.6,10,SOLUSDT,F_126,2026-06-01T23:20:00+00:00,2026-06-01T23:25:00+00:00,81.666028,81.10902,1000.0,-6.8206,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T03:00:00+00:00,2026-06-02T05:00:00+00:00,80.885014,80.203471,1000.0,-8.4261,,stop,24
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T03:45:00+00:00,2026-06-02T04:05:00+00:00,81.1053,80.596103,1000.0,-6.2782,,stop,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T07:20:00+00:00,2026-06-02T07:25:00+00:00,79.953805,79.356222,1000.0,-7.4741,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T10:20:00+00:00,2026-06-02T11:10:00+00:00,79.553285,79.067506,1000.0,-6.1063,,stop,10
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T16:15:00+00:00,2026-06-02T17:05:00+00:00,77.360438,76.413828,1000.0,-12.2364,,stop,10
0.4,0.6,10,SOLUSDT,F_126,2026-06-02T21:30:00+00:00,2026-06-02T22:00:00+00:00,76.018696,75.401974,1000.0,-8.1128,,stop,6
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T00:10:00+00:00,2026-06-03T03:25:00+00:00,74.626889,73.679552,1000.0,-12.6943,,stop,39
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T00:20:00+00:00,2026-06-03T01:40:00+00:00,75.19763,74.245271,1000.0,-12.6647,,stop,16
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T04:45:00+00:00,2026-06-03T11:00:00+00:00,73.89594,75.523346,1000.0,22.0229,,tp,75
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T05:05:00+00:00,2026-06-03T14:20:00+00:00,74.727019,73.942198,1000.0,-10.5025,,stop,111
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T06:25:00+00:00,2026-06-03T12:15:00+00:00,75.137552,74.630406,1000.0,-6.7496,,stop,70
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T10:10:00+00:00,2026-06-03T10:15:00+00:00,75.658228,75.121871,1000.0,-7.0892,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T13:20:00+00:00,2026-06-03T13:20:00+00:00,75.467981,74.974673,1000.0,-6.5367,,stop,0
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T17:30:00+00:00,2026-06-03T18:15:00+00:00,73.555498,72.757932,1000.0,-10.843,,stop,9
0.4,0.6,10,SOLUSDT,F_126,2026-06-03T21:35:00+00:00,2026-06-04T00:25:00+00:00,72.303873,71.449439,1000.0,-11.8173,,stop,34
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T02:40:00+00:00,2026-06-04T08:10:00+00:00,70.060961,68.441871,1000.0,-23.1097,,stop,66
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T03:20:00+00:00,2026-06-04T05:05:00+00:00,71.262521,70.121245,1000.0,-16.0151,,stop,21
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T04:15:00+00:00,2026-06-04T04:30:00+00:00,71.813236,71.174874,1000.0,-8.8892,,stop,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T06:10:00+00:00,2026-06-04T07:00:00+00:00,70.821949,70.042204,1000.0,-11.0099,,stop,10
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T11:50:00+00:00,2026-06-04T13:35:00+00:00,68.68918,70.360449,1000.0,24.3309,,tp,21
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T12:25:00+00:00,2026-06-04T21:25:00+00:00,69.259921,68.320988,1000.0,-13.5567,,stop,108
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T12:35:00+00:00,2026-06-04T16:30:00+00:00,69.880727,68.911026,1000.0,-13.8765,,stop,47
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T12:50:00+00:00,2026-06-04T13:15:00+00:00,70.341325,69.329651,1000.0,-14.3824,,stop,5
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T13:40:00+00:00,2026-06-04T14:35:00+00:00,70.541585,69.585292,1000.0,-13.5564,,stop,11
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T18:30:00+00:00,2026-06-04T20:00:00+00:00,69.740545,68.907991,1000.0,-11.9379,,stop,18
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T22:50:00+00:00,2026-06-05T01:00:00+00:00,68.248608,67.539264,1000.0,-10.3935,,stop,26
0.4,0.6,10,SOLUSDT,F_126,2026-06-04T23:05:00+00:00,2026-06-04T23:15:00+00:00,68.869414,68.15641,1000.0,-10.353,,stop,2
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T00:30:00+00:00,2026-06-05T00:50:00+00:00,69.159791,68.537719,1000.0,-8.9947,,stop,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T04:30:00+00:00,2026-06-05T04:45:00+00:00,67.968244,67.048111,1000.0,-13.5377,,stop,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T05:00:00+00:00,2026-06-05T05:35:00+00:00,68.038335,67.056762,1000.0,-14.4268,,stop,7
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T07:35:00+00:00,2026-06-05T13:55:00+00:00,65.965644,64.60726,1000.0,-20.5923,,stop,76
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T09:15:00+00:00,2026-06-05T12:00:00+00:00,66.416229,65.610824,1000.0,-12.1266,,stop,33
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T16:25:00+00:00,2026-06-05T18:25:00+00:00,65.495033,64.134407,1000.0,-20.7745,,stop,24
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T19:50:00+00:00,2026-06-06T04:05:00+00:00,63.692693,62.203152,1000.0,-23.3864,,stop,99
0.4,0.6,10,SOLUSDT,F_126,2026-06-05T21:05:00+00:00,2026-06-05T22:05:00+00:00,64.924292,63.842617,1000.0,-16.6606,,stop,12
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T05:25:00+00:00,2026-06-07T08:35:00+00:00,62.471107,65.109212,1000.0,42.2292,,tp,326
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T06:25:00+00:00,2026-06-06T06:50:00+00:00,63.232095,62.185434,1000.0,-16.5527,,stop,5
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T08:30:00+00:00,2026-06-06T09:45:00+00:00,63.432355,62.823435,1000.0,-9.5995,,stop,15
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T11:05:00+00:00,2026-06-06T15:15:00+00:00,62.210769,61.442219,1000.0,-12.354,,stop,50
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T11:50:00+00:00,2026-06-06T12:30:00+00:00,62.631315,61.993476,1000.0,-10.184,,stop,8
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T12:50:00+00:00,2026-06-06T13:30:00+00:00,63.021822,62.393462,1000.0,-9.9705,,stop,8
0.4,0.6,10,SOLUSDT,F_126,2026-06-06T21:15:00+00:00,2026-06-06T22:00:00+00:00,62.220782,61.740415,1000.0,-7.7204,,stop,9
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T00:35:00+00:00,2026-06-07T00:40:00+00:00,62.621302,62.200336,1000.0,-6.7224,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T01:05:00+00:00,2026-06-07T01:25:00+00:00,62.851601,63.623069,1000.0,12.2744,,tp,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T01:20:00+00:00,2026-06-07T06:25:00+00:00,63.562524,64.652652,1000.0,17.1505,,tp,61
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T03:15:00+00:00,2026-06-07T04:25:00+00:00,63.762784,63.233331,1000.0,-8.3035,,stop,14
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T03:30:00+00:00,2026-06-07T03:40:00+00:00,64.123252,63.551955,1000.0,-8.9094,,stop,2
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T04:40:00+00:00,2026-06-07T06:25:00+00:00,64.003096,64.690318,1000.0,10.7373,,tp,21
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T06:30:00+00:00,2026-06-07T08:55:00+00:00,64.854201,65.76003,1000.0,13.9672,,tp,29
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T08:40:00+00:00,2026-06-07T08:55:00+00:00,65.224682,65.8561,1000.0,9.6807,,tp,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T08:50:00+00:00,2026-06-07T09:35:00+00:00,65.565124,65.053302,1000.0,-7.8063,,stop,9
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T11:40:00+00:00,2026-06-07T12:05:00+00:00,65.074487,64.551889,1000.0,-8.0308,,stop,5
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T14:05:00+00:00,2026-06-07T14:30:00+00:00,64.58385,65.221808,1000.0,9.878,,tp,5
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T14:25:00+00:00,2026-06-07T14:45:00+00:00,65.024422,64.563238,1000.0,-7.0925,,stop,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T15:40:00+00:00,2026-06-07T15:45:00+00:00,65.254721,64.697647,1000.0,-8.5369,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T16:40:00+00:00,2026-06-07T16:55:00+00:00,65.38489,64.886143,1000.0,-7.6279,,stop,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T17:05:00+00:00,2026-06-07T18:50:00+00:00,65.464994,64.963289,1000.0,-7.6637,,stop,21
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T20:15:00+00:00,2026-06-07T22:10:00+00:00,64.363564,65.518279,1000.0,17.9405,,tp,23
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T21:15:00+00:00,2026-06-07T21:30:00+00:00,64.954331,64.440449,1000.0,-7.9114,,stop,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T22:10:00+00:00,2026-06-07T22:10:00+00:00,65.094513,65.888746,1000.0,12.2012,,tp,0
0.4,0.6,10,SOLUSDT,F_126,2026-06-07T22:15:00+00:00,2026-06-07T22:15:00+00:00,67.417529,66.562314,1000.0,-12.6854,,stop,0
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T00:40:00+00:00,2026-06-08T00:45:00+00:00,67.167204,66.47924,1000.0,-10.2426,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T02:15:00+00:00,2026-06-08T04:05:00+00:00,66.536385,65.904883,1000.0,-9.4911,,stop,22
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T06:05:00+00:00,2026-06-08T11:15:00+00:00,65.665254,66.535788,1000.0,13.2571,,tp,62
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T06:20:00+00:00,2026-06-08T11:20:00+00:00,65.795423,66.65152,1000.0,13.0115,,tp,60
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T07:50:00+00:00,2026-06-08T08:00:00+00:00,66.28606,65.76474,1000.0,-7.8647,,stop,2
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T09:20:00+00:00,2026-06-08T11:35:00+00:00,66.135865,66.931598,1000.0,12.0318,,tp,27
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T10:00:00+00:00,2026-06-08T10:20:00+00:00,66.456281,65.93474,1000.0,-7.8479,,stop,4
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T11:20:00+00:00,2026-06-08T12:00:00+00:00,66.806736,66.274752,1000.0,-7.963,,stop,8
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T12:45:00+00:00,2026-06-08T13:30:00+00:00,67.177217,66.452145,1000.0,-10.7934,,stop,9
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T14:35:00+00:00,2026-06-09T00:20:00+00:00,67.097113,66.384986,1000.0,-10.6134,,stop,117
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T15:15:00+00:00,2026-06-08T15:30:00+00:00,67.868114,67.229174,1000.0,-9.4144,,stop,3
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T16:25:00+00:00,2026-06-08T16:30:00+00:00,67.798023,67.196268,1000.0,-8.8757,,stop,1
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T17:55:00+00:00,2026-06-08T22:15:00+00:00,67.357451,66.831885,1000.0,-7.8026,,stop,52
0.4,0.6,10,SOLUSDT,F_126,2026-06-08T18:05:00+00:00,2026-06-08T20:10:00+00:00,67.577737,67.047605,1000.0,-7.8448,,stop,25
