symbol,NOVA_COOLDOWN_S,NOVA_MAX_PER,net,trades,win_pct,pf
SOLUSDT,120.0,2,483.46554311986694,355,38.03,1.0702137538304466
SOLUSDT,120.0,3,122.87185584173925,423,37.12,1.0147167150395766
SOLUSDT,300.0,2,483.46554311986694,355,38.03,1.0702137538304466
SOLUSDT,300.0,3,122.87185584173925,423,37.12,1.0147167150395766
