symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
RENDERUSDT,20,5,2,49.823755696918056,149,93.29,5.153044061915446
RENDERUSDT,20,5,7,62.296436673903976,193,93.78,5.065742366586584
RENDERUSDT,20,5,14,62.86670837955514,192,94.27,5.346761202530615
RENDERUSDT,20,7,2,49.610846283617434,150,93.33,5.135297062271084
RENDERUSDT,20,7,7,63.791986750477925,199,93.97,5.163348612341982
RENDERUSDT,20,7,14,64.42614145612907,199,94.47,5.454584299522903
RENDERUSDT,20,9,2,51.21579913934215,152,94.08,5.733751219949728
RENDERUSDT,20,9,7,67.82587401285231,205,94.63,5.795165029798192
RENDERUSDT,20,9,14,68.4600287185035,205,95.12,6.153087455258202
RENDERUSDT,50,5,2,37.31632862056204,122,93.44,4.715143609167476
RENDERUSDT,50,5,7,50.50120761509398,160,93.75,4.710389373705513
RENDERUSDT,50,5,14,50.56509061509398,161,93.79,4.715082940761711
RENDERUSDT,50,7,2,41.29888412413955,122,94.26,6.219152724537063
RENDERUSDT,50,7,7,57.47726860233213,165,94.55,6.00702687515882
RENDERUSDT,50,7,14,57.60503460233213,167,94.61,6.018156976001948
RENDERUSDT,50,9,2,39.0499386862438,122,94.26,5.404090239169335
RENDERUSDT,50,9,7,56.898614300237796,172,94.77,5.576375863435951
RENDERUSDT,50,9,14,57.0263803002378,174,94.83,5.586652128433942
RENDERUSDT,100,5,2,35.855416792621504,103,94.17,5.630286991740606
RENDERUSDT,100,5,7,47.00433201834922,132,93.94,5.155981552754352
RENDERUSDT,100,5,14,47.365492486800534,134,94.03,5.187914274272059
RENDERUSDT,100,7,2,39.328687766584544,100,95.0,8.00766993533198
RENDERUSDT,100,7,7,53.707640996970675,134,94.78,6.851393092883031
RENDERUSDT,100,7,14,54.13268446542199,137,94.89,6.897701148297555
RENDERUSDT,100,9,2,36.71998615171407,99,94.95,6.592418142717695
RENDERUSDT,100,9,7,52.17438053258761,141,95.04,6.149260241075367
RENDERUSDT,100,9,14,52.30214653258761,143,95.1,6.161869885449588
