symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held,regime
ATOMUSDT,ماكد × صاعد,2021-10-19T12:00:00+00:00,2021-10-27T04:00:00+00:00,34.01398,39.3777257143,20.0,3.1538,,stop,46,صاعد
ATOMUSDT,ماكد × صاعد,2023-02-14T16:00:00+00:00,2023-02-22T08:00:00+00:00,13.414401,13.3689034286,20.0,-0.0678,,stop,46,صاعد
BTCUSDT,ماكد × صاعد,2023-11-28T20:00:00+00:00,2023-12-11T00:00:00+00:00,38152.37426,42962.1034629,20.0,2.5213,,stop,73,صاعد
DOGEUSDT,ماكد × صاعد,2022-12-13T16:00:00+00:00,2022-12-15T16:00:00+00:00,0.09208199,0.0852734169386,20.0,-1.4788,,stop,12,صاعد
DOGEUSDT,ماكد × صاعد,2023-11-27T08:00:00+00:00,2023-11-27T12:00:00+00:00,0.08096088,0.0774315851914,20.0,-0.8719,,stop,1,صاعد
DOGEUSDT,ماكد × صاعد,2023-12-04T08:00:00+00:00,2023-12-04T08:00:00+00:00,0.0905905,0.0864682309286,20.0,-0.9101,,stop,0,صاعد
LINKUSDT,ماكد × صاعد,2021-11-10T16:00:00+00:00,2021-11-10T20:00:00+00:00,38.12809,35.16788691,20.0,-1.5528,,stop,1,صاعد
SHIBUSDT,ماكد × صاعد,2021-11-19T16:00:00+00:00,2021-11-21T08:00:00+00:00,5.179174e-05,4.52000661171e-05,20.0,-2.5455,,stop,10,صاعد
SOLUSDT,ماكد × صاعد,2023-10-30T12:00:00+00:00,2023-11-01T20:00:00+00:00,34.98495,41.958,20.0,3.9863,,stop,14,صاعد
XLMUSDT,ماكد × صاعد,2023-07-19T04:00:00+00:00,2023-07-20T08:00:00+00:00,0.1400399,0.160881814286,20.0,2.9766,,stop,7,صاعد
XLMUSDT,ماكد × صاعد,2023-07-27T00:00:00+00:00,2023-07-30T20:00:00+00:00,0.1558557,0.152789914286,20.0,-0.3934,,stop,23,صاعد
XLMUSDT,ماكد × صاعد,2023-12-25T12:00:00+00:00,2023-12-26T04:00:00+00:00,0.1305304,0.125922208886,20.0,-0.7061,,stop,4,صاعد
