symbol,NOVA_DISP_MIN,net,trades,win_pct,pf
BTCUSDT,1.0,-275.60122275560275,266,34.96,0.8952835718250803
BTCUSDT,1.5,-253.89342686365188,217,34.56,0.8785935250079301
BTCUSDT,1.6,-228.4954942718232,207,34.3,0.8852201645873571
BTCUSDT,2.0,-181.29716886733985,160,35.0,0.8811361974498344
