symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
SOLUSDT,5,100,3,9.902124084963656,37,97.3,17.633722341390296
SOLUSDT,5,100,5,9.902124084963656,37,97.3,17.633722341390296
SOLUSDT,5,100,10,9.902124084963656,37,97.3,17.633722341390296
SOLUSDT,5,200,3,15.077731162936116,47,100.0,inf
SOLUSDT,5,200,5,15.077731162936116,47,100.0,inf
SOLUSDT,5,200,10,15.077731162936116,47,100.0,inf
SOLUSDT,10,100,3,14.105442171059828,92,91.3,2.7955888957111226
SOLUSDT,10,100,5,14.129083443559637,92,91.3,2.7985983728949173
SOLUSDT,10,100,10,14.129083443559637,92,91.3,2.7985983728949173
SOLUSDT,10,200,3,22.19784658300454,114,94.74,4.553204669698348
SOLUSDT,10,200,5,22.22148785550435,114,94.74,4.5569889232532965
SOLUSDT,10,200,10,22.22148785550435,114,94.74,4.5569889232532965
SOLUSDT,15,100,3,29.50515551874211,145,94.48,4.859210505594363
SOLUSDT,15,100,5,29.52879679124192,145,94.48,4.86230273288796
SOLUSDT,15,100,10,28.74275544633886,142,94.37,4.759490225624459
SOLUSDT,15,200,3,39.07164415801235,167,95.81,6.5420125346586735
SOLUSDT,15,200,5,39.09528543051215,167,95.81,6.545365867525837
SOLUSDT,15,200,10,38.46920599739998,165,95.76,6.4565613101346155
