symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
RENDERUSDT,std,MSS,0.0,0,0.0,0.0
RENDERUSDT,std,FVG,927.5528311751673,40,42.5,1.53999282310284
RENDERUSDT,std,SFP,-181.50525086115414,13,30.77,0.7307398731754955
RENDERUSDT,std,MicroBurst,-311.5903248941469,39,28.21,0.8495145266369333
RENDERUSDT,std,RSI,-658.4451219589124,14,14.29,0.40147818773269056
RENDERUSDT,std,MACD,137.259540713617,27,33.33,1.0954316649119196
RENDERUSDT,std,Bollinger,-622.7579211080824,44,25.0,0.7508539512381298
RENDERUSDT,std,EMA,470.13800008802286,9,55.56,2.2670948500880748
RENDERUSDT,std,ADX,179.92071178903387,10,50.0,1.3931816747887686
RENDERUSDT,std,Stochastic,-374.9483144573453,34,26.47,0.795933353422648
RENDERUSDT,std,OBV,-656.1821555090996,45,24.44,0.7326322705729964
RENDERUSDT,std,SuperTrend,0.0,0,0.0,0.0
RENDERUSDT,std,RSI7,-362.9209582029535,11,18.18,0.5489393991554719
RENDERUSDT,std,KAMA,-307.6186831508179,13,23.08,0.5943140104030213
RENDERUSDT,std,ELITE8,400.2779965290416,106,32.08,1.0764884120357436
RENDERUSDT,std,ALL14,-699.5843409522572,156,29.49,0.9123753437232551
RENDERUSDT,dual,MSS,0.0,0,0.0,0.0
RENDERUSDT,dual,FVG,1093.942584893492,62,96.77,9.356057537626945
RENDERUSDT,dual,SFP,180.50019568743264,18,94.44,4.8045522284202935
RENDERUSDT,dual,MicroBurst,901.5509227212203,56,94.64,4.964691589103856
RENDERUSDT,dual,RSI,319.9277083434322,18,94.44,7.002662611655884
RENDERUSDT,dual,MACD,364.06056050799737,37,91.89,2.466113436478579
RENDERUSDT,dual,Bollinger,874.1226614175581,66,96.97,9.676943515212725
RENDERUSDT,dual,EMA,285.6089419413751,12,100.0,inf
RENDERUSDT,dual,ADX,278.6855985814854,12,100.0,inf
RENDERUSDT,dual,Stochastic,372.88692448639426,47,89.36,2.1650868319624217
RENDERUSDT,dual,OBV,889.5821281866682,66,93.94,4.220815934353626
RENDERUSDT,dual,SuperTrend,0.0,0,0.0,0.0
RENDERUSDT,dual,RSI7,233.02579066610494,14,92.86,5.372160224651246
RENDERUSDT,dual,KAMA,266.66436419806666,16,100.0,inf
RENDERUSDT,dual,ELITE8,1877.0118876937026,149,92.62,3.6621519572215013
RENDERUSDT,dual,ALL14,2769.7187797443366,203,94.09,4.4643571861729425
