symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
XLMUSDT,70,2.5,2.0,-31.560306079493945,1403,50.18,0.6804095465849632
XLMUSDT,70,2.5,2.5,-26.92365535065888,1258,50.64,0.6944275073610193
XLMUSDT,70,2.5,3.0,-24.88983533736209,1134,50.79,0.6862213170450899
XLMUSDT,70,3.0,2.0,-32.116381542818814,1309,50.27,0.6561738301213011
XLMUSDT,70,3.0,2.5,-27.461490092417105,1182,50.68,0.6719205263255832
XLMUSDT,70,3.0,3.0,-24.001059537362675,1076,50.74,0.6850107288044774
XLMUSDT,70,4.0,2.0,-25.159220423031925,1044,50.57,0.6633098753488091
XLMUSDT,70,4.0,2.5,-21.078572156522096,962,51.25,0.6878596157869165
XLMUSDT,70,4.0,3.0,-18.401689949327235,883,50.96,0.7000227800354323
XLMUSDT,72,2.5,2.0,-31.560306079493945,1403,50.18,0.6804095465849632
XLMUSDT,72,2.5,2.5,-26.92365535065888,1258,50.64,0.6944275073610193
XLMUSDT,72,2.5,3.0,-24.88983533736209,1134,50.79,0.6862213170450899
XLMUSDT,72,3.0,2.0,-32.116381542818814,1309,50.27,0.6561738301213011
XLMUSDT,72,3.0,2.5,-27.461490092417105,1182,50.68,0.6719205263255832
XLMUSDT,72,3.0,3.0,-24.001059537362675,1076,50.74,0.6850107288044774
XLMUSDT,72,4.0,2.0,-25.159220423031925,1044,50.57,0.6633098753488091
XLMUSDT,72,4.0,2.5,-21.078572156522096,962,51.25,0.6878596157869165
XLMUSDT,72,4.0,3.0,-18.401689949327235,883,50.96,0.7000227800354323
XLMUSDT,75,2.5,2.0,-31.560306079493945,1403,50.18,0.6804095465849632
XLMUSDT,75,2.5,2.5,-26.92365535065888,1258,50.64,0.6944275073610193
XLMUSDT,75,2.5,3.0,-24.88983533736209,1134,50.79,0.6862213170450899
XLMUSDT,75,3.0,2.0,-32.116381542818814,1309,50.27,0.6561738301213011
XLMUSDT,75,3.0,2.5,-27.461490092417105,1182,50.68,0.6719205263255832
XLMUSDT,75,3.0,3.0,-24.001059537362675,1076,50.74,0.6850107288044774
XLMUSDT,75,4.0,2.0,-25.159220423031925,1044,50.57,0.6633098753488091
XLMUSDT,75,4.0,2.5,-21.078572156522096,962,51.25,0.6878596157869165
XLMUSDT,75,4.0,3.0,-18.401689949327235,883,50.96,0.7000227800354323
