symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
ETHUSDT,20,5,2,44.83063935844345,498,88.35,2.2592449351644484
ETHUSDT,20,5,7,51.40576606485763,661,87.44,1.9937019388907673
ETHUSDT,20,5,14,50.036653645078594,662,87.01,1.944939731474259
ETHUSDT,20,7,2,46.655431949508795,505,88.51,2.334254722421536
ETHUSDT,20,7,7,48.63154873489715,689,86.5,1.849852287789899
ETHUSDT,20,7,14,49.122059520920814,693,86.58,1.8594964089292627
ETHUSDT,20,9,2,45.60467186003402,507,87.97,2.234661236115653
ETHUSDT,20,9,7,50.92047471121693,710,86.62,1.8694671263901474
ETHUSDT,20,9,14,49.71313724992761,719,86.51,1.8307183874537059
ETHUSDT,50,5,2,37.34943672174962,428,88.55,2.235020628395003
ETHUSDT,50,5,7,43.04280004517595,564,87.94,2.0242811710378525
ETHUSDT,50,5,14,43.3133064972729,569,87.7,1.9955525304443618
ETHUSDT,50,7,2,38.4004224009242,431,88.86,2.3162715018796796
ETHUSDT,50,7,7,43.8540691193737,584,87.5,1.9905494999742894
ETHUSDT,50,7,14,44.546341461586564,593,87.52,1.977250066136671
ETHUSDT,50,9,2,38.22078143874382,430,88.37,2.2593699729773387
ETHUSDT,50,9,7,45.60525973642739,600,87.5,2.001072546861286
ETHUSDT,50,9,14,47.09958151606443,612,87.75,2.0153115741925265
ETHUSDT,100,5,2,35.68802135479823,381,88.98,2.3570404732998282
ETHUSDT,100,5,7,41.03139934981562,493,88.24,2.1642942445958187
ETHUSDT,100,5,14,41.041322897125546,505,88.12,2.09283850316021
ETHUSDT,100,7,2,37.233612886107124,378,88.89,2.506248890403556
ETHUSDT,100,7,7,39.675609376266905,511,87.28,1.9965582744904615
ETHUSDT,100,7,14,40.634161878982184,524,87.21,1.986796279665419
ETHUSDT,100,9,2,36.082646372245044,374,88.24,2.3881425881509126
ETHUSDT,100,9,7,36.89271547622671,522,86.59,1.852305609658707
ETHUSDT,100,9,14,39.649959497652745,535,86.92,1.918841398119278
