symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
BTCUSDT,std,0.0025,0.0015,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,std,0.0025,0.0045,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,std,0.004,0.0015,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,std,0.004,0.0045,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,std,0.005,0.0015,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,std,0.005,0.0045,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,dual,0.0025,0.0015,327.93202493449417,321,76.64,1.3209899416011015
BTCUSDT,dual,0.0025,0.0045,593.0827391086095,321,76.64,1.5805276072964278
BTCUSDT,dual,0.004,0.0015,343.9881673130342,307,71.99,1.2822322920132672
BTCUSDT,dual,0.004,0.0045,450.8359865742089,307,71.99,1.369897821796617
BTCUSDT,dual,0.005,0.0015,339.8183669022462,299,68.9,1.2567752171120017
BTCUSDT,dual,0.005,0.0045,371.6535143748543,299,68.9,1.2808306470129496
ETHUSDT,std,0.0025,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.0025,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.004,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.004,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.005,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.005,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,dual,0.0025,0.0015,-302.7832051333266,343,73.18,0.8030075984405095
ETHUSDT,dual,0.0025,0.0045,-23.566320072471775,343,73.18,0.984667623869853
ETHUSDT,dual,0.004,0.0015,-350.832616987691,328,68.9,0.8035094780484152
ETHUSDT,dual,0.004,0.0045,-230.78423105793544,328,68.9,0.8707448742704567
ETHUSDT,dual,0.005,0.0015,-453.8937797750732,319,64.26,0.7768875749409294
ETHUSDT,dual,0.005,0.0045,-414.93236894888287,319,64.26,0.7960391369153229
SOLUSDT,std,0.0025,0.0015,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,std,0.0025,0.0045,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,std,0.004,0.0015,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,std,0.004,0.0045,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,std,0.005,0.0015,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,std,0.005,0.0045,-470.1033563908675,290,35.52,0.9203125483921913
SOLUSDT,dual,0.0025,0.0015,1333.195093412468,364,86.26,1.9571106477988194
SOLUSDT,dual,0.0025,0.0045,1577.6100447591432,364,86.26,2.1325779545501193
SOLUSDT,dual,0.004,0.0015,1243.8646598745013,351,82.62,1.7156869750251416
SOLUSDT,dual,0.004,0.0045,1341.217382523189,351,82.62,1.7717011683940003
SOLUSDT,dual,0.005,0.0015,1165.3416296138676,346,79.77,1.6032064163694237
SOLUSDT,dual,0.005,0.0045,1200.2628336342914,346,79.77,1.6212823983794766
XLMUSDT,std,0.0025,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.0025,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.004,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.004,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.005,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.005,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,dual,0.0025,0.0015,1031.3566625117985,296,76.69,1.7885945104085446
XLMUSDT,dual,0.0025,0.0045,1238.2211074442193,296,76.69,1.9467669172994078
