symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
RENDERUSDT,5,100,3,-9.961420015942817,539,65.86,0.7368725566725343
RENDERUSDT,5,100,5,-10.148163989057302,539,65.68,0.7328069093195144
RENDERUSDT,5,100,10,-10.148163989057302,539,65.68,0.7328069093195144
RENDERUSDT,5,200,3,-12.275180545840893,628,65.29,0.7221777785116166
RENDERUSDT,5,200,5,-12.275180545840893,628,65.29,0.7221777785116166
RENDERUSDT,5,200,10,-12.275180545840893,628,65.29,0.7221777785116166
RENDERUSDT,10,100,3,-20.86646680751988,1146,66.4,0.7371239711224467
RENDERUSDT,10,100,5,-20.8009368883161,1147,66.43,0.7379440808113268
RENDERUSDT,10,100,10,-20.8009368883161,1147,66.43,0.7379440808113268
RENDERUSDT,10,200,3,-24.341021386939723,1285,65.76,0.7300074830814557
RENDERUSDT,10,200,5,-24.462235440850428,1286,65.71,0.7290272943757682
RENDERUSDT,10,200,10,-24.526118440850432,1285,65.68,0.7283196505712904
RENDERUSDT,15,100,3,-32.68650619213717,1751,65.85,0.734275800468682
RENDERUSDT,15,100,5,-32.94790657785784,1756,65.83,0.7331336354297056
RENDERUSDT,15,100,10,-32.40227941891707,1728,65.86,0.7331931104515866
RENDERUSDT,15,200,3,-35.396356232501105,1901,65.81,0.7353787528411857
RENDERUSDT,15,200,5,-35.78061759133627,1907,65.76,0.7336527868758761
RENDERUSDT,15,200,10,-35.3170817404612,1880,65.8,0.73348397494249
