symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
LINKUSDT,0.4,0.6,10,419.77551703337696,472,36.02,1.0507626445754286
LINKUSDT,0.4,0.6,20,377.0237725926381,336,35.42,1.065252277678944
LINKUSDT,0.4,0.6,50,617.7485356787441,209,38.28,1.17546717096848
LINKUSDT,0.4,0.8,10,494.550731020019,434,36.41,1.0659123042591576
LINKUSDT,0.4,0.8,20,504.0878283025582,316,36.08,1.0933970586299517
LINKUSDT,0.4,0.8,50,488.94241244273155,199,37.69,1.1443467194765835
LINKUSDT,0.4,1.0,10,166.19328937668183,379,35.88,1.0248773071499904
LINKUSDT,0.4,1.0,20,-27.953626864725468,287,34.49,0.9945614732774447
LINKUSDT,0.4,1.0,50,54.33536264050177,181,35.91,1.016633895577825
LINKUSDT,0.5,0.6,10,859.8256597817336,415,37.35,1.1216980100598046
LINKUSDT,0.5,0.6,20,660.5522257440817,303,36.3,1.1283087451435259
LINKUSDT,0.5,0.6,50,756.4632708026876,187,39.04,1.2457650613169904
LINKUSDT,0.5,0.8,10,909.9561111568258,388,37.37,1.139417020690292
LINKUSDT,0.5,0.8,20,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,0.5,0.8,50,663.1595798860109,179,38.55,1.2243549210811961
LINKUSDT,0.5,1.0,10,400.92906120365154,344,36.63,1.066882233686702
LINKUSDT,0.5,1.0,20,231.5143926645568,260,35.77,1.0501821504627744
LINKUSDT,0.5,1.0,50,268.41781874704276,161,37.27,1.0950553498236335
LINKUSDT,0.6,0.6,10,701.8215314155948,343,37.61,1.1177123725981344
LINKUSDT,0.6,0.6,20,343.7691896657141,255,35.69,1.0775996025273136
LINKUSDT,0.6,0.6,50,355.19321019243495,152,37.5,1.1369836246321472
LINKUSDT,0.6,0.8,10,984.8333335131489,323,38.39,1.181105811294424
LINKUSDT,0.6,0.8,20,390.204844441303,247,35.63,1.091564999476062
LINKUSDT,0.6,0.8,50,475.7211778500092,148,38.51,1.192581214953632
LINKUSDT,0.6,1.0,10,979.1278877645551,289,38.75,1.2012234339558157
LINKUSDT,0.6,1.0,20,612.7649289997668,223,37.67,1.1606822381642186
LINKUSDT,0.6,1.0,50,405.7805913331794,138,38.41,1.1736888463623736
