NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T00:36:00+00:00,2026-06-07T00:49:00+00:00,62.58125,62.166043,1000.0,-6.6347,,stop,13
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T01:06:00+00:00,2026-06-07T01:29:00+00:00,62.741458,63.678568,1000.0,14.9361,,tp,23
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T01:31:00+00:00,2026-06-07T02:28:00+00:00,63.78281,63.062151,1000.0,-11.2986,,stop,57
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T03:21:00+00:00,2026-06-07T04:10:00+00:00,63.963044,63.399089,1000.0,-8.8169,,stop,49
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T06:41:00+00:00,2026-06-07T08:16:00+00:00,64.954331,64.421902,1000.0,-8.197,,stop,95
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T08:41:00+00:00,2026-06-07T08:57:00+00:00,65.054461,65.75173,1000.0,10.7182,,tp,16
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T09:01:00+00:00,2026-06-07T09:34:00+00:00,65.835475,65.249112,1000.0,-8.9065,,stop,33
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T11:51:00+00:00,2026-06-07T12:09:00+00:00,65.154591,64.66185,1000.0,-7.5626,,stop,18
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T14:06:00+00:00,2026-06-07T14:36:00+00:00,64.643928,65.256127,1000.0,9.4703,,tp,30
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T14:26:00+00:00,2026-06-07T14:46:00+00:00,65.074487,64.617518,1000.0,-7.0222,,stop,20
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T16:41:00+00:00,2026-06-07T19:00:00+00:00,65.294773,64.803276,1000.0,-7.5274,,stop,139
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T21:16:00+00:00,2026-06-07T21:35:00+00:00,64.834175,64.313316,1000.0,-8.0337,,stop,19
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T22:11:00+00:00,2026-06-07T22:14:00+00:00,65.124552,66.575035,1000.0,22.2724,,tp,3
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-07T22:16:00+00:00,2026-06-07T22:26:00+00:00,67.067074,66.046816,1000.0,-15.2125,,stop,10
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T00:41:00+00:00,2026-06-08T01:05:00+00:00,66.98697,66.283546,1000.0,-10.5009,,stop,24
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T07:51:00+00:00,2026-06-08T08:02:00+00:00,66.246008,65.730447,1000.0,-7.7825,,stop,11
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T11:21:00+00:00,2026-06-08T12:04:00+00:00,66.716619,66.160498,1000.0,-8.3356,,stop,43
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T12:46:00+00:00,2026-06-09T00:21:00+00:00,67.037035,66.33212,1000.0,-10.5153,,stop,695
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T15:01:00+00:00,2026-06-08T17:00:00+00:00,67.437555,66.794894,1000.0,-9.5297,,stop,119
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T19:06:00+00:00,2026-06-08T19:57:00+00:00,67.707906,67.223259,1000.0,-7.1579,,stop,51
std,0.0025,0.0015,SOLUSDT,F_197,2026-06-08T21:11:00+00:00,2026-06-08T21:59:00+00:00,68.038335,67.479069,1000.0,-8.2199,,stop,48
