symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
SOLUSDT,MSS,3851.479709787305,2877,81.58,1.3464714835303606,2.0404206633993454
SOLUSDT,FVG,3839.896441307848,2532,81.75,1.3966554857348124,-9.542847816057929
SOLUSDT,SFP,3845.939092619975,2871,81.54,1.345977147470632,-3.5001965039309653
SOLUSDT,MicroBurst,3405.1641447199136,2799,81.21,1.3095001325572264,-444.2751444039923
SOLUSDT,RSI,3668.5079198480407,2846,81.38,1.330491314637862,-180.9313692758651
SOLUSDT,MACD,3746.467244054601,2751,81.42,1.3524081716410028,-102.97204506930484
SOLUSDT,Bollinger,3661.6985272016086,2623,81.4,1.3527605588257556,-187.74076192229722
SOLUSDT,EMA,3913.7504617648897,2828,81.79,1.360974179770837,64.31117264098384
SOLUSDT,ADX,3679.9706131944336,2793,81.42,1.3401090107190359,-169.46867592947228
SOLUSDT,Stochastic,3773.4074796912496,2731,81.47,1.3584015442343476,-76.03180943265625
SOLUSDT,OBV,3527.3158942320115,2683,81.48,1.338445128958219,-322.12339489189435
SOLUSDT,SuperTrend,3849.439289123906,2877,81.58,1.3462879313302858,0.0
SOLUSDT,RSI7,3826.3063096877804,2875,81.53,1.343625616326921,-23.132979436125424
SOLUSDT,KAMA,3886.8157817069064,2818,81.58,1.357678411282999,37.37649258300053
