symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
SOLUSDT,std,MSS,-154.2919259316842,12,25.0,0.5369161733869807
SOLUSDT,std,FVG,-3481.92940418332,777,30.12,0.8192880249202675
SOLUSDT,std,SFP,-2386.3906107048106,214,24.77,0.5812700988455701
SOLUSDT,std,MicroBurst,-3012.318048523848,604,30.63,0.7979778245377088
SOLUSDT,std,RSI,-3150.715946538056,290,25.86,0.6559748001630099
SOLUSDT,std,MACD,-3172.4548058009077,501,28.94,0.7556119338260826
SOLUSDT,std,Bollinger,-6053.521091863689,885,27.46,0.7072705292663728
SOLUSDT,std,EMA,-518.4707737761627,215,32.09,0.8923005459672071
SOLUSDT,std,ADX,-1814.349267836639,271,26.57,0.7186212140760672
SOLUSDT,std,Stochastic,-4199.710945527,493,26.37,0.6900405609692944
SOLUSDT,std,OBV,-4621.142718274228,750,29.07,0.7515945647764715
SOLUSDT,std,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,std,RSI7,-2500.954428903267,261,25.67,0.6639825447284985
SOLUSDT,std,KAMA,-708.3229240162639,297,31.99,0.8873661872588643
SOLUSDT,std,ELITE8,-11069.626163466499,1839,28.66,0.7569036250875849
SOLUSDT,std,ALL14,-19140.041926399103,2875,28.14,0.732339941237908
SOLUSDT,dual,MSS,-1.5600654157446878,12,83.33,0.9762232695538897
SOLUSDT,dual,FVG,5570.64971876052,1160,87.41,2.362215805999522
SOLUSDT,dual,SFP,643.4431873644091,247,84.62,1.5883863899607866
SOLUSDT,dual,MicroBurst,4594.0895382879535,841,85.37,2.3278922852122568
SOLUSDT,dual,RSI,1956.3647921395604,375,89.07,2.322519103291645
SOLUSDT,dual,MACD,2308.849390145823,621,84.86,1.848337814992156
SOLUSDT,dual,Bollinger,2966.145884443639,1195,83.35,1.5648393504288833
SOLUSDT,dual,EMA,849.0024316126124,281,84.7,1.721237780171748
SOLUSDT,dual,ADX,638.0016969452067,315,83.49,1.4608798130233465
SOLUSDT,dual,Stochastic,2936.9893304553757,635,86.46,2.2247666071668126
SOLUSDT,dual,OBV,4321.52241528444,1019,85.28,2.0007141467246425
SOLUSDT,dual,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,dual,RSI7,708.1618682026647,319,83.07,1.3880477188703162
SOLUSDT,dual,KAMA,1156.5937895634777,377,83.82,1.7565360553628213
SOLUSDT,dual,ELITE8,9068.8832305562,2441,85.17,1.890445194979975
SOLUSDT,dual,ALL14,12931.814717898917,3517,85.61,1.9035750220189265
