symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
SOLUSDT,dual,ALL14,0.0003,0.0013,3849.439289123906,2877,81.58,1.3462879313302858,0.0
SOLUSDT,dual,ALL14,0.001,0.002,-707.0066528852692,2845,78.17,0.9469027921144886,-4556.445942009175
SOLUSDT,dual,ALL14,0.003,0.004,-13288.912858863703,2801,68.62,0.34820395491707384,-17138.352147987607
