symbol,NOVA_COOLDOWN_S,NOVA_MAX_PER,net,trades,win_pct,pf
RENDERUSDT,120.0,2,-165.9878418604484,98,31.63,0.932099209211088
RENDERUSDT,120.0,3,-417.3544490439821,122,30.33,0.8661610948962661
RENDERUSDT,300.0,2,-165.9878418604484,98,31.63,0.932099209211088
RENDERUSDT,300.0,3,-417.3544490439821,122,30.33,0.8661610948962661
