symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
IMXUSDT,std,MSS,-167.84465996931314,3,0.0,0.0
IMXUSDT,std,FVG,579.8831534178411,151,35.1,1.0734680406228978
IMXUSDT,std,SFP,-779.8155139881632,42,28.57,0.7147165827173214
IMXUSDT,std,MicroBurst,708.3047259271117,136,34.56,1.1034304627332912
IMXUSDT,std,RSI,359.44286496516486,76,34.21,1.0845281526354678
IMXUSDT,std,MACD,1485.185378202831,98,40.82,1.3145450574533424
IMXUSDT,std,Bollinger,-1328.4679846648835,133,29.32,0.8145477450639057
IMXUSDT,std,EMA,-418.01732915288926,34,23.53,0.7883205283191728
IMXUSDT,std,ADX,-858.0656426811422,59,27.12,0.7397709672058042
IMXUSDT,std,Stochastic,-1011.4063638728355,117,28.21,0.8514213740268461
IMXUSDT,std,OBV,3589.132600525565,129,42.64,1.6792047659748872
IMXUSDT,std,SuperTrend,0.0,0,0.0,0.0
IMXUSDT,std,RSI7,-218.5599693497634,65,30.77,0.94111527142598
IMXUSDT,std,KAMA,360.31216013701265,58,34.48,1.1320064255562414
IMXUSDT,std,ELITE8,1391.6374841097374,376,33.24,1.0734898372498374
IMXUSDT,std,ALL14,751.49954495394,579,32.3,1.024889474474204
IMXUSDT,dual,MSS,51.69910224839882,3,100.0,inf
IMXUSDT,dual,FVG,4167.476597163328,235,94.47,5.16769788116645
IMXUSDT,dual,SFP,713.1380485473632,52,90.38,3.5992117000574195
IMXUSDT,dual,MicroBurst,4207.27831760892,203,93.6,5.6993170724785305
IMXUSDT,dual,RSI,1435.9062432676199,105,94.29,4.043855716948037
IMXUSDT,dual,MACD,2006.4580159006769,128,96.09,10.287089495595914
IMXUSDT,dual,Bollinger,1914.0059309233222,181,90.06,2.7210368208737727
IMXUSDT,dual,EMA,1242.8235629921114,45,95.56,12.20726237066599
IMXUSDT,dual,ADX,1245.5521977883295,65,95.38,9.463645798092072
IMXUSDT,dual,Stochastic,2466.2629182396777,171,91.23,3.899857196275653
IMXUSDT,dual,OBV,2870.8904494094168,186,92.47,4.221765103929746
IMXUSDT,dual,SuperTrend,0.0,0,0.0,0.0
IMXUSDT,dual,RSI7,976.7770804143661,87,91.95,2.9351929937521266
IMXUSDT,dual,KAMA,1661.288560659177,84,94.05,8.680205066716065
IMXUSDT,dual,ELITE8,9517.226024071304,548,93.61,5.862072556001858
IMXUSDT,dual,ALL14,12188.643239041163,770,93.38,4.76164063661801
