بلا تركيز$,مع التركيز$,الفرق$,أقوى مناخ
3143.29,702.42,-2440.86,"{'التنقيط التعويضي': 'عرضي', 'انحراف الدخول': 'عرضي', 'كاسرة النطاق': 'صاعد'}"
