symbol,NOVA_LOOKBACK,NOVA_WICK_RATIO,net,trades,win_pct,pf
BTCUSDT,10,0.5,3.3999906883117044,40,92.5,3.6950950136238907
BTCUSDT,10,0.6,2.27281956590423,28,92.86,3.836683545148312
BTCUSDT,10,0.7,0.9077700681748406,13,92.31,2.639271996960687
BTCUSDT,20,0.5,2.3249920101106465,24,95.83,5.198523865183939
BTCUSDT,20,0.6,0.8652634938636083,15,93.33,2.56251265073634
BTCUSDT,20,0.7,0.13149087493564202,9,88.89,1.237449235984659
BTCUSDT,55,0.5,1.0540940978551518,7,100.0,inf
BTCUSDT,55,0.6,0.35482133806963156,5,100.0,inf
BTCUSDT,55,0.7,0.0638830000000004,1,100.0,inf
ETHUSDT,10,0.5,3.153168622234411,33,87.88,2.590151615530975
ETHUSDT,10,0.6,2.5945183715417537,19,89.47,3.8847799726455774
ETHUSDT,10,0.7,0.9826426171195946,8,87.5,2.9138060204548277
ETHUSDT,20,0.5,2.1031256876085025,18,94.44,5.096071687300414
ETHUSDT,20,0.6,1.1843159699765666,11,90.91,3.306587353300286
ETHUSDT,20,0.7,-0.31862172376141984,4,75.0,0.3794486799588036
ETHUSDT,55,0.5,1.5818281689674223,9,100.0,inf
ETHUSDT,55,0.6,1.2875340234151251,6,100.0,inf
ETHUSDT,55,0.7,0.1309447097846527,2,100.0,inf
SOLUSDT,10,0.5,3.7233565449746044,43,90.7,1.7102883081662714
SOLUSDT,10,0.6,3.76745022143584,24,91.67,2.5566867986731605
SOLUSDT,10,0.7,0.7243859045208432,14,85.71,1.299311711750434
SOLUSDT,20,0.5,3.5810225681340033,29,93.1,2.4796560617701577
SOLUSDT,20,0.6,2.0026283283848385,17,88.24,1.8274734630090106
SOLUSDT,20,0.7,-0.5125149673794772,9,77.78,0.7882320304319846
SOLUSDT,55,0.5,0.5422819252297999,12,91.67,1.3200200456149325
SOLUSDT,55,0.6,-0.18668156516721865,6,83.33,0.8898325018394007
SOLUSDT,55,0.7,-0.8249901519348447,4,75.0,0.5131436734827928
XLMUSDT,10,0.5,5.942814073046801,44,88.64,2.719971663311456
XLMUSDT,10,0.6,1.6915058330894146,24,83.33,1.5663686048015144
XLMUSDT,10,0.7,1.5044862823348408,10,90.0,2.060779360860309
XLMUSDT,20,0.5,3.113501896711134,26,96.15,3.1952599972563482
XLMUSDT,20,0.6,1.7888899193601948,16,93.75,2.2613059537926845
XLMUSDT,20,0.7,0.34832514608785736,7,85.71,1.245596207939645
XLMUSDT,55,0.5,1.0244015235408936,12,91.67,1.722282420361867
XLMUSDT,55,0.6,0.6496657934405956,9,88.89,1.4580647050295548
XLMUSDT,55,0.7,-0.2961110504677762,4,75.0,0.7912187737787736
LINKUSDT,10,0.5,6.702233610446728,48,91.67,3.352325413162737
LINKUSDT,10,0.6,5.625726397493114,34,91.18,3.8535740458591885
LINKUSDT,10,0.7,2.6838969876664573,16,93.75,6.260513626427904
LINKUSDT,20,0.5,4.47535764348771,29,93.1,4.866046736064087
LINKUSDT,20,0.6,3.194041888846003,22,90.91,3.7591795344431613
LINKUSDT,20,0.7,0.4860635976358496,11,90.91,1.9526983302355128
LINKUSDT,55,0.5,2.084201602417433,13,100.0,inf
LINKUSDT,55,0.6,1.6499325709276471,9,100.0,inf
LINKUSDT,55,0.7,0.6201382152275121,5,100.0,inf
GRAMUSDT,10,0.5,0.5885018375806518,8,87.5,1.727233279140294
GRAMUSDT,10,0.6,0.22940044062486942,6,83.33,1.283478528049607
GRAMUSDT,10,0.7,0.6402268999493376,3,100.0,inf
GRAMUSDT,20,0.5,0.6877037424437403,4,100.0,inf
GRAMUSDT,20,0.6,0.39248534548795455,3,100.0,inf
GRAMUSDT,20,0.7,0.27118883023134804,2,100.0,inf
GRAMUSDT,55,0.5,0.5664072271871339,3,100.0,inf
GRAMUSDT,55,0.6,0.27118883023134804,2,100.0,inf
GRAMUSDT,55,0.7,0.27118883023134804,2,100.0,inf
RENDERUSDT,10,0.5,5.178624641179292,17,100.0,inf
RENDERUSDT,10,0.6,3.0359303613898323,10,100.0,inf
RENDERUSDT,10,0.7,1.2513109593416187,5,100.0,inf
RENDERUSDT,20,0.5,3.7995595841648298,12,100.0,inf
RENDERUSDT,20,0.6,2.6300426224018945,8,100.0,inf
RENDERUSDT,20,0.7,0.8454232203536808,3,100.0,inf
RENDERUSDT,55,0.5,2.0230134217532365,7,100.0,inf
RENDERUSDT,55,0.6,2.0230134217532365,7,100.0,inf
RENDERUSDT,55,0.7,0.23839401970502294,2,100.0,inf
FILUSDT,10,0.5,10.134098278845611,51,94.12,4.318359971749269
FILUSDT,10,0.6,9.398132189609406,30,100.0,inf
FILUSDT,10,0.7,6.316038937231474,16,100.0,inf
FILUSDT,20,0.5,5.583944270403054,30,93.33,4.046066707341201
FILUSDT,20,0.6,5.157738179398207,19,100.0,inf
FILUSDT,20,0.7,4.47106173000242,11,100.0,inf
FILUSDT,55,0.5,3.6348426988756657,18,88.89,2.982823036066623
FILUSDT,55,0.6,3.709981495032371,10,100.0,inf
FILUSDT,55,0.7,3.5829694396006646,8,100.0,inf
