symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
BTCUSDT,std,ALL14,0.0003,0.0013,-956.580312378079,631,32.96,0.9156347267390454,0.0
BTCUSDT,std,ALL14,0.001,0.002,-1423.1504014926438,631,32.81,0.8776893405462847,-466.5700891145648
BTCUSDT,std,ALL14,0.003,0.004,-4111.21375048805,641,29.8,0.6879763863569439,-3154.6334381099714
