symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
BTCUSDT,MSS,-935.5661214365257,630,33.02,0.9173348595570674,21.014190941553352
BTCUSDT,FVG,-1167.6880008168448,519,31.6,0.8765203987132489,-211.10768843876576
BTCUSDT,SFP,-944.0479384782977,630,33.02,0.9166478870401251,12.532373899781305
BTCUSDT,MicroBurst,-1015.5080072902625,599,32.72,0.9058458563309315,-58.92769491218348
BTCUSDT,RSI,-1325.6709867403695,627,32.38,0.8837357358890799,-369.09067436229043
BTCUSDT,MACD,-1108.1842365587327,597,32.33,0.8975952385603913,-151.60392418065362
BTCUSDT,Bollinger,-1043.0829344142055,584,32.53,0.9014720075379348,-86.50262203612647
BTCUSDT,EMA,-1008.1058044084377,621,32.85,0.9101672067145395,-51.52549203035869
BTCUSDT,ADX,-956.4519548028672,611,32.9,0.9130843410464423,0.12835757521179403
BTCUSDT,Stochastic,-1230.1150905518691,592,32.09,0.8857358103930661,-273.5347781737901
BTCUSDT,OBV,-1608.9037856634777,574,31.36,0.847947736833273,-652.3234732853987
BTCUSDT,SuperTrend,-956.580312378079,631,32.96,0.9156347267390454,0.0
BTCUSDT,RSI7,-1034.2672911050329,631,32.81,0.9089986032061922,-77.68697872695384
BTCUSDT,KAMA,-846.8169932390447,608,33.06,0.9223221793372843,109.76331913903437
