symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
BTCUSDT,2.0,0.1,8,-117.80902124003461,44,20.45,0.19709191794062247
BTCUSDT,2.0,0.1,12,-228.8755437204161,91,20.88,0.25322598737507596
BTCUSDT,2.0,0.1,20,-471.86241251350873,196,24.49,0.26512960650386574
BTCUSDT,2.0,0.2,8,-116.11271637850678,40,17.5,0.16250755866905656
BTCUSDT,2.0,0.2,12,-212.87867938457586,89,22.47,0.2751412179241534
BTCUSDT,2.0,0.2,20,-444.3599606709579,191,25.65,0.2807318802926071
BTCUSDT,2.0,0.3,8,-110.17561634132554,38,18.42,0.16977793207879885
BTCUSDT,2.0,0.3,12,-206.38472189854173,87,22.99,0.28136274903731384
BTCUSDT,2.0,0.3,20,-436.53168023670236,185,25.41,0.2767601441397939
BTCUSDT,2.8,0.1,8,-95.36931786393578,38,21.05,0.21243598556864204
BTCUSDT,2.8,0.1,12,-172.91962438818553,77,23.38,0.3008704996584841
BTCUSDT,2.8,0.1,20,-391.15720327972434,162,23.46,0.26120950445598373
BTCUSDT,2.8,0.2,8,-90.47886300240802,35,20.0,0.19936903379372584
BTCUSDT,2.8,0.2,12,-160.11691005234516,74,24.32,0.3172944600540928
BTCUSDT,2.8,0.2,20,-363.77156674285715,157,24.84,0.2800376475788036
BTCUSDT,2.8,0.3,8,-84.54176296522677,33,21.21,0.2104239319810753
BTCUSDT,2.8,0.3,12,-153.622952566311,72,25.0,0.3263301831303891
BTCUSDT,2.8,0.3,20,-353.4721655837866,151,24.5,0.2765272174830456
BTCUSDT,3.5,0.1,8,-83.23994750656385,30,16.67,0.16242626096891336
BTCUSDT,3.5,0.1,12,-114.30236352611156,61,24.59,0.3619237607773255
BTCUSDT,3.5,0.1,20,-289.65882094406453,134,25.37,0.3023315761306553
BTCUSDT,3.5,0.2,8,-75.15534264503616,28,17.86,0.17680946218324334
BTCUSDT,3.5,0.2,12,-103.0236086645838,60,26.67,0.3977034400290133
BTCUSDT,3.5,0.2,20,-266.5542981397501,130,26.92,0.3256413766676657
BTCUSDT,3.5,0.3,8,-69.21824260785492,26,19.23,0.18910713069875135
BTCUSDT,3.5,0.3,12,-96.52965117854968,58,27.59,0.413398086136553
BTCUSDT,3.5,0.3,20,-269.19844603238795,125,25.6,0.3067836939507785
