symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
FILUSDT,2.0,0.1,8,12.163996981119375,38,63.16,1.1072498117778509
FILUSDT,2.0,0.1,12,-38.50565575524401,92,59.78,0.8660606526951775
FILUSDT,2.0,0.1,20,-152.3393798364967,188,59.04,0.736698192035091
FILUSDT,2.0,0.2,8,17.484337943952816,36,63.89,1.1666715891721855
FILUSDT,2.0,0.2,12,-42.33882123249174,88,59.09,0.8495337392441823
FILUSDT,2.0,0.2,20,-140.28944080265407,182,59.34,0.7479476571984729
FILUSDT,2.0,0.3,8,34.88518375931504,34,67.65,1.3986783211238472
FILUSDT,2.0,0.3,12,-31.660150335085785,82,59.76,0.877169627847819
FILUSDT,2.0,0.3,20,-119.11494343861023,176,60.23,0.7727299323329863
FILUSDT,2.8,0.1,8,-10.765632151309115,34,58.82,0.907926003804821
FILUSDT,2.8,0.1,12,-21.77844629832916,74,59.46,0.9044893926759444
FILUSDT,2.8,0.1,20,-152.29874155051237,149,56.38,0.685780406750734
FILUSDT,2.8,0.2,8,-5.445291188475673,32,59.38,0.9497709528293526
FILUSDT,2.8,0.2,12,-19.770275586813828,70,58.57,0.9109124478515563
FILUSDT,2.8,0.2,20,-148.28818370552148,143,55.94,0.6867530868221741
FILUSDT,2.8,0.3,8,19.178477300456603,29,65.52,1.2288998848345098
FILUSDT,2.8,0.3,12,-12.871496393163742,66,59.09,0.9372931416062726
FILUSDT,2.8,0.3,20,-139.9847863862325,140,56.43,0.693673708264211
FILUSDT,3.5,0.1,8,1.1864649460050591,29,62.07,1.012116165196106
FILUSDT,3.5,0.1,12,-15.475473495424708,59,59.32,0.9141090152809498
FILUSDT,3.5,0.1,20,-141.13121133574842,129,55.04,0.6701929645529757
FILUSDT,3.5,0.2,8,6.5068059088385,27,62.96,1.0727752166030653
FILUSDT,3.5,0.2,12,-22.15046055839602,54,57.41,0.8727527271383863
FILUSDT,3.5,0.2,20,-119.48613933737468,121,55.37,0.696349486750357
FILUSDT,3.5,0.3,8,24.881098039547954,25,68.0,1.350263619832578
FILUSDT,3.5,0.3,12,-15.251681364745949,50,58.0,0.9031141624744488
FILUSDT,3.5,0.3,20,-114.23806837630855,120,55.83,0.7019904807546875
