symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
ATOMUSDT,dual,ALL14,0.0003,0.0013,4343.972662174989,782,89.77,2.2749324065314918,0.0
ATOMUSDT,dual,ALL14,0.001,0.002,3210.198798082336,773,88.75,1.8526776246257017,-1133.7738640926527
ATOMUSDT,dual,ALL14,0.003,0.004,-750.9090996074724,755,83.71,0.8641203276611918,-5094.881761782461
