symbol,engine,window,kind,entry_time,exit_time,entry,exit,pnl,notional,bars_held,buy_px,sell_px,buy_level,sell_level,same_bar
ATOMUSDT,static,اختيار,flatten,2021-11-14 07:38:00+00:00,2021-11-14 16:50:00+00:00,32.324824857142865,31.240933920000003,-4.796402058336407,142.85714285714286,1,32.28285714285715,31.2816,32.28285714285715,32.464285714285715,
ATOMUSDT,static,اختيار,flatten,2021-11-14 03:30:00+00:00,2021-11-14 16:50:00+00:00,32.50648928571429,31.240933920000003,-5.569000509193772,142.85714285714286,1,32.464285714285715,31.2816,32.464285714285715,32.645714285714284,
ATOMUSDT,static,اختيار,flatten,2021-11-14 02:49:00+00:00,2021-11-14 16:50:00+00:00,32.68815371428572,31.240933920000003,-6.333011527593712,142.85714285714286,1,32.645714285714284,31.2816,32.645714285714284,32.82714285714285,
ATOMUSDT,static,اختيار,flatten,2021-11-14 02:01:00+00:00,2021-11-14 16:50:00+00:00,32.86981814285714,31.240933920000003,-7.088577496223242,142.85714285714286,1,32.82714285714285,31.2816,32.82714285714285,33.00857142857143,
ATOMUSDT,static,اختيار,flatten,2021-11-14 00:44:00+00:00,2021-11-14 16:50:00+00:00,33.05148257142857,31.240933920000003,-7.835837667396212,142.85714285714286,1,33.00857142857143,31.2816,33.00857142857143,33.19,
ATOMUSDT,static,اختيار,cycle,2022-11-01 04:25:00+00:00,2022-11-01 04:41:00+00:00,14.211164814285715,14.276559171428572,0.658228639874151,142.85714285714286,1,14.192714285714285,14.295142857142856,14.192714285714285,14.295142857142856,
ATOMUSDT,static,اختيار,cycle,2022-11-01 05:25:00+00:00,2022-11-01 06:48:00+00:00,14.211164814285715,14.276559171428572,0.658228639874151,142.85714285714286,1,14.192714285714285,14.295142857142856,14.192714285714285,14.295142857142856,
ATOMUSDT,static,اختيار,cycle,2022-11-01 13:46:00+00:00,2022-11-01 14:16:00+00:00,13.903479628571429,13.969672928571429,0.6810150414617597,142.85714285714286,1,13.885428571428571,13.987857142857143,13.885428571428571,13.987857142857143,
ATOMUSDT,static,اختيار,cycle,2022-11-01 09:57:00+00:00,2022-11-01 14:35:00+00:00,14.006041357142859,14.071968342857144,0.6733083359473478,142.85714285714286,1,13.987857142857143,14.090285714285715,13.987857142857143,14.090285714285715,
ATOMUSDT,static,اختيار,cycle,2022-11-01 14:47:00+00:00,2022-11-01 15:30:00+00:00,14.006041357142859,14.071968342857144,0.6733083359473478,142.85714285714286,1,13.987857142857143,14.090285714285715,13.987857142857143,14.090285714285715,
ATOMUSDT,static,اختيار,cycle,2022-11-01 08:25:00+00:00,2022-11-01 15:47:00+00:00,14.108603085714288,14.174263757142857,0.6657136773924185,142.85714285714286,1,14.090285714285715,14.192714285714285,14.090285714285715,14.192714285714285,
ATOMUSDT,static,اختيار,cycle,2022-11-01 16:35:00+00:00,2022-11-01 16:46:00+00:00,14.006041357142859,14.071968342857144,0.6733083359473478,142.85714285714286,1,13.987857142857143,14.090285714285715,13.987857142857143,14.090285714285715,
ATOMUSDT,static,اختيار,cycle,2022-11-01 16:15:00+00:00,2022-11-01 18:02:00+00:00,14.108603085714288,14.174263757142857,0.6657136773924185,142.85714285714286,1,14.090285714285715,14.192714285714285,14.090285714285715,14.192714285714285,
ATOMUSDT,static,اختيار,cycle,2022-11-01 19:47:00+00:00,2022-11-01 21:48:00+00:00,14.006041357142859,14.071968342857144,0.6733083359473478,142.85714285714286,1,13.987857142857143,14.090285714285715,13.987857142857143,14.090285714285715,
ATOMUSDT,static,اختيار,cycle,2022-11-01 19:25:00+00:00,2022-11-01 23:22:00+00:00,14.108603085714288,14.174263757142857,0.6657136773924185,142.85714285714286,1,14.090285714285715,14.192714285714285,14.090285714285715,14.192714285714285,
ATOMUSDT,static,اختيار,cycle,2022-11-01 23:35:00+00:00,2022-11-02 00:18:00+00:00,14.108603085714288,14.174263757142857,0.6657136773924185,142.85714285714286,1,14.090285714285715,14.192714285714285,14.090285714285715,14.192714285714285,
ATOMUSDT,static,اختيار,cycle,2022-11-02 02:08:00+00:00,2022-11-02 02:56:00+00:00,13.903479628571429,13.969672928571429,0.6810150414617597,142.85714285714286,1,13.885428571428571,13.987857142857143,13.885428571428571,13.987857142857143,
ATOMUSDT,static,اختيار,cycle,2022-11-02 07:15:00+00:00,2022-11-02 09:00:00+00:00,13.8009179,13.867377514285714,0.6888362919716203,142.85714285714286,1,13.783,13.885428571428571,13.783,13.885428571428571,
ATOMUSDT,static,اختيار,flatten,2022-11-02 09:14:00+00:00,2022-11-02 13:31:00+00:00,13.8009179,13.489780458,-3.22485714285714,142.85714285714286,1,13.783,13.50734,13.783,13.885428571428571,
ATOMUSDT,static,اختيار,flatten,2022-11-02 04:15:00+00:00,2022-11-02 13:31:00+00:00,13.903479628571429,13.489780458,-4.256251883489663,142.85714285714286,1,13.885428571428571,13.50734,13.885428571428571,13.987857142857143,
ATOMUSDT,static,اختيار,flatten,2022-11-02 01:53:00+00:00,2022-11-02 13:31:00+00:00,14.006041357142859,13.489780458,-5.272541481313985,142.85714285714286,1,13.987857142857143,13.50734,13.987857142857143,14.090285714285715,
ATOMUSDT,static,اختيار,flatten,2022-11-02 00:45:00+00:00,2022-11-02 13:31:00+00:00,14.108603085714288,13.489780458,-6.274055354390942,142.85714285714286,1,14.090285714285715,13.50734,14.090285714285715,14.192714285714285,
ATOMUSDT,static,اختيار,flatten,2022-11-01 07:25:00+00:00,2022-11-02 13:31:00+00:00,14.211164814285715,13.489780458,-7.26111341116382,142.85714285714286,1,14.192714285714285,13.50734,14.192714285714285,14.295142857142856,
ATOMUSDT,static,اختيار,flatten,2022-11-01 00:57:00+00:00,2022-11-02 13:31:00+00:00,14.313726542857143,13.489780458,-8.23402639115327,142.85714285714286,1,14.295142857142856,13.50734,14.295142857142856,14.397571428571428,
ATOMUSDT,static,اختيار,flatten,2022-11-01 00:00:00+00:00,2022-11-02 13:31:00+00:00,14.3396173,13.489780458,-8.43234317295576,142.0973775339095,1,14.321,13.50734,14.397571428571428,14.5,
ATOMUSDT,static,اختيار,flatten,2023-03-03 01:20:00+00:00,2023-03-03 01:28:00+00:00,12.171802800000002,11.897393255999999,-3.2248571428571746,142.85714285714286,1,12.156,11.91288,12.156,12.257857142857143,
ATOMUSDT,static,اختيار,flatten,2023-03-03 01:18:00+00:00,2023-03-03 01:28:00+00:00,12.273792357142858,11.897393255999999,-4.38668027670717,142.85714285714286,1,12.257857142857143,11.91288,12.257857142857143,12.359714285714286,
ATOMUSDT,static,اختيار,flatten,2023-03-03 00:39:00+00:00,2023-03-03 01:28:00+00:00,12.375781914285716,11.897393255999999,-5.5293541030273055,142.85714285714286,1,12.359714285714286,11.91288,12.359714285714286,12.461571428571428,
ATOMUSDT,static,اختيار,flatten,2023-03-03 00:00:00+00:00,2023-03-03 01:28:00+00:00,12.477771471428571,11.897393255999999,-6.653348183886147,142.85714285714286,1,12.461571428571428,11.91288,12.461571428571428,12.563428571428572,
ATOMUSDT,static,اختيار,flatten,2023-03-03 00:00:00+00:00,2023-03-03 01:28:00+00:00,12.4812045,11.897393255999999,-6.638443145638149,141.7379241335395,1,12.465,11.91288,12.563428571428572,12.665285714285714,
ATOMUSDT,static,اختيار,flatten,2023-03-03 00:00:00+00:00,2023-03-03 01:28:00+00:00,12.4812045,11.897393255999999,-6.585055257904073,140.59803512413006,1,12.465,11.91288,12.665285714285714,12.767142857142858,
ATOMUSDT,static,اختيار,flatten,2023-03-03 00:00:00+00:00,2023-03-03 01:28:00+00:00,12.4812045,11.897393255999999,-6.532519234642513,139.47633434038266,1,12.465,11.91288,12.767142857142858,12.869,
ATOMUSDT,static,اختيار,flatten,2023-04-19 08:10:00+00:00,2023-04-19 08:13:00+00:00,12.169800200000001,11.895435804,-3.2248571428571555,142.85714285714286,1,12.154,11.910919999999999,12.154,12.24242857142857,
ATOMUSDT,static,اختيار,flatten,2023-04-19 08:02:00+00:00,2023-04-19 08:13:00+00:00,12.258343728571429,11.895435804,-4.234779800593126,142.85714285714286,1,12.24242857142857,11.910919999999999,12.24242857142857,12.330857142857143,
ATOMUSDT,static,اختيار,flatten,2023-04-19 06:18:00+00:00,2023-04-19 08:13:00+00:00,12.346887257142859,11.895435804,-5.230217493197771,142.85714285714286,1,12.330857142857143,11.910919999999999,12.330857142857143,12.419285714285714,
ATOMUSDT,static,اختيار,flatten,2023-04-19 02:06:00+00:00,2023-04-19 08:13:00+00:00,12.435430785714287,11.895435804,-6.211479630922952,142.85714285714286,1,12.419285714285714,11.910919999999999,12.419285714285714,12.507714285714286,
ATOMUSDT,static,اختيار,flatten,2023-04-19 00:32:00+00:00,2023-04-19 08:13:00+00:00,12.523974314285715,11.895435804,-7.1788668739945045,142.85714285714286,1,12.507714285714286,11.910919999999999,12.507714285714286,12.596142857142857,
ATOMUSDT,static,اختيار,flatten,2023-04-19 00:00:00+00:00,2023-04-19 08:13:00+00:00,12.571321500000002,11.895435804,-7.665449695485032,142.39052771256507,1,12.555,11.910919999999999,12.596142857142857,12.684571428571429,
ATOMUSDT,static,اختيار,flatten,2023-04-19 00:00:00+00:00,2023-04-19 08:13:00+00:00,12.571321500000002,11.895435804,-7.612011172177692,141.3978736823137,1,12.555,11.910919999999999,12.684571428571429,12.773,
ATOMUSDT,static,حكم,cycle,2024-04-07 00:00:00+00:00,2024-04-07 01:21:00+00:00,11.113428700000002,11.166464699999999,0.6805769428189736,142.42634226465458,1,11.099,11.181,11.132571428571428,11.181,
ATOMUSDT,static,حكم,cycle,2024-04-07 06:59:00+00:00,2024-04-07 08:49:00+00:00,11.14704377142857,11.166464699999999,0.24921630956046564,142.85714285714286,1,11.132571428571428,11.181,11.132571428571428,11.181,
ATOMUSDT,static,حكم,cycle,2024-04-07 09:38:00+00:00,2024-04-07 10:20:00+00:00,11.098552242857142,11.118099085714285,0.2519280163056924,142.85714285714286,1,11.084142857142856,11.132571428571428,11.084142857142856,11.132571428571428,
ATOMUSDT,static,حكم,cycle,2024-04-07 09:30:00+00:00,2024-04-07 13:01:00+00:00,11.14704377142857,11.166464699999999,0.24921630956046564,142.85714285714286,1,11.132571428571428,11.181,11.132571428571428,11.181,
ATOMUSDT,static,حكم,cycle,2024-04-07 15:50:00+00:00,2024-04-07 16:10:00+00:00,11.098552242857142,11.118099085714285,0.2519280163056924,142.85714285714286,1,11.084142857142856,11.132571428571428,11.084142857142856,11.132571428571428,
ATOMUSDT,static,حكم,cycle,2024-04-07 19:53:00+00:00,2024-04-07 20:18:00+00:00,11.001569185714287,11.021367857142856,0.2574231440050109,142.85714285714286,1,10.987285714285715,11.035714285714285,10.987285714285715,11.035714285714285,
ATOMUSDT,static,حكم,cycle,2024-04-07 22:03:00+00:00,2024-04-07 22:18:00+00:00,10.953077657142858,10.9737156,0.2695233617659507,142.85714285714286,1,10.938857142857144,10.988,10.938857142857144,10.987285714285715,
ATOMUSDT,static,حكم,cycle,2024-04-07 21:57:00+00:00,2024-04-07 23:03:00+00:00,11.001569185714287,11.021367857142856,0.2574231440050109,142.85714285714286,1,10.987285714285715,11.035714285714285,10.987285714285715,11.035714285714285,
ATOMUSDT,static,حكم,cycle,2024-04-07 18:03:00+00:00,2024-04-07 23:40:00+00:00,11.050060714285713,11.06973347142857,0.25466352288487726,142.85714285714286,1,11.035714285714285,11.084142857142856,11.035714285714285,11.084142857142856,
ATOMUSDT,static,حكم,cycle,2024-04-08 00:34:00+00:00,2024-04-08 01:15:00+00:00,11.050060714285713,11.06973347142857,0.25466352288487726,142.85714285714286,1,11.035714285714285,11.084142857142856,11.035714285714285,11.084142857142856,
ATOMUSDT,static,حكم,cycle,2024-04-08 03:09:00+00:00,2024-04-08 03:38:00+00:00,10.953077657142858,10.973002242857143,0.2602071999462672,142.85714285714286,1,10.938857142857144,10.987285714285715,10.938857142857144,10.987285714285715,
ATOMUSDT,static,حكم,cycle,2024-04-08 02:50:00+00:00,2024-04-08 06:04:00+00:00,11.001569185714287,11.021367857142856,0.2574231440050109,142.85714285714286,1,10.987285714285715,11.035714285714285,10.987285714285715,11.035714285714285,
ATOMUSDT,static,حكم,cycle,2024-04-08 01:51:00+00:00,2024-04-08 07:34:00+00:00,11.050060714285713,11.06973347142857,0.25466352288487726,142.85714285714286,1,11.035714285714285,11.084142857142856,11.035714285714285,11.084142857142856,
ATOMUSDT,static,حكم,cycle,2024-04-07 17:41:00+00:00,2024-04-08 07:38:00+00:00,11.098552242857142,11.118099085714285,0.2519280163056924,142.85714285714286,1,11.084142857142856,11.132571428571428,11.084142857142856,11.132571428571428,
ATOMUSDT,static,حكم,cycle,2024-04-07 15:35:00+00:00,2024-04-08 07:49:00+00:00,11.14704377142857,11.166464699999999,0.24921630956046564,142.85714285714286,1,11.132571428571428,11.181,11.132571428571428,11.181,
ATOMUSDT,static,حكم,cycle,2024-09-28 01:21:00+00:00,2024-09-28 02:24:00+00:00,5.118073428571429,5.132604642857143,0.40612672682264833,142.85714285714286,1,5.111428571428571,5.139285714285714,5.111428571428571,5.139285714285714,
ATOMUSDT,static,حكم,cycle,2024-09-28 08:04:00+00:00,2024-09-28 10:30:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-28 06:36:00+00:00,2024-09-28 10:36:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-28 13:04:00+00:00,2024-09-28 14:11:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-28 12:09:00+00:00,2024-09-28 14:26:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-28 20:17:00+00:00,2024-09-29 00:25:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 00:40:00+00:00,2024-09-29 02:07:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-28 15:06:00+00:00,2024-09-29 02:49:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-29 03:02:00+00:00,2024-09-29 04:04:00+00:00,5.033535100000001,5.049141857142858,0.443436770645173,142.83278874840175,1,5.027,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-29 04:20:00+00:00,2024-09-29 04:58:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-29 06:20:00+00:00,2024-09-29 06:29:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 07:22:00+00:00,2024-09-29 09:30:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 10:22:00+00:00,2024-09-29 11:34:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 12:52:00+00:00,2024-09-29 13:42:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 05:37:00+00:00,2024-09-29 14:31:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-28 05:50:00+00:00,2024-09-29 14:46:00+00:00,5.062286714285715,5.0769627857142865,0.414695434545668,142.85714285714286,1,5.055714285714286,5.083571428571429,5.055714285714286,5.083571428571429,
ATOMUSDT,static,حكم,cycle,2024-09-29 14:49:00+00:00,2024-09-29 15:04:00+00:00,5.062286714285715,5.0769627857142865,0.414695434545668,142.85714285714286,1,5.055714285714286,5.083571428571429,5.055714285714286,5.083571428571429,
ATOMUSDT,static,حكم,cycle,2024-09-28 05:16:00+00:00,2024-09-29 16:03:00+00:00,5.0901800714285725,5.104783714285714,0.41038760312327904,142.85714285714286,1,5.083571428571429,5.111428571428571,5.083571428571429,5.111428571428571,
ATOMUSDT,static,حكم,cycle,2024-09-29 16:37:00+00:00,2024-09-29 16:46:00+00:00,5.062286714285715,5.0769627857142865,0.414695434545668,142.85714285714286,1,5.055714285714286,5.083571428571429,5.055714285714286,5.083571428571429,
ATOMUSDT,static,حكم,cycle,2024-09-29 16:18:00+00:00,2024-09-29 19:56:00+00:00,5.0901800714285725,5.104783714285714,0.41038760312327904,142.85714285714286,1,5.083571428571429,5.111428571428571,5.083571428571429,5.111428571428571,
ATOMUSDT,static,حكم,cycle,2024-09-30 00:27:00+00:00,2024-09-30 00:58:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,cycle,2024-09-29 23:07:00+00:00,2024-09-30 01:05:00+00:00,5.034393357142858,5.049141857142858,0.41905100156271086,142.85714285714286,1,5.027857142857143,5.055714285714286,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,cycle,2024-09-30 01:17:00+00:00,2024-09-30 01:31:00+00:00,5.006500000000001,5.021320928571429,0.4234551020408008,142.85714285714286,1,5.0,5.027857142857143,5.0,5.027857142857143,
ATOMUSDT,static,حكم,flatten,2024-09-30 01:45:00+00:00,2024-09-30 03:08:00+00:00,5.006500000000001,4.893630000000001,-3.224857142857144,142.85714285714286,1,5.0,4.9,5.0,5.027857142857143,
ATOMUSDT,static,حكم,flatten,2024-09-30 01:10:00+00:00,2024-09-30 03:08:00+00:00,5.034393357142858,4.893630000000001,-3.9995271243886137,142.85714285714286,1,5.027857142857143,4.9,5.027857142857143,5.055714285714286,
ATOMUSDT,static,حكم,flatten,2024-09-29 22:12:00+00:00,2024-09-30 03:08:00+00:00,5.062286714285715,4.893630000000001,-4.765660194566671,142.85714285714286,1,5.055714285714286,4.9,5.055714285714286,5.083571428571429,
ATOMUSDT,static,حكم,flatten,2024-09-29 20:24:00+00:00,2024-09-30 03:08:00+00:00,5.0901800714285725,4.893630000000001,-5.523396696039672,142.85714285714286,1,5.083571428571429,4.9,5.083571428571429,5.111428571428571,
ATOMUSDT,static,حكم,flatten,2024-09-28 04:56:00+00:00,2024-09-30 03:08:00+00:00,5.118073428571429,4.893630000000001,-6.272873912001903,142.85714285714286,1,5.111428571428571,4.9,5.111428571428571,5.139285714285714,
ATOMUSDT,static,حكم,flatten,2024-09-28 00:00:00+00:00,2024-09-30 03:08:00+00:00,5.145966785714286,4.893630000000001,-7.014226149111475,142.85714285714286,1,5.139285714285714,4.9,5.139285714285714,5.167142857142857,
ATOMUSDT,static,حكم,flatten,2024-09-28 00:00:00+00:00,2024-09-30 03:08:00+00:00,5.147683300000001,4.893630000000001,-7.023867846281443,142.13436549626763,1,5.141,4.9,5.167142857142857,5.195,
ATOMUSDT,static,حكم,cycle,2024-10-28 03:59:00+00:00,2024-10-28 04:08:00+00:00,4.349075028571429,4.359182828571429,0.33244967767399397,142.85714285714286,1,4.343428571428571,4.364857142857143,4.343428571428571,4.364857142857143,
ATOMUSDT,static,حكم,cycle,2024-10-28 05:29:00+00:00,2024-10-28 05:51:00+00:00,4.3276186,4.337782114285714,0.3359395215744674,142.85714285714286,1,4.322,4.343428571428571,4.322,4.343428571428571,
ATOMUSDT,static,حكم,cycle,2024-10-28 04:24:00+00:00,2024-10-28 07:01:00+00:00,4.349075028571429,4.359182828571429,0.33244967767399397,142.85714285714286,1,4.343428571428571,4.364857142857143,4.343428571428571,4.364857142857143,
ATOMUSDT,static,حكم,cycle,2024-10-28 03:45:00+00:00,2024-10-28 07:09:00+00:00,4.3705314571428575,4.380583542857143,0.3289940994398572,142.85714285714283,1,4.364857142857143,4.386285714285714,4.364857142857143,4.386285714285714,
ATOMUSDT,static,حكم,cycle,2024-10-28 03:41:00+00:00,2024-10-28 07:12:00+00:00,4.391987885714286,4.401984257142858,0.3255722846720809,142.85714285714286,1,4.386285714285714,4.407714285714286,4.386285714285714,4.407714285714286,
ATOMUSDT,static,حكم,cycle,2024-10-28 02:59:00+00:00,2024-10-28 08:14:00+00:00,4.413444314285715,4.423384971428572,0.32218374093656754,142.85714285714286,1,4.407714285714286,4.429142857142858,4.407714285714286,4.429142857142858,
ATOMUSDT,static,حكم,cycle,2024-10-28 09:32:00+00:00,2024-10-28 09:51:00+00:00,4.413444314285715,4.423384971428572,0.32218374093656754,142.85714285714286,1,4.407714285714286,4.429142857142858,4.407714285714286,4.429142857142858,
ATOMUSDT,static,حكم,cycle,2024-10-28 01:42:00+00:00,2024-10-28 10:36:00+00:00,4.434900742857144,4.444785685714287,0.3188279853290875,142.85714285714286,1,4.429142857142858,4.450571428571429,4.429142857142858,4.450571428571429,
ATOMUSDT,static,حكم,cycle,2024-10-28 12:08:00+00:00,2024-10-28 12:46:00+00:00,4.434900742857144,4.444785685714287,0.3188279853290875,142.85714285714286,1,4.429142857142858,4.450571428571429,4.429142857142858,4.450571428571429,
ATOMUSDT,static,حكم,cycle,2024-10-28 14:39:00+00:00,2024-10-28 14:46:00+00:00,4.3705314571428575,4.380583542857143,0.3289940994398572,142.85714285714283,1,4.364857142857143,4.386285714285714,4.364857142857143,4.386285714285714,
ATOMUSDT,static,حكم,cycle,2024-10-28 15:59:00+00:00,2024-10-28 16:45:00+00:00,4.3276186,4.337782114285714,0.3359395215744674,142.85714285714286,1,4.322,4.343428571428571,4.322,4.343428571428571,
ATOMUSDT,static,حكم,cycle,2024-10-28 16:50:00+00:00,2024-10-28 17:32:00+00:00,4.3276186,4.337782114285714,0.3359395215744674,142.85714285714286,1,4.322,4.343428571428571,4.322,4.343428571428571,
ATOMUSDT,static,حكم,cycle,2024-10-28 17:47:00+00:00,2024-10-28 18:10:00+00:00,4.3276186,4.337782114285714,0.3359395215744674,142.85714285714286,1,4.322,4.343428571428571,4.322,4.343428571428571,
ATOMUSDT,static,حكم,cycle,2024-10-28 18:24:00+00:00,2024-10-28 18:58:00+00:00,4.3276186,4.337782114285714,0.3359395215744674,142.85714285714286,1,4.322,4.343428571428571,4.322,4.343428571428571,
ATOMUSDT,static,حكم,cycle,2024-10-28 15:05:00+00:00,2024-10-28 19:06:00+00:00,4.349075028571429,4.359182828571429,0.33244967767399397,142.85714285714286,1,4.343428571428571,4.364857142857143,4.343428571428571,4.364857142857143,
ATOMUSDT,static,حكم,cycle,2024-10-28 15:01:00+00:00,2024-10-28 19:24:00+00:00,4.3705314571428575,4.380583542857143,0.3289940994398572,142.85714285714283,1,4.364857142857143,4.386285714285714,4.364857142857143,4.386285714285714,
ATOMUSDT,static,حكم,cycle,2024-10-28 19:35:00+00:00,2024-10-28 19:42:00+00:00,4.3705314571428575,4.380583542857143,0.3289940994398572,142.85714285714283,1,4.364857142857143,4.386285714285714,4.364857142857143,4.386285714285714,
ATOMUSDT,static,حكم,cycle,2024-10-28 14:19:00+00:00,2024-10-28 21:19:00+00:00,4.391987885714286,4.401984257142858,0.3255722846720809,142.85714285714286,1,4.386285714285714,4.407714285714286,4.386285714285714,4.407714285714286,
ATOMUSDT,static,حكم,cycle,2024-10-28 14:00:00+00:00,2024-10-28 21:42:00+00:00,4.413444314285715,4.423384971428572,0.32218374093656754,142.85714285714286,1,4.407714285714286,4.429142857142858,4.407714285714286,4.429142857142858,
ATOMUSDT,static,حكم,cycle,2024-10-28 13:05:00+00:00,2024-10-28 21:54:00+00:00,4.434900742857144,4.444785685714287,0.3188279853290875,142.85714285714286,1,4.429142857142858,4.450571428571429,4.429142857142858,4.450571428571429,
ATOMUSDT,static,حكم,cycle,2024-10-28 00:43:00+00:00,2024-10-28 22:01:00+00:00,4.456357171428572,4.466186400000001,0.3155045442456287,142.85714285714286,1,4.450571428571429,4.472,4.450571428571429,4.472,
ATOMUSDT,static,حكم,cycle,2024-10-29 00:03:00+00:00,2024-10-29 00:55:00+00:00,4.456357171428572,4.466186400000001,0.3155045442456287,142.85714285714286,1,4.450571428571429,4.472,4.450571428571429,4.472,
ATOMUSDT,static,حكم,cycle,2024-12-26 00:00:00+00:00,2024-12-26 00:17:00+00:00,6.954028500000001,7.0003163142857145,0.9494546743869777,142.45569412536923,1,6.945,7.009428571428572,6.964571428571428,7.009428571428572,
