symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
XLMUSDT,5,100,3,-55.918355139931066,1868,47.27,0.5378842132629957
XLMUSDT,5,100,5,-61.305081494357054,1992,46.44,0.5252084099363751
XLMUSDT,5,100,10,-62.44412665057004,2012,46.17,0.521554322190472
XLMUSDT,5,200,3,-63.46504864074122,2361,48.79,0.5710949148254789
XLMUSDT,5,200,5,-69.20142482964296,2509,48.11,0.5599691818691568
XLMUSDT,5,200,10,-70.61165759275855,2532,47.83,0.5557079229269302
XLMUSDT,10,100,3,-113.97045732557353,3534,47.59,0.5180229033452108
XLMUSDT,10,100,5,-124.82093926086509,3758,46.67,0.5048984605866697
XLMUSDT,10,100,10,-125.18321929714448,3765,46.53,0.5039229290879828
XLMUSDT,10,200,3,-125.82708572508622,4220,48.63,0.5414135422682204
XLMUSDT,10,200,5,-136.79556216023647,4482,47.84,0.5306067272144552
XLMUSDT,10,200,10,-137.30257988540492,4493,47.72,0.529685204939322
XLMUSDT,15,100,3,-159.62284267628522,5178,48.53,0.5338333426524933
XLMUSDT,15,100,5,-173.45925841863166,5497,47.7,0.5233360263539364
XLMUSDT,15,100,10,-170.94450520068386,5415,47.7,0.521925390561315
XLMUSDT,15,200,3,-175.91105861080933,5970,49.13,0.5469963432671824
XLMUSDT,15,200,5,-189.8666640690646,6331,48.41,0.5385143157632244
XLMUSDT,15,200,10,-187.2540143982334,6272,48.44,0.5392516234053962
