symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
LINKUSDT,2.0,0.1,8,18.259307478973515,1,100.0,inf
LINKUSDT,2.0,0.1,12,26.427340388266284,2,100.0,inf
LINKUSDT,2.0,0.1,20,77.85687705366371,14,92.86,4.654327788190279
LINKUSDT,2.0,0.2,8,18.259307478973515,1,100.0,inf
LINKUSDT,2.0,0.2,12,26.427340388266284,2,100.0,inf
LINKUSDT,2.0,0.2,20,72.43740385835298,13,92.31,4.399956790477054
LINKUSDT,2.0,0.3,8,18.259307478973515,1,100.0,inf
LINKUSDT,2.0,0.3,12,26.427340388266284,2,100.0,inf
LINKUSDT,2.0,0.3,20,72.43740385835298,13,92.31,4.399956790477054
LINKUSDT,2.8,0.1,8,24.044460186173335,1,100.0,inf
LINKUSDT,2.8,0.1,12,32.2124930954661,2,100.0,inf
LINKUSDT,2.8,0.1,20,65.34203303631139,10,90.0,4.066925056560609
LINKUSDT,2.8,0.2,8,24.044460186173335,1,100.0,inf
LINKUSDT,2.8,0.2,12,32.2124930954661,2,100.0,inf
LINKUSDT,2.8,0.2,20,65.34203303631139,10,90.0,4.066925056560609
LINKUSDT,2.8,0.3,8,24.044460186173335,1,100.0,inf
LINKUSDT,2.8,0.3,12,32.2124930954661,2,100.0,inf
LINKUSDT,2.8,0.3,20,65.34203303631139,10,90.0,4.066925056560609
LINKUSDT,3.5,0.1,8,0.0,0,0.0,0.0
LINKUSDT,3.5,0.1,12,8.16803290929277,1,100.0,inf
LINKUSDT,3.5,0.1,20,35.96370186632848,7,100.0,inf
LINKUSDT,3.5,0.2,8,0.0,0,0.0,0.0
LINKUSDT,3.5,0.2,12,8.16803290929277,1,100.0,inf
LINKUSDT,3.5,0.2,20,35.96370186632848,7,100.0,inf
LINKUSDT,3.5,0.3,8,0.0,0,0.0,0.0
LINKUSDT,3.5,0.3,12,8.16803290929277,1,100.0,inf
LINKUSDT,3.5,0.3,20,35.96370186632848,7,100.0,inf
