symbol,NOVA_DISP_MIN,net,trades,win_pct,pf
FILUSDT,1.0,-590.370324463145,254,32.68,0.878269553357241
FILUSDT,1.5,-346.09799595657194,173,31.21,0.8952786662866228
FILUSDT,1.6,-649.9264569318833,159,29.56,0.7940301663162032
FILUSDT,2.0,-657.1030166660584,90,27.78,0.6542375682084427
