symbol,NOVA_COOLDOWN_S,NOVA_MAX_PER,net,trades,win_pct,pf
BTCUSDT,120.0,2,-368.671622007217,366,35.79,0.9012567669585979
BTCUSDT,120.0,3,-531.432745744712,407,34.89,0.8732441577904145
BTCUSDT,300.0,2,-368.671622007217,366,35.79,0.9012567669585979
BTCUSDT,300.0,3,-531.432745744712,407,34.89,0.8732441577904145
