symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
LINKUSDT,8,20,1.0,-0.355436141590432,10,80.0,0.788595084313555
LINKUSDT,8,20,1.2,-0.3290553480723949,7,85.71,0.5956861045806442
LINKUSDT,8,20,1.5,0.3557623357352635,4,100.0,inf
LINKUSDT,8,21,1.0,-0.4193191415904314,9,77.78,0.7505990038689302
LINKUSDT,8,21,1.2,-0.3929383480723943,6,83.33,0.5171923656629228
LINKUSDT,8,21,1.5,0.3557623357352635,4,100.0,inf
LINKUSDT,9,20,1.0,-0.2603335777403426,11,81.82,0.8451598146258146
LINKUSDT,9,20,1.2,-0.23395278422230548,8,87.5,0.7125396621351564
LINKUSDT,9,20,1.5,0.3557623357352635,4,100.0,inf
LINKUSDT,9,21,1.0,-0.32421657774034196,10,80.0,0.8071637341811898
LINKUSDT,9,21,1.2,-0.2978357842223049,7,85.71,0.634045923217435
LINKUSDT,9,21,1.5,0.3557623357352635,4,100.0,inf
GRAMUSDT,8,20,1.0,1.227453054463631,4,100.0,inf
GRAMUSDT,8,20,1.2,0.26999209506489175,1,100.0,inf
GRAMUSDT,8,20,1.5,0.26999209506489175,1,100.0,inf
GRAMUSDT,8,21,1.0,1.1879142918002432,4,100.0,inf
GRAMUSDT,8,21,1.2,0.26999209506489175,1,100.0,inf
GRAMUSDT,8,21,1.5,0.26999209506489175,1,100.0,inf
GRAMUSDT,9,20,1.0,1.2913360544636294,5,100.0,inf
GRAMUSDT,9,20,1.2,0.26999209506489175,1,100.0,inf
GRAMUSDT,9,20,1.5,0.26999209506489175,1,100.0,inf
GRAMUSDT,9,21,1.0,1.1879142918002432,4,100.0,inf
GRAMUSDT,9,21,1.2,0.26999209506489175,1,100.0,inf
GRAMUSDT,9,21,1.5,0.26999209506489175,1,100.0,inf
RENDERUSDT,8,20,1.0,2.3216461753542657,4,100.0,inf
RENDERUSDT,8,20,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,20,1.5,0.0,0,0.0,0.0
RENDERUSDT,8,21,1.0,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,21,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,21,1.5,0.0,0,0.0,0.0
RENDERUSDT,9,20,1.0,2.3216461753542657,4,100.0,inf
RENDERUSDT,9,20,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,9,20,1.5,0.0,0,0.0,0.0
RENDERUSDT,9,21,1.0,0.12776599999999816,2,100.0,inf
RENDERUSDT,9,21,1.2,0.12776599999999816,2,100.0,inf
RENDERUSDT,9,21,1.5,0.0,0,0.0,0.0
FILUSDT,8,20,1.0,2.066460107578309,8,100.0,inf
FILUSDT,8,20,1.2,1.0810949077243048,5,100.0,inf
FILUSDT,8,20,1.5,0.0,0,0.0,0.0
FILUSDT,8,21,1.0,1.0649143823013758,5,100.0,inf
FILUSDT,8,21,1.2,0.339513492470509,3,100.0,inf
FILUSDT,8,21,1.5,0.0,0,0.0,0.0
FILUSDT,9,20,1.0,1.7142917608013406,7,100.0,inf
FILUSDT,9,20,1.2,1.0810949077243048,5,100.0,inf
FILUSDT,9,20,1.5,0.0,0,0.0,0.0
FILUSDT,9,21,1.0,-0.8646478773704822,4,75.0,0.4287138136872287
FILUSDT,9,21,1.2,-1.2378804204243805,3,66.67,0.18211331687282703
FILUSDT,9,21,1.5,0.0,0,0.0,0.0
