symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
BTCUSDT,8,20,1.0,-0.03859858502192409,17,76.47,0.9822313001601699
BTCUSDT,8,20,1.2,0.8193657032965782,9,77.78,1.9638040152721576
BTCUSDT,8,20,1.5,0.12177845062815962,4,75.0,1.2844873865792412
BTCUSDT,8,21,1.0,-0.03859858502192409,17,76.47,0.9822313001601699
BTCUSDT,8,21,1.2,0.8193657032965782,9,77.78,1.9638040152721576
BTCUSDT,8,21,1.5,0.12177845062815962,4,75.0,1.2844873865792412
BTCUSDT,9,20,1.0,0.02528441497807471,18,77.78,1.0116395764278907
BTCUSDT,9,20,1.2,0.883248703296577,10,80.0,2.038948351506773
BTCUSDT,9,20,1.5,0.12177845062815962,4,75.0,1.2844873865792412
BTCUSDT,9,21,1.0,0.08916741497807418,19,78.95,1.0410478526956113
BTCUSDT,9,21,1.2,0.9471317032965763,11,81.82,2.114092687741389
BTCUSDT,9,21,1.5,0.12177845062815962,4,75.0,1.2844873865792412
ETHUSDT,8,20,1.0,1.2522969338376362,11,90.91,3.084624818809763
ETHUSDT,8,20,1.2,1.0218074772506291,9,88.89,2.700942619570627
ETHUSDT,8,20,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,8,21,1.0,1.563031115856083,12,91.67,3.6018856779441424
ETHUSDT,8,21,1.2,1.332541659269076,10,90.0,3.2182034787050062
ETHUSDT,8,21,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,9,20,1.0,1.563031115856083,12,91.67,3.6018856779441424
ETHUSDT,9,20,1.2,1.332541659269076,10,90.0,3.2182034787050062
ETHUSDT,9,20,1.5,0.175817341274551,6,83.33,1.2926727545957517
ETHUSDT,9,21,1.0,1.6001580582887094,12,91.67,3.663688708479717
ETHUSDT,9,21,1.2,1.3696686017017023,10,90.0,3.280006509240581
ETHUSDT,9,21,1.5,0.175817341274551,6,83.33,1.2926727545957517
SOLUSDT,8,20,1.0,3.89101832062018,14,92.86,6.468952386141359
SOLUSDT,8,20,1.2,2.4393186572558445,10,90.0,4.428541449024114
SOLUSDT,8,20,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,8,21,1.0,3.504506467019045,13,92.31,5.925697446214237
SOLUSDT,8,21,1.2,2.0528068036547094,9,88.89,3.885286509096992
SOLUSDT,8,21,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,9,20,1.0,3.804800729182574,14,92.86,6.347770766429812
SOLUSDT,9,20,1.2,2.3531010658182385,10,90.0,4.307359829312567
SOLUSDT,9,20,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,9,21,1.0,3.804800729182574,14,92.86,6.347770766429812
SOLUSDT,9,21,1.2,2.3531010658182385,10,90.0,4.307359829312567
SOLUSDT,9,21,1.5,1.1806559254359823,6,83.33,2.6594501769387433
XLMUSDT,8,20,1.0,1.0435463888673184,14,78.57,1.512945520017871
XLMUSDT,8,20,1.2,-0.00667927181723281,10,80.0,0.9947921794586647
XLMUSDT,8,20,1.5,-0.3321907781279311,5,80.0,0.4827579872974895
XLMUSDT,8,21,1.0,1.6931734970332566,16,81.25,1.8322636819805302
XLMUSDT,8,21,1.2,0.3540772930355538,11,81.82,1.276073657480658
XLMUSDT,8,21,1.5,0.028565786724855727,6,83.33,1.0444787332847176
XLMUSDT,9,20,1.0,1.33241693218047,15,80.0,1.6549371484096291
XLMUSDT,9,20,1.2,-0.00667927181723281,10,80.0,0.9947921794586647
XLMUSDT,9,20,1.5,-0.3321907781279311,5,80.0,0.4827579872974895
XLMUSDT,9,21,1.0,1.6931734970332566,16,81.25,1.8322636819805302
XLMUSDT,9,21,1.2,0.3540772930355538,11,81.82,1.276073657480658
XLMUSDT,9,21,1.5,0.028565786724855727,6,83.33,1.0444787332847176
