symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
BTCUSDT,std,0.0025,0.0015,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,std,0.0025,0.0045,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,std,0.004,0.0015,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,std,0.004,0.0045,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,std,0.005,0.0015,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,std,0.005,0.0045,416.24703342457934,73,45.21,1.3372164206560644
BTCUSDT,dual,0.0025,0.0015,659.9569631856708,98,89.8,3.457600495176668
BTCUSDT,dual,0.0025,0.0045,720.1944178951732,98,89.8,3.6819175442879537
BTCUSDT,dual,0.004,0.0015,731.5647507237572,94,88.3,3.37085036428224
BTCUSDT,dual,0.004,0.0045,753.558658523221,94,88.3,3.442128079982403
BTCUSDT,dual,0.005,0.0015,782.1070705984267,92,88.04,3.534647591209836
BTCUSDT,dual,0.005,0.0045,787.5350683963475,92,88.04,3.5522386117501124
