symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
BTCUSDT,8,20,1.0,-19.060365331069455,466,27.25,0.3135061410240047
BTCUSDT,8,20,1.2,-12.93625990010162,335,28.36,0.32637755315909667
BTCUSDT,8,20,1.5,-8.748312593532358,203,27.59,0.29477487691410836
BTCUSDT,8,21,1.0,-18.31101100823832,451,27.49,0.3173594850568847
BTCUSDT,8,21,1.2,-12.445762646777814,326,28.83,0.33265404231698426
BTCUSDT,8,21,1.5,-8.396220119529353,198,28.28,0.3033859176299627
BTCUSDT,9,20,1.0,-19.733742714943432,481,27.03,0.31072784681242377
BTCUSDT,9,20,1.2,-13.547299996792843,345,27.83,0.31851009577401046
BTCUSDT,9,20,1.5,-8.880442241129206,209,27.75,0.298814019664588
BTCUSDT,9,21,1.0,-19.28364619560007,468,27.14,0.31100507922460874
BTCUSDT,9,21,1.2,-13.042123400268316,334,28.44,0.32458823798239544
BTCUSDT,9,21,1.5,-8.520076500398654,202,28.22,0.3039516981618689
