symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
RENDERUSDT,8,20,1.0,2.3216461753542657,4,100.0,inf
RENDERUSDT,8,20,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,20,1.5,0.0,0,0.0,0.0
RENDERUSDT,8,21,1.0,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,21,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,8,21,1.5,0.0,0,0.0,0.0
RENDERUSDT,9,20,1.0,2.3216461753542657,4,100.0,inf
RENDERUSDT,9,20,1.2,0.7487285089655491,2,100.0,inf
RENDERUSDT,9,20,1.5,0.0,0,0.0,0.0
RENDERUSDT,9,21,1.0,0.12776599999999816,2,100.0,inf
RENDERUSDT,9,21,1.2,0.12776599999999816,2,100.0,inf
RENDERUSDT,9,21,1.5,0.0,0,0.0,0.0
