symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
BTCUSDT,0.4,0.6,10,-20.669198354636436,444,36.04,0.9951911111476627
BTCUSDT,0.4,0.6,20,-293.2275115262424,296,36.15,0.9013174563809352
BTCUSDT,0.4,0.6,50,-373.6988864481199,183,31.15,0.8135997610330923
BTCUSDT,0.4,0.8,10,-21.008792141929533,429,35.9,0.9948999878717224
BTCUSDT,0.4,0.8,20,-239.93828431505062,294,36.39,0.9178045800063096
BTCUSDT,0.4,0.8,50,-347.18001319862475,182,31.32,0.824505962836546
BTCUSDT,0.4,1.0,10,64.4622052106107,394,36.29,1.0173034836702868
BTCUSDT,0.4,1.0,20,-251.3048797430551,281,35.59,0.9090484019497368
BTCUSDT,0.4,1.0,50,-210.90787385931674,170,32.35,0.8825225462902241
BTCUSDT,0.5,0.6,10,19.268035708145515,413,35.84,1.0048214655050514
BTCUSDT,0.5,0.6,20,-262.48961496413193,278,35.97,0.9053352638168743
BTCUSDT,0.5,0.6,50,-331.0523330224606,175,31.43,0.8248201224013826
BTCUSDT,0.5,0.8,10,125.66218620819798,398,36.43,1.0332356750396996
BTCUSDT,0.5,0.8,20,-208.61025419074542,276,36.23,0.92327557131148
BTCUSDT,0.5,0.8,50,-304.5334597729654,174,31.61,0.8365593463838769
BTCUSDT,0.5,1.0,10,-13.59690331354398,371,35.31,0.9961641198243925
BTCUSDT,0.5,1.0,20,-275.60122275560275,266,34.96,0.8952835718250803
BTCUSDT,0.5,1.0,50,-197.42166603959075,164,32.32,0.8845528918951249
BTCUSDT,0.6,0.6,10,-208.769747899932,358,34.36,0.9407990011158072
BTCUSDT,0.6,0.6,20,-144.12595776056557,239,35.98,0.9395708360556093
BTCUSDT,0.6,0.6,50,-154.5986998536476,150,34.0,0.9021869170238003
BTCUSDT,0.6,0.8,10,-186.81778909805746,347,34.58,0.9448190308667889
BTCUSDT,0.6,0.8,20,-117.60708451107044,238,36.13,0.9501352369092995
BTCUSDT,0.6,0.8,50,-128.07982660415246,149,34.23,0.9175823255468959
BTCUSDT,0.6,1.0,10,-147.8958927673977,327,34.56,0.9533622880055234
BTCUSDT,0.6,1.0,20,-163.3987534432455,228,35.53,0.9276628881321968
BTCUSDT,0.6,1.0,50,-18.658343683012486,140,35.71,0.9868184052793578
