NOVA_EXT_MAX,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
-0.15,LINKUSDT,F_192,2026-08-02T17:15:00+00:00,2026-08-02T18:40:00+00:00,8.308787,8.342214,1000.0,4.0231,,tp,17
0.1,LINKUSDT,F_192,2026-06-05T04:30:00+00:00,2026-06-05T04:45:00+00:00,7.88724,7.794808,1000.0,-11.7192,,stop,3
0.1,LINKUSDT,F_192,2026-06-05T16:50:00+00:00,2026-06-05T18:30:00+00:00,7.442663,7.288176,1000.0,-20.7569,,stop,20
0.1,LINKUSDT,F_192,2026-06-05T21:40:00+00:00,2026-06-05T22:00:00+00:00,7.541792,7.455943,1000.0,-11.383,,stop,4
0.1,LINKUSDT,F_192,2026-06-06T01:05:00+00:00,2026-06-06T01:15:00+00:00,7.462689,7.393208,1000.0,-9.3104,,stop,2
0.1,LINKUSDT,F_192,2026-06-06T11:50:00+00:00,2026-06-06T12:30:00+00:00,7.341532,7.273064,1000.0,-9.326,,stop,8
0.1,LINKUSDT,F_192,2026-06-07T06:20:00+00:00,2026-06-07T08:45:00+00:00,7.661948,7.76641,1000.0,13.6339,,tp,29
0.1,LINKUSDT,F_192,2026-06-07T17:05:00+00:00,2026-06-07T17:50:00+00:00,7.775095,7.712198,1000.0,-8.0894,,stop,9
0.1,LINKUSDT,F_192,2026-06-08T12:45:00+00:00,2026-06-09T00:20:00+00:00,8.017409,7.933796,1000.0,-10.4289,,stop,139
0.1,LINKUSDT,F_192,2026-06-11T11:15:00+00:00,2026-06-11T12:20:00+00:00,7.846187,7.806739,1000.0,-5.0276,,stop,13
0.1,LINKUSDT,F_192,2026-06-17T01:05:00+00:00,2026-06-17T01:15:00+00:00,8.322806,8.275034,1000.0,-5.7398,,stop,2
0.1,LINKUSDT,F_192,2026-06-17T13:40:00+00:00,2026-06-17T14:45:00+00:00,8.205654,8.147619,1000.0,-7.0725,,stop,13
0.1,LINKUSDT,F_192,2026-06-17T15:35:00+00:00,2026-06-17T16:25:00+00:00,8.2417,8.354825,1000.0,13.7259,,tp,10
0.1,LINKUSDT,F_192,2026-06-18T20:35:00+00:00,2026-06-18T21:10:00+00:00,8.00239,7.949328,1000.0,-6.6308,,stop,7
0.1,LINKUSDT,F_192,2026-06-19T00:45:00+00:00,2026-06-19T00:55:00+00:00,8.043443,8.001028,1000.0,-5.2732,,stop,2
0.1,LINKUSDT,F_192,2026-06-19T21:15:00+00:00,2026-06-19T21:25:00+00:00,7.940309,7.898742,1000.0,-5.235,,stop,2
0.1,LINKUSDT,F_192,2026-06-20T15:20:00+00:00,2026-06-20T16:25:00+00:00,7.998384,7.928207,1000.0,-8.7739,,stop,13
0.1,LINKUSDT,F_192,2026-06-23T22:05:00+00:00,2026-06-23T22:20:00+00:00,7.627903,7.596301,1000.0,-4.143,,stop,3
0.1,LINKUSDT,F_192,2026-06-24T05:10:00+00:00,2026-06-24T10:15:00+00:00,7.623898,7.579318,1000.0,-5.8474,,stop,61
0.1,LINKUSDT,F_192,2026-06-29T06:10:00+00:00,2026-06-29T07:00:00+00:00,7.34053,7.289328,1000.0,-6.9753,,stop,10
0.1,LINKUSDT,F_192,2026-06-30T22:20:00+00:00,2026-06-30T22:20:00+00:00,7.214367,7.182874,1000.0,-4.3653,,stop,0
0.1,LINKUSDT,F_192,2026-07-01T01:40:00+00:00,2026-07-01T04:45:00+00:00,7.222377,7.317709,1000.0,13.1995,,tp,37
0.1,LINKUSDT,F_192,2026-07-02T23:30:00+00:00,2026-07-03T00:30:00+00:00,7.754067,7.716737,1000.0,-4.8143,,stop,12
0.1,LINKUSDT,F_192,2026-07-03T18:35:00+00:00,2026-07-03T19:15:00+00:00,7.909269,7.93922,1000.0,3.7869,,tp,8
0.1,LINKUSDT,F_192,2026-07-04T08:50:00+00:00,2026-07-04T08:55:00+00:00,7.952325,7.91759,1000.0,-4.3679,,stop,1
0.1,LINKUSDT,F_192,2026-07-06T10:35:00+00:00,2026-07-06T11:55:00+00:00,7.950322,7.916588,1000.0,-4.243,,stop,16
0.1,LINKUSDT,F_192,2026-07-06T16:15:00+00:00,2026-07-06T16:25:00+00:00,8.083495,8.008784,1000.0,-9.2424,,stop,2
0.1,LINKUSDT,F_192,2026-07-06T19:25:00+00:00,2026-07-06T19:50:00+00:00,8.039438,7.995887,1000.0,-5.4172,,stop,5
0.1,LINKUSDT,F_192,2026-07-07T06:35:00+00:00,2026-07-07T12:05:00+00:00,7.912273,7.960197,1000.0,6.0569,,tp,66
0.1,LINKUSDT,F_192,2026-07-07T15:40:00+00:00,2026-07-07T19:00:00+00:00,7.982364,7.905644,1000.0,-9.6111,,stop,40
0.1,LINKUSDT,F_192,2026-07-09T12:40:00+00:00,2026-07-09T12:40:00+00:00,7.757071,7.719879,1000.0,-4.7946,,stop,0
0.1,LINKUSDT,F_192,2026-07-14T11:30:00+00:00,2026-07-14T12:05:00+00:00,7.991375,7.954164,1000.0,-4.6564,,stop,7
0.1,LINKUSDT,F_192,2026-07-17T16:30:00+00:00,2026-07-18T12:05:00+00:00,8.216668,8.307854,1000.0,11.0977,,tp,235
0.1,LINKUSDT,F_192,2026-07-18T17:40:00+00:00,2026-07-18T21:00:00+00:00,8.313794,8.357486,1000.0,5.2554,,tp,40
0.1,LINKUSDT,F_192,2026-07-20T15:50:00+00:00,2026-07-21T03:05:00+00:00,8.538085,8.640552,1000.0,12.0012,,tp,135
0.1,LINKUSDT,F_192,2026-07-21T23:30:00+00:00,2026-07-22T00:15:00+00:00,8.653235,8.687355,1000.0,3.9431,,tp,9
0.1,LINKUSDT,F_192,2026-07-22T04:45:00+00:00,2026-07-22T04:45:00+00:00,8.75737,8.717879,1000.0,-4.5094,,stop,0
0.1,LINKUSDT,F_192,2026-07-22T14:00:00+00:00,2026-07-22T14:20:00+00:00,8.698293,8.649177,1000.0,-5.6466,,stop,4
0.1,LINKUSDT,F_192,2026-07-25T11:00:00+00:00,2026-07-25T11:00:00+00:00,8.324808,8.302858,1000.0,-2.6368,,stop,0
0.1,LINKUSDT,F_192,2026-07-26T15:35:00+00:00,2026-07-26T16:00:00+00:00,8.546096,8.600614,1000.0,6.3794,,tp,5
0.1,LINKUSDT,F_192,2026-07-28T04:15:00+00:00,2026-07-28T04:30:00+00:00,8.359854,8.328727,1000.0,-3.7234,,stop,3
0.1,LINKUSDT,F_192,2026-07-28T19:55:00+00:00,2026-07-28T21:50:00+00:00,8.385888,8.421782,1000.0,4.2804,,tp,23
0.1,LINKUSDT,F_192,2026-08-01T21:20:00+00:00,2026-08-01T21:20:00+00:00,8.066473,8.03002,1000.0,-4.519,,stop,0
0.1,LINKUSDT,F_192,2026-08-01T21:35:00+00:00,2026-08-02T01:05:00+00:00,8.069477,8.112916,1000.0,5.3832,,tp,42
0.1,LINKUSDT,F_192,2026-08-02T03:40:00+00:00,2026-08-02T04:30:00+00:00,8.300777,8.363319,1000.0,7.5345,,tp,10
0.1,LINKUSDT,F_192,2026-08-02T17:15:00+00:00,2026-08-02T18:40:00+00:00,8.308787,8.342214,1000.0,4.0231,,tp,17
0.1,LINKUSDT,F_192,2026-08-06T21:35:00+00:00,2026-08-06T22:20:00+00:00,8.238696,8.203875,1000.0,-4.2266,,stop,9
0.1,LINKUSDT,F_192,2026-08-07T01:05:00+00:00,2026-08-07T02:05:00+00:00,8.231687,8.191168,1000.0,-4.9224,,stop,12
0.1,LINKUSDT,F_192,2026-08-09T08:05:00+00:00,2026-08-09T08:05:00+00:00,8.363859,8.331728,1000.0,-3.8417,,stop,0
0.1,LINKUSDT,F_192,2026-08-10T12:05:00+00:00,2026-08-10T12:40:00+00:00,8.336824,8.294884,1000.0,-5.0307,,stop,7
0.1,LINKUSDT,F_192,2026-08-12T08:10:00+00:00,2026-08-12T08:55:00+00:00,8.776395,8.73531,1000.0,-4.6813,,stop,9
0.1,LINKUSDT,F_192,2026-08-13T04:40:00+00:00,2026-08-13T05:15:00+00:00,8.761375,8.796211,1000.0,3.9761,,tp,7
0.1,LINKUSDT,F_192,2026-08-14T15:35:00+00:00,2026-08-14T17:20:00+00:00,8.863508,8.93502,1000.0,8.0682,,tp,21
0.1,LINKUSDT,F_192,2026-08-15T10:10:00+00:00,2026-08-15T10:10:00+00:00,9.364158,9.300765,1000.0,-6.7697,,stop,0
0.1,LINKUSDT,F_192,2026-08-19T20:30:00+00:00,2026-08-19T20:50:00+00:00,10.29036,10.447903,1000.0,15.3098,,tp,4
0.1,LINKUSDT,F_192,2026-08-20T11:40:00+00:00,2026-08-20T11:55:00+00:00,10.761972,10.692911,1000.0,-6.4172,,stop,3
0.1,LINKUSDT,F_192,2026-08-21T00:15:00+00:00,2026-08-21T01:45:00+00:00,10.741946,10.828137,1000.0,8.0238,,tp,18
0.1,LINKUSDT,F_192,2026-08-21T14:50:00+00:00,2026-08-21T20:15:00+00:00,11.49192,11.724088,1000.0,20.2027,,tp,65
0.1,LINKUSDT,F_192,2026-08-23T00:05:00+00:00,2026-08-23T01:40:00+00:00,11.69218,11.615774,1000.0,-6.5348,,stop,19
