symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
RENDERUSDT,70,2.5,2.0,-3.3519526559105635,769,65.8,0.9372684973016492
RENDERUSDT,70,2.5,2.5,-2.480602766764019,691,65.85,0.9487938254950846
RENDERUSDT,70,2.5,3.0,-1.1109562175568615,607,65.24,0.9738411334058812
RENDERUSDT,70,3.0,2.0,-8.496509913526134,736,65.62,0.8322629247192959
RENDERUSDT,70,3.0,2.5,-7.521876421957389,663,65.91,0.835298023530205
RENDERUSDT,70,3.0,3.0,-7.336333764104439,588,65.14,0.821674673169398
RENDERUSDT,70,4.0,2.0,-5.287398024579913,598,65.55,0.8690790094874554
RENDERUSDT,70,4.0,2.5,-5.540981602915604,551,64.97,0.8529835115668748
RENDERUSDT,70,4.0,3.0,-4.932609865561456,503,65.01,0.855564155090008
RENDERUSDT,72,2.5,2.0,-3.3519526559105635,769,65.8,0.9372684973016492
RENDERUSDT,72,2.5,2.5,-2.480602766764019,691,65.85,0.9487938254950846
RENDERUSDT,72,2.5,3.0,-1.1109562175568615,607,65.24,0.9738411334058812
RENDERUSDT,72,3.0,2.0,-8.496509913526134,736,65.62,0.8322629247192959
RENDERUSDT,72,3.0,2.5,-7.521876421957389,663,65.91,0.835298023530205
RENDERUSDT,72,3.0,3.0,-7.336333764104439,588,65.14,0.821674673169398
RENDERUSDT,72,4.0,2.0,-5.287398024579913,598,65.55,0.8690790094874554
RENDERUSDT,72,4.0,2.5,-5.540981602915604,551,64.97,0.8529835115668748
RENDERUSDT,72,4.0,3.0,-4.932609865561456,503,65.01,0.855564155090008
RENDERUSDT,75,2.5,2.0,-3.3519526559105635,769,65.8,0.9372684973016492
RENDERUSDT,75,2.5,2.5,-2.480602766764019,691,65.85,0.9487938254950846
RENDERUSDT,75,2.5,3.0,-1.1109562175568615,607,65.24,0.9738411334058812
RENDERUSDT,75,3.0,2.0,-8.496509913526134,736,65.62,0.8322629247192959
RENDERUSDT,75,3.0,2.5,-7.521876421957389,663,65.91,0.835298023530205
RENDERUSDT,75,3.0,3.0,-7.336333764104439,588,65.14,0.821674673169398
RENDERUSDT,75,4.0,2.0,-5.287398024579913,598,65.55,0.8690790094874554
RENDERUSDT,75,4.0,2.5,-5.540981602915604,551,64.97,0.8529835115668748
RENDERUSDT,75,4.0,3.0,-4.932609865561456,503,65.01,0.855564155090008
