symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
PEPEUSDT,dual,ALL14,0.0003,0.0013,6962.9161384606805,726,91.18,2.8181036676093645,0.0
PEPEUSDT,dual,ALL14,0.001,0.002,5730.59734626615,721,90.15,2.3366488980490465,-1232.31879219453
PEPEUSDT,dual,ALL14,0.003,0.004,2863.0201506214958,703,87.91,1.5322063905227987,-4099.895987839185
