symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
SOLUSDT,std,MSS,92.56463382408853,3,33.33,1.5755453256259955
SOLUSDT,std,FVG,-833.1793074026575,205,31.22,0.9151713349518042
SOLUSDT,std,SFP,-103.04274648168756,45,28.89,0.9522625671481507
SOLUSDT,std,MicroBurst,1638.593830228269,158,35.44,1.2287603271312377
SOLUSDT,std,RSI,456.4519423608988,79,34.18,1.0997569980169515
SOLUSDT,std,MACD,277.97332432654497,122,33.61,1.047527295315688
SOLUSDT,std,Bollinger,-1632.06097921877,173,27.17,0.8107520349503236
SOLUSDT,std,EMA,-391.31569024630244,47,31.91,0.8204130518514342
SOLUSDT,std,ADX,290.25168527968077,61,32.79,1.1132535998624853
SOLUSDT,std,Stochastic,-1737.2549661162243,139,24.46,0.7719676508186419
SOLUSDT,std,OBV,-394.7706682978461,174,32.76,0.9514779911305387
SOLUSDT,std,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,std,RSI7,-687.9912698398084,78,28.21,0.8541338577174359
SOLUSDT,std,KAMA,-952.2722648095573,65,27.69,0.6814067445267601
SOLUSDT,std,ELITE8,-2437.0813687521268,441,29.93,0.8851111797212664
SOLUSDT,std,ALL14,-4696.988407338959,704,30.26,0.8633146569357946
SOLUSDT,dual,MSS,32.03520050687902,3,100.0,inf
SOLUSDT,dual,FVG,3068.301664899,304,90.13,2.833786940378969
SOLUSDT,dual,SFP,671.1008520013817,57,94.74,5.495759328435363
SOLUSDT,dual,MicroBurst,4262.581305027994,225,92.89,5.7844544939938025
SOLUSDT,dual,RSI,1599.8602588960332,112,93.75,3.3148336631926476
SOLUSDT,dual,MACD,1707.9253499009058,162,89.51,2.5415941571162177
SOLUSDT,dual,Bollinger,2243.251330996114,250,89.6,2.561459185200828
SOLUSDT,dual,EMA,849.0591760300866,67,97.01,8.348296896935441
SOLUSDT,dual,ADX,749.1944553156324,70,90.0,2.972323962790093
SOLUSDT,dual,Stochastic,2279.7589492186366,184,95.11,4.761393735227165
SOLUSDT,dual,OBV,2915.1142662444463,255,90.98,3.334728555549935
SOLUSDT,dual,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,dual,RSI7,1637.8298349518209,102,95.1,4.826680315553698
SOLUSDT,dual,KAMA,742.1653892053232,92,92.39,2.625947475285136
SOLUSDT,dual,ELITE8,7497.439618616822,628,92.36,3.6333835925993454
SOLUSDT,dual,ALL14,10246.60937232628,892,91.48,3.2389833932798737
