symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
SOLUSDT,dual,ALL14,0.0003,0.0013,4883.317063640417,763,90.3,2.5692295846939075,0.0
SOLUSDT,dual,ALL14,0.001,0.002,3334.8670502103305,754,88.46,1.8840795536739936,-1548.450013430086
SOLUSDT,dual,ALL14,0.003,0.004,-399.1298800427433,727,82.39,0.9316388472114414,-5282.44694368316
