symbol,NOVA_DISP_MIN,net,trades,win_pct,pf
SOLUSDT,1.0,-459.4039505276935,264,35.23,0.9134158969986556
SOLUSDT,1.5,-905.0065130980673,187,32.09,0.7725041398332714
SOLUSDT,1.6,-918.979141464298,170,30.59,0.7482438859762797
SOLUSDT,2.0,-568.0773098129159,111,30.63,0.7548041768537088
