symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
RENDERUSDT,8,20,1.0,1.1936081524527313,18,77.78,1.4379679267468515
RENDERUSDT,8,20,1.2,-0.5758613936779007,13,69.23,0.7887004875390624
RENDERUSDT,8,20,1.5,-0.6325026343676394,10,70.0,0.7340761987466314
RENDERUSDT,8,21,1.0,0.9361300270030795,17,76.47,1.3434920633287557
RENDERUSDT,8,21,1.2,-0.8333395191275526,12,66.67,0.6942246241209667
RENDERUSDT,8,21,1.5,-0.8899807598172913,9,66.67,0.625824377902253
RENDERUSDT,9,20,1.0,1.2003939883301213,18,77.78,1.4404578380836315
RENDERUSDT,9,20,1.2,-0.5690755578005104,13,69.23,0.7911903988758424
RENDERUSDT,9,20,1.5,-0.8899807598172913,9,66.67,0.625824377902253
RENDERUSDT,9,21,1.0,0.942954319334179,17,76.47,1.345996085404698
RENDERUSDT,9,21,1.2,-0.826515226796453,12,66.67,0.696728646196909
RENDERUSDT,9,21,1.5,-1.1474204288132337,8,62.5,0.517588725348404
