symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
FILUSDT,std,MSS,155.48403846279453,10,40.0,1.6408532898563766
FILUSDT,std,FVG,-1672.0495605090873,557,31.6,0.8572638394133845
FILUSDT,std,SFP,-931.6919626124401,144,27.08,0.7132068276074708
FILUSDT,std,MicroBurst,-390.62041718630525,404,32.92,0.9492939333514703
FILUSDT,std,RSI,-459.077306581037,160,27.5,0.8877040798952593
FILUSDT,std,MACD,-174.66181573202448,363,33.88,0.9762441653921725
FILUSDT,std,Bollinger,-3051.4177049617692,631,28.05,0.7620581273864963
FILUSDT,std,EMA,607.2933895191882,177,37.29,1.1795682340245721
FILUSDT,std,ADX,-1032.7017647463106,171,26.9,0.7081387053573251
FILUSDT,std,Stochastic,-29.99335632995181,259,31.27,0.994444182951687
FILUSDT,std,OBV,-1442.5579100235652,482,31.54,0.8502695603522343
FILUSDT,std,SuperTrend,0.0,0,0.0,0.0
FILUSDT,std,RSI7,-1299.232468225862,149,25.5,0.6692266611575224
FILUSDT,std,KAMA,455.6775152446815,201,37.81,1.1395585877607675
FILUSDT,std,ELITE8,-1390.9989837894427,1206,33.0,0.941473060267929
FILUSDT,std,ALL14,-4927.194114537287,1967,31.22,0.8761519498155126
FILUSDT,dual,MSS,-60.88657165577143,10,60.0,0.6460794225954994
FILUSDT,dual,FVG,2520.889061041406,826,86.2,1.827149561879453
FILUSDT,dual,SFP,257.8213768963256,163,83.44,1.3779970925592815
FILUSDT,dual,MicroBurst,1987.014296455562,554,84.12,1.9367120238440516
FILUSDT,dual,RSI,353.8837227491463,204,84.8,1.378115181252627
FILUSDT,dual,MACD,1194.0563685835111,442,83.71,1.6746690878109063
FILUSDT,dual,Bollinger,849.8684165769555,850,81.41,1.2322539615014099
FILUSDT,dual,EMA,959.685419667726,236,86.86,2.1405039592860193
FILUSDT,dual,ADX,260.720230722453,203,80.79,1.291697244248819
FILUSDT,dual,Stochastic,518.7122083871783,313,82.75,1.3818384508013546
FILUSDT,dual,OBV,1124.7345224488959,633,82.46,1.4227580915324651
FILUSDT,dual,SuperTrend,0.0,0,0.0,0.0
FILUSDT,dual,RSI7,422.0401305374238,176,86.93,1.5858779062194832
FILUSDT,dual,KAMA,355.09878639296716,243,80.66,1.3292534675730023
FILUSDT,dual,ELITE8,3283.722627428313,1559,82.62,1.4920926225219713
FILUSDT,dual,ALL14,5214.826957715164,2376,83.59,1.5344181064783933
