NOVA_DISP_MIN,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
1.0,BTCUSDT,F_127,2026-06-11T00:20:00+00:00,2026-06-11T03:30:00+00:00,62003.009263,62415.748884,1000.0,6.6568,,tp,38
1.0,BTCUSDT,F_127,2026-06-11T01:20:00+00:00,2026-06-11T02:30:00+00:00,62283.513445,61937.164607,1000.0,-5.5608,,stop,14
1.0,BTCUSDT,F_127,2026-06-11T03:35:00+00:00,2026-06-11T06:20:00+00:00,62500.895675,62878.62991,1000.0,6.0437,,tp,33
1.0,BTCUSDT,F_127,2026-06-11T06:25:00+00:00,2026-06-11T06:45:00+00:00,63059.180503,62768.054388,1000.0,-4.6167,,stop,4
1.0,BTCUSDT,F_127,2026-06-11T10:55:00+00:00,2026-06-11T12:00:00+00:00,63173.148469,62933.287271,1000.0,-3.7969,,stop,13
1.0,BTCUSDT,F_127,2026-06-11T17:30:00+00:00,2026-06-11T18:00:00+00:00,63098.151099,63665.980446,1000.0,8.9991,,tp,6
1.0,BTCUSDT,F_127,2026-06-11T17:50:00+00:00,2026-06-11T20:45:00+00:00,63677.943851,63200.56474,1000.0,-7.4968,,stop,35
1.0,BTCUSDT,F_127,2026-06-11T22:10:00+00:00,2026-06-11T22:20:00+00:00,63722.732,63501.093122,1000.0,-3.4782,,stop,2
1.0,BTCUSDT,F_127,2026-06-12T00:10:00+00:00,2026-06-12T00:15:00+00:00,63801.484245,63542.766835,1000.0,-4.055,,stop,1
1.0,BTCUSDT,F_127,2026-06-12T04:20:00+00:00,2026-06-12T05:05:00+00:00,63753.792326,63522.535537,1000.0,-3.6273,,stop,9
1.0,BTCUSDT,F_127,2026-06-12T08:10:00+00:00,2026-06-12T09:25:00+00:00,63360.872193,63643.370971,1000.0,4.4586,,tp,15
1.0,BTCUSDT,F_127,2026-06-12T09:25:00+00:00,2026-06-12T12:20:00+00:00,63753.802339,63480.497414,1000.0,-4.2869,,stop,35
1.0,BTCUSDT,F_127,2026-06-12T09:35:00+00:00,2026-06-12T09:50:00+00:00,63987.555824,63719.211595,1000.0,-4.1937,,stop,3
1.0,BTCUSDT,F_127,2026-06-12T14:30:00+00:00,2026-06-13T21:40:00+00:00,63714.711587,64354.307801,1000.0,10.0384,,tp,374
1.0,BTCUSDT,F_127,2026-06-12T15:15:00+00:00,2026-06-12T15:30:00+00:00,64455.6836,63948.500907,1000.0,-7.8687,,stop,3
1.0,BTCUSDT,F_127,2026-06-13T00:40:00+00:00,2026-06-13T00:40:00+00:00,63709.624983,63516.187885,1000.0,-3.0362,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T06:30:00+00:00,2026-06-13T06:30:00+00:00,63762.784,63579.969592,1000.0,-2.8671,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T06:55:00+00:00,2026-06-13T07:00:00+00:00,63810.435867,63633.058069,1000.0,-2.7798,,stop,1
1.0,BTCUSDT,F_127,2026-06-13T07:30:00+00:00,2026-06-13T07:30:00+00:00,63862.002817,63690.530208,1000.0,-2.685,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T07:40:00+00:00,2026-06-13T07:40:00+00:00,63908.383033,63739.188514,1000.0,-2.6475,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T11:10:00+00:00,2026-06-13T11:10:00+00:00,63998.510046,63832.723773,1000.0,-2.5905,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T11:20:00+00:00,2026-06-13T11:20:00+00:00,64052.640324,63885.783555,1000.0,-2.605,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T12:35:00+00:00,2026-06-13T12:35:00+00:00,64091.330556,63926.362394,1000.0,-2.574,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T12:50:00+00:00,2026-06-13T12:50:00+00:00,64161.081114,63990.292592,1000.0,-2.6619,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T15:15:00+00:00,2026-06-13T15:15:00+00:00,64370.87349,64200.519888,1000.0,-2.6464,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T15:40:00+00:00,2026-06-13T15:40:00+00:00,64420.718204,64239.29413,1000.0,-2.8162,,stop,0
1.0,BTCUSDT,F_127,2026-06-13T18:30:00+00:00,2026-06-13T18:45:00+00:00,64277.502265,64083.964668,1000.0,-3.011,,stop,3
1.0,BTCUSDT,F_127,2026-06-13T19:45:00+00:00,2026-06-13T20:05:00+00:00,64374.47817,64159.321054,1000.0,-3.3423,,stop,4
1.0,BTCUSDT,F_127,2026-06-13T21:45:00+00:00,2026-06-13T21:45:00+00:00,64651.698088,64442.619347,1000.0,-3.2339,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T01:10:00+00:00,2026-06-14T01:35:00+00:00,64701.072191,64500.030148,1000.0,-3.1072,,stop,5
1.0,BTCUSDT,F_127,2026-06-14T08:10:00+00:00,2026-06-14T08:10:00+00:00,64538.541175,64364.233041,1000.0,-2.7008,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T08:20:00+00:00,2026-06-14T08:20:00+00:00,64589.05676,64411.665455,1000.0,-2.7465,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T09:45:00+00:00,2026-06-14T10:05:00+00:00,64637.459602,64448.497496,1000.0,-2.9234,,stop,4
1.0,BTCUSDT,F_127,2026-06-14T10:25:00+00:00,2026-06-14T10:25:00+00:00,64722.570102,64516.201295,1000.0,-3.1885,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T10:35:00+00:00,2026-06-14T10:40:00+00:00,64743.95787,64541.501843,1000.0,-3.127,,stop,1
1.0,BTCUSDT,F_127,2026-06-14T16:25:00+00:00,2026-06-14T16:45:00+00:00,64250.407087,64034.315547,1000.0,-3.3633,,stop,4
1.0,BTCUSDT,F_127,2026-06-14T20:25:00+00:00,2026-06-14T20:25:00+00:00,64000.222269,63837.080325,1000.0,-2.5491,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T20:35:00+00:00,2026-06-14T20:35:00+00:00,64057.476603,63896.143491,1000.0,-2.5186,,stop,0
1.0,BTCUSDT,F_127,2026-06-14T21:15:00+00:00,2026-06-14T21:15:00+00:00,64186.854576,64288.368052,1000.0,1.5815,,tp,0
1.0,BTCUSDT,F_127,2026-06-14T21:20:00+00:00,2026-06-14T21:25:00+00:00,64832.813232,64540.398641,1000.0,-4.5103,,stop,1
1.0,BTCUSDT,F_127,2026-06-14T21:45:00+00:00,2026-06-14T22:05:00+00:00,65355.521871,64895.751863,1000.0,-7.0349,,stop,4
1.0,BTCUSDT,F_127,2026-06-14T23:30:00+00:00,2026-06-15T01:00:00+00:00,65770.030032,65379.670111,1000.0,-5.9352,,stop,18
1.0,BTCUSDT,F_127,2026-06-15T03:45:00+00:00,2026-06-15T04:00:00+00:00,65993.6804,65730.74777,1000.0,-3.9842,,stop,3
1.0,BTCUSDT,F_127,2026-06-15T06:25:00+00:00,2026-06-15T06:30:00+00:00,66013.245802,65789.874778,1000.0,-3.3837,,stop,1
1.0,BTCUSDT,F_127,2026-06-15T07:25:00+00:00,2026-06-15T07:30:00+00:00,66071.441358,65828.889549,1000.0,-3.6711,,stop,1
1.0,BTCUSDT,F_127,2026-06-15T11:10:00+00:00,2026-06-15T11:25:00+00:00,66061.7688,66265.679853,1000.0,3.0867,,tp,3
1.0,BTCUSDT,F_127,2026-06-15T12:45:00+00:00,2026-06-15T14:00:00+00:00,66556.400987,66263.002668,1000.0,-4.4083,,stop,15
1.0,BTCUSDT,F_127,2026-06-15T13:25:00+00:00,2026-06-15T13:30:00+00:00,66992.617332,66657.046089,1000.0,-5.0091,,stop,1
1.0,BTCUSDT,F_127,2026-06-15T15:40:00+00:00,2026-06-15T15:50:00+00:00,66886.84,67188.312926,1000.0,4.5072,,tp,2
1.0,BTCUSDT,F_127,2026-06-15T15:50:00+00:00,2026-06-15T17:00:00+00:00,67283.895502,66967.326085,1000.0,-4.705,,stop,14
1.0,BTCUSDT,F_127,2026-06-16T00:10:00+00:00,2026-06-16T00:20:00+00:00,66469.818576,66232.284528,1000.0,-3.5736,,stop,2
1.0,BTCUSDT,F_127,2026-06-16T04:05:00+00:00,2026-06-16T04:10:00+00:00,66348.170639,66071.077861,1000.0,-4.1763,,stop,1
1.0,BTCUSDT,F_127,2026-06-16T06:20:00+00:00,2026-06-16T08:35:00+00:00,66324.580011,66555.416773,1000.0,3.4804,,tp,27
1.0,BTCUSDT,F_127,2026-06-16T06:40:00+00:00,2026-06-16T07:10:00+00:00,66552.035319,66291.743873,1000.0,-3.9111,,stop,6
1.0,BTCUSDT,F_127,2026-06-16T08:55:00+00:00,2026-06-16T09:00:00+00:00,67069.156704,66777.31605,1000.0,-4.3513,,stop,1
1.0,BTCUSDT,F_127,2026-06-16T12:35:00+00:00,2026-06-16T12:35:00+00:00,66861.977721,66587.411407,1000.0,-4.1065,,stop,0
1.0,BTCUSDT,F_127,2026-06-16T17:50:00+00:00,2026-06-16T18:35:00+00:00,66027.674535,65769.201849,1000.0,-3.9146,,stop,9
1.0,BTCUSDT,F_127,2026-06-16T21:10:00+00:00,2026-06-16T21:10:00+00:00,66015.939299,65811.374575,1000.0,-3.0987,,stop,0
1.0,BTCUSDT,F_127,2026-06-17T01:50:00+00:00,2026-06-17T03:15:00+00:00,65978.610835,65693.756356,1000.0,-4.3174,,stop,17
1.0,BTCUSDT,F_127,2026-06-17T04:50:00+00:00,2026-06-17T04:50:00+00:00,66121.956943,65918.552706,1000.0,-3.0762,,stop,0
1.0,BTCUSDT,F_127,2026-06-17T12:45:00+00:00,2026-06-17T13:40:00+00:00,64998.98898,65251.140651,1000.0,3.8793,,tp,11
1.0,BTCUSDT,F_127,2026-06-17T13:40:00+00:00,2026-06-17T14:40:00+00:00,65306.568314,64969.288298,1000.0,-5.1646,,stop,12
1.0,BTCUSDT,F_127,2026-06-17T15:50:00+00:00,2026-06-17T18:00:00+00:00,65785.41,65330.591108,1000.0,-6.9137,,stop,26
1.0,BTCUSDT,F_127,2026-06-17T23:20:00+00:00,2026-06-18T03:25:00+00:00,64544.669131,64239.928517,1000.0,-4.7214,,stop,49
1.0,BTCUSDT,F_127,2026-06-18T01:10:00+00:00,2026-06-18T01:35:00+00:00,64810.1438,64539.871324,1000.0,-4.1702,,stop,5
1.0,BTCUSDT,F_127,2026-06-18T06:05:00+00:00,2026-06-18T06:05:00+00:00,64149.68632,63869.432264,1000.0,-4.3688,,stop,0
1.0,BTCUSDT,F_127,2026-06-18T07:20:00+00:00,2026-06-18T08:05:00+00:00,64261.4314,64467.277705,1000.0,3.2033,,tp,9
1.0,BTCUSDT,F_127,2026-06-18T07:30:00+00:00,2026-06-18T09:25:00+00:00,64388.175954,64166.476666,1000.0,-3.4432,,stop,23
1.0,BTCUSDT,F_127,2026-06-18T07:50:00+00:00,2026-06-18T08:00:00+00:00,64564.605014,64341.923063,1000.0,-3.449,,stop,2
1.0,BTCUSDT,F_127,2026-06-18T08:10:00+00:00,2026-06-18T08:10:00+00:00,64705.10743,64445.158242,1000.0,-4.0174,,stop,0
1.0,BTCUSDT,F_127,2026-06-18T12:50:00+00:00,2026-06-18T13:30:00+00:00,64435.647587,64176.603688,1000.0,-4.0202,,stop,8
1.0,BTCUSDT,F_127,2026-06-18T18:20:00+00:00,2026-06-18T18:55:00+00:00,62949.738413,62554.407543,1000.0,-6.2801,,stop,7
1.0,BTCUSDT,F_127,2026-06-18T19:45:00+00:00,2026-06-18T22:15:00+00:00,63051.861,62777.793636,1000.0,-4.3467,,stop,30
1.0,BTCUSDT,F_127,2026-06-18T20:05:00+00:00,2026-06-18T20:05:00+00:00,63304.1886,63030.291133,1000.0,-4.3267,,stop,0
1.0,BTCUSDT,F_127,2026-06-19T00:35:00+00:00,2026-06-19T01:05:00+00:00,63107.162799,62888.081873,1000.0,-3.4716,,stop,6
1.0,BTCUSDT,F_127,2026-06-19T06:05:00+00:00,2026-06-19T06:20:00+00:00,62912.07952,62683.741725,1000.0,-3.6295,,stop,3
1.0,BTCUSDT,F_127,2026-06-19T11:25:00+00:00,2026-06-19T12:15:00+00:00,62729.452413,62469.587667,1000.0,-4.1426,,stop,10
1.0,BTCUSDT,F_127,2026-06-19T12:55:00+00:00,2026-06-19T13:45:00+00:00,62829.562387,63209.585819,1000.0,6.0485,,tp,10
1.0,BTCUSDT,F_127,2026-06-19T13:50:00+00:00,2026-06-19T14:05:00+00:00,63396.3082,62998.489272,1000.0,-6.2751,,stop,3
1.0,BTCUSDT,F_127,2026-06-19T20:50:00+00:00,2026-06-19T21:35:00+00:00,63256.1262,63042.567039,1000.0,-3.3761,,stop,9
1.0,BTCUSDT,F_127,2026-06-19T22:25:00+00:00,2026-06-19T22:30:00+00:00,63364.877393,63178.355763,1000.0,-2.9436,,stop,1
1.0,BTCUSDT,F_127,2026-06-19T22:50:00+00:00,2026-06-19T22:50:00+00:00,63447.654864,63253.62383,1000.0,-3.0581,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T00:00:00+00:00,2026-06-20T00:05:00+00:00,63626.50707,63428.796586,1000.0,-3.1074,,stop,1
1.0,BTCUSDT,F_127,2026-06-20T00:35:00+00:00,2026-06-20T00:35:00+00:00,63858.9088,63595.046196,1000.0,-4.132,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T04:30:00+00:00,2026-06-20T04:30:00+00:00,63651.459466,63470.748659,1000.0,-2.8391,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T04:45:00+00:00,2026-06-20T04:45:00+00:00,63688.6878,63503.080621,1000.0,-2.9143,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T05:10:00+00:00,2026-06-20T05:25:00+00:00,63779.125216,63579.990781,1000.0,-3.1223,,stop,3
1.0,BTCUSDT,F_127,2026-06-20T07:25:00+00:00,2026-06-20T07:25:00+00:00,63864.936626,63677.704997,1000.0,-2.9317,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T09:45:00+00:00,2026-06-20T09:45:00+00:00,63782.820013,63588.956764,1000.0,-3.0394,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T09:55:00+00:00,2026-06-20T10:00:00+00:00,63824.66434,63624.3436,1000.0,-3.1386,,stop,1
1.0,BTCUSDT,F_127,2026-06-20T14:50:00+00:00,2026-06-20T17:35:00+00:00,64037.1402,63711.032332,1000.0,-5.0925,,stop,33
1.0,BTCUSDT,F_127,2026-06-20T22:15:00+00:00,2026-06-20T22:15:00+00:00,64214.380313,64008.80769,1000.0,-3.2013,,stop,0
1.0,BTCUSDT,F_127,2026-06-20T22:25:00+00:00,2026-06-21T04:25:00+00:00,64296.186523,64479.605352,1000.0,2.8527,,tp,72
1.0,BTCUSDT,F_127,2026-06-21T03:25:00+00:00,2026-06-21T03:25:00+00:00,64501.483062,64344.149641,1000.0,-2.4392,,stop,0
1.0,BTCUSDT,F_127,2026-06-21T04:25:00+00:00,2026-06-21T04:50:00+00:00,64581.977569,64366.226839,1000.0,-3.3407,,stop,5
1.0,BTCUSDT,F_127,2026-06-21T10:10:00+00:00,2026-06-21T11:15:00+00:00,64354.412118,64147.480415,1000.0,-3.2155,,stop,13
1.0,BTCUSDT,F_127,2026-06-22T00:40:00+00:00,2026-06-22T00:50:00+00:00,64061.1714,63659.867276,1000.0,-6.2644,,stop,2
1.0,BTCUSDT,F_127,2026-06-22T01:25:00+00:00,2026-06-22T03:00:00+00:00,64429.6498,63993.521361,1000.0,-6.7691,,stop,19
1.0,BTCUSDT,F_127,2026-06-22T11:10:00+00:00,2026-06-22T11:10:00+00:00,64415.6316,64193.254598,1000.0,-3.4522,,stop,0
1.0,BTCUSDT,F_127,2026-06-22T11:35:00+00:00,2026-06-22T12:35:00+00:00,64683.990013,65010.266656,1000.0,5.0442,,tp,12
1.0,BTCUSDT,F_127,2026-06-22T12:25:00+00:00,2026-06-22T16:00:00+00:00,65030.439813,64635.796758,1000.0,-6.0686,,stop,43
1.0,BTCUSDT,F_127,2026-06-22T13:40:00+00:00,2026-06-22T14:20:00+00:00,65382.8874,65004.58715,1000.0,-5.7859,,stop,8
1.0,BTCUSDT,F_127,2026-06-23T00:45:00+00:00,2026-06-23T01:35:00+00:00,64194.3443,63954.469552,1000.0,-3.7367,,stop,10
1.0,BTCUSDT,F_127,2026-06-23T10:05:00+00:00,2026-06-23T10:05:00+00:00,62642.920067,62406.446083,1000.0,-3.775,,stop,0
1.0,BTCUSDT,F_127,2026-06-23T14:15:00+00:00,2026-06-23T14:55:00+00:00,62813.972146,62369.516233,1000.0,-7.0757,,stop,8
1.0,BTCUSDT,F_127,2026-06-23T21:05:00+00:00,2026-06-23T21:10:00+00:00,62648.13684,62423.124004,1000.0,-3.5917,,stop,1
1.0,BTCUSDT,F_127,2026-06-23T21:45:00+00:00,2026-06-23T21:55:00+00:00,62705.4112,62506.472726,1000.0,-3.1726,,stop,2
1.0,BTCUSDT,F_127,2026-06-23T22:10:00+00:00,2026-06-23T22:20:00+00:00,62804.019224,62600.327152,1000.0,-3.2433,,stop,2
1.0,BTCUSDT,F_127,2026-06-24T00:10:00+00:00,2026-06-24T01:15:00+00:00,62945.733213,62702.498146,1000.0,-3.8642,,stop,13
1.0,BTCUSDT,F_127,2026-06-24T01:35:00+00:00,2026-06-24T01:40:00+00:00,63166.0092,62873.307506,1000.0,-4.6338,,stop,1
1.0,BTCUSDT,F_127,2026-06-24T11:45:00+00:00,2026-06-24T11:45:00+00:00,62824.776173,63106.025837,1000.0,4.4767,,tp,0
1.0,BTCUSDT,F_127,2026-06-24T11:50:00+00:00,2026-06-24T11:50:00+00:00,63185.023887,62857.354388,1000.0,-5.1859,,stop,0
1.0,BTCUSDT,F_127,2026-06-24T20:00:00+00:00,2026-06-24T20:05:00+00:00,60036.24579,60498.161519,1000.0,7.6939,,tp,1
1.0,BTCUSDT,F_127,2026-06-24T20:10:00+00:00,2026-06-25T05:00:00+00:00,60787.971765,61462.184062,1000.0,11.0912,,tp,106
1.0,BTCUSDT,F_127,2026-06-25T04:40:00+00:00,2026-06-25T04:40:00+00:00,61029.43526,60828.386852,1000.0,-3.2943,,stop,0
1.0,BTCUSDT,F_127,2026-06-25T04:50:00+00:00,2026-06-25T04:55:00+00:00,61149.380987,61329.577326,1000.0,2.9468,,tp,1
1.0,BTCUSDT,F_127,2026-06-25T05:00:00+00:00,2026-06-25T05:20:00+00:00,61437.394919,61695.166802,1000.0,4.1957,,tp,4
1.0,BTCUSDT,F_127,2026-06-25T20:05:00+00:00,2026-06-25T20:30:00+00:00,59807.638987,59459.54382,1000.0,-5.8202,,stop,5
1.0,BTCUSDT,F_127,2026-06-25T21:35:00+00:00,2026-06-25T22:30:00+00:00,60008.399637,59698.584741,1000.0,-5.1629,,stop,11
1.0,BTCUSDT,F_127,2026-06-25T22:00:00+00:00,2026-06-25T22:05:00+00:00,60290.135418,59963.571305,1000.0,-5.4165,,stop,1
1.0,BTCUSDT,F_127,2026-06-26T03:40:00+00:00,2026-06-26T07:10:00+00:00,59546.10944,60450.410184,1000.0,15.1866,,tp,42
1.0,BTCUSDT,F_127,2026-06-26T04:00:00+00:00,2026-06-26T09:50:00+00:00,60114.0468,59536.876683,1000.0,-9.6013,,stop,70
1.0,BTCUSDT,F_127,2026-06-26T06:45:00+00:00,2026-06-26T09:00:00+00:00,60469.428196,60068.680121,1000.0,-6.6273,,stop,27
1.0,BTCUSDT,F_127,2026-06-26T07:40:00+00:00,2026-06-26T07:45:00+00:00,60825.099969,60422.701067,1000.0,-6.6157,,stop,1
1.0,BTCUSDT,F_127,2026-06-26T12:30:00+00:00,2026-06-26T12:35:00+00:00,59803.633787,59491.725301,1000.0,-5.2155,,stop,1
1.0,BTCUSDT,F_127,2026-06-26T14:00:00+00:00,2026-06-26T14:35:00+00:00,60253.648046,59586.059623,1000.0,-11.0796,,stop,7
1.0,BTCUSDT,F_127,2026-06-26T15:40:00+00:00,2026-06-26T16:20:00+00:00,60532.5902,59918.593206,1000.0,-10.1432,,stop,8
1.0,BTCUSDT,F_127,2026-06-26T21:45:00+00:00,2026-06-26T21:50:00+00:00,60102.021187,59847.789215,1000.0,-4.23,,stop,1
1.0,BTCUSDT,F_127,2026-06-27T02:15:00+00:00,2026-06-27T02:15:00+00:00,60192.1482,60019.104657,1000.0,-2.8749,,stop,0
