symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
GRAMUSDT,70,2.5,2.0,-17.03273915407703,637,50.55,0.5764525095605539
GRAMUSDT,70,2.5,2.5,-16.90092363011817,558,49.1,0.5389141704582652
GRAMUSDT,70,2.5,3.0,-15.233489982924047,484,48.76,0.521743190389115
GRAMUSDT,70,3.0,2.0,-17.274383888434645,614,50.0,0.560832362950423
GRAMUSDT,70,3.0,2.5,-17.452343802279906,540,48.33,0.520217817407912
GRAMUSDT,70,3.0,3.0,-14.967294411221632,471,48.83,0.5203192986628055
GRAMUSDT,70,4.0,2.0,-12.846748070396,478,50.21,0.5831072576146488
GRAMUSDT,70,4.0,2.5,-12.213534233984156,428,49.77,0.5684816246245621
GRAMUSDT,70,4.0,3.0,-9.208511520985667,371,51.48,0.603157631389402
GRAMUSDT,72,2.5,2.0,-17.03273915407703,637,50.55,0.5764525095605539
GRAMUSDT,72,2.5,2.5,-16.90092363011817,558,49.1,0.5389141704582652
GRAMUSDT,72,2.5,3.0,-15.233489982924047,484,48.76,0.521743190389115
GRAMUSDT,72,3.0,2.0,-17.274383888434645,614,50.0,0.560832362950423
GRAMUSDT,72,3.0,2.5,-17.452343802279906,540,48.33,0.520217817407912
GRAMUSDT,72,3.0,3.0,-14.967294411221632,471,48.83,0.5203192986628055
GRAMUSDT,72,4.0,2.0,-12.846748070396,478,50.21,0.5831072576146488
GRAMUSDT,72,4.0,2.5,-12.213534233984156,428,49.77,0.5684816246245621
GRAMUSDT,72,4.0,3.0,-9.208511520985667,371,51.48,0.603157631389402
GRAMUSDT,75,2.5,2.0,-17.03273915407703,637,50.55,0.5764525095605539
GRAMUSDT,75,2.5,2.5,-16.90092363011817,558,49.1,0.5389141704582652
GRAMUSDT,75,2.5,3.0,-15.233489982924047,484,48.76,0.521743190389115
GRAMUSDT,75,3.0,2.0,-17.274383888434645,614,50.0,0.560832362950423
GRAMUSDT,75,3.0,2.5,-17.452343802279906,540,48.33,0.520217817407912
GRAMUSDT,75,3.0,3.0,-14.967294411221632,471,48.83,0.5203192986628055
GRAMUSDT,75,4.0,2.0,-12.846748070396,478,50.21,0.5831072576146488
GRAMUSDT,75,4.0,2.5,-12.213534233984156,428,49.77,0.5684816246245621
GRAMUSDT,75,4.0,3.0,-9.208511520985667,371,51.48,0.603157631389402
