symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
GRAMUSDT,70,2.5,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,70,2.5,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,70,2.5,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,70,3.0,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,70,3.0,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,70,3.0,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,70,4.0,2.0,2.7843380982058674,12,91.67,4.084525825206497
GRAMUSDT,70,4.0,2.5,2.720455098205866,11,90.91,4.013755409997711
GRAMUSDT,70,4.0,3.0,1.227859528491092,7,100.0,inf
GRAMUSDT,72,2.5,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,72,2.5,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,72,2.5,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,72,3.0,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,72,3.0,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,72,3.0,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,72,4.0,2.0,2.7843380982058674,12,91.67,4.084525825206497
GRAMUSDT,72,4.0,2.5,2.720455098205866,11,90.91,4.013755409997711
GRAMUSDT,72,4.0,3.0,1.227859528491092,7,100.0,inf
GRAMUSDT,75,2.5,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,75,2.5,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,75,2.5,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,75,3.0,2.0,1.77396643248416,14,85.71,1.7673653638990288
GRAMUSDT,75,3.0,2.5,1.7100834324841585,13,84.62,1.7397314692298294
GRAMUSDT,75,3.0,3.0,0.2174878627693846,9,88.89,1.154347092508516
GRAMUSDT,75,4.0,2.0,2.7843380982058674,12,91.67,4.084525825206497
GRAMUSDT,75,4.0,2.5,2.720455098205866,11,90.91,4.013755409997711
GRAMUSDT,75,4.0,3.0,1.227859528491092,7,100.0,inf
