symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
LINKUSDT,70,2.5,2.0,-49.027097205152764,2352,56.16,0.6825618818263424
LINKUSDT,70,2.5,2.5,-45.14279391486038,2091,55.76,0.6739771520674916
LINKUSDT,70,2.5,3.0,-35.85199842794982,1836,56.37,0.6978780985917836
LINKUSDT,70,3.0,2.0,-49.85785568845375,2248,55.56,0.6663517308118081
LINKUSDT,70,3.0,2.5,-44.790032161532444,2016,55.51,0.6666226240029716
LINKUSDT,70,3.0,3.0,-35.01562538814396,1777,56.27,0.6954739387767467
LINKUSDT,70,4.0,2.0,-36.46967541634072,1802,56.33,0.6889123316925752
LINKUSDT,70,4.0,2.5,-33.15527641685071,1652,56.36,0.6917930539176034
LINKUSDT,70,4.0,3.0,-28.452798797779522,1498,56.68,0.7050455574859074
LINKUSDT,72,2.5,2.0,-49.027097205152764,2352,56.16,0.6825618818263424
LINKUSDT,72,2.5,2.5,-45.14279391486038,2091,55.76,0.6739771520674916
LINKUSDT,72,2.5,3.0,-35.85199842794982,1836,56.37,0.6978780985917836
LINKUSDT,72,3.0,2.0,-49.85785568845375,2248,55.56,0.6663517308118081
LINKUSDT,72,3.0,2.5,-44.790032161532444,2016,55.51,0.6666226240029716
LINKUSDT,72,3.0,3.0,-35.01562538814396,1777,56.27,0.6954739387767467
LINKUSDT,72,4.0,2.0,-36.46967541634072,1802,56.33,0.6889123316925752
LINKUSDT,72,4.0,2.5,-33.15527641685071,1652,56.36,0.6917930539176034
LINKUSDT,72,4.0,3.0,-28.452798797779522,1498,56.68,0.7050455574859074
LINKUSDT,75,2.5,2.0,-49.027097205152764,2352,56.16,0.6825618818263424
LINKUSDT,75,2.5,2.5,-45.14279391486038,2091,55.76,0.6739771520674916
LINKUSDT,75,2.5,3.0,-35.85199842794982,1836,56.37,0.6978780985917836
LINKUSDT,75,3.0,2.0,-49.85785568845375,2248,55.56,0.6663517308118081
LINKUSDT,75,3.0,2.5,-44.790032161532444,2016,55.51,0.6666226240029716
LINKUSDT,75,3.0,3.0,-35.01562538814396,1777,56.27,0.6954739387767467
LINKUSDT,75,4.0,2.0,-36.46967541634072,1802,56.33,0.6889123316925752
LINKUSDT,75,4.0,2.5,-33.15527641685071,1652,56.36,0.6917930539176034
LINKUSDT,75,4.0,3.0,-28.452798797779522,1498,56.68,0.7050455574859074
